Source Name	Characteristics[Organism]	Term Source REF	Term Source Accession	Characteristics[Cell Line]	Term Source REF	Term Source Accession	Characteristics[Cell Cycle Phase]	Protocol REF	Protocol REF	Assay Name	Factor Value [Targeted Protein]	Comment [Gene Identifier]	Comment [Gene Symbol]	Comment [Gene Symbol Synonyms]	Channels	Dataset Name	Image File Path	Image Name	Protocol REF	Processed Data File
Cep120_gtub_027_201111106	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep120_gtub_027_201111106	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	Cep120_gtub_027_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep120_gtub_028_201111106	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep120_gtub_028_201111106	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	Cep120_gtub_028_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep120_gtub_030_201111106	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep120_gtub_030_201111106	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	Cep120_gtub_030_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_001	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_001	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_001_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_002	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_002	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_002_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_003	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_003	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_003_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_005	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_005	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_005_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_006	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_006	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_006_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_007	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_007	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_007_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_008	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_008	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_008_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_009	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_009	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_009_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_010	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_010	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_010_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_011	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_011	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_011_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_012	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_012	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_012_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_014	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_014	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_014_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_015	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_015	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_015_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_018	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_018	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_018_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_020	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_020	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_020_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_023	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_023	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_023_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_024	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_024	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_024_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_026	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_026	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_026_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_027	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_027	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_027_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_028	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_028	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_028_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_029	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_029	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_029_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep120_gtub_030	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep120_gtub_030	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111106	CEP120/20111106/	JG_Cep120_gtub_030_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep120_gtub_001_20111109	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep120_gtub_001_20111109	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111209	CEP120/20111209/	Cep120_gtub_001_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep120_gtub_002_20111109	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep120_gtub_002_20111109	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111209	CEP120/20111209/	Cep120_gtub_002_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep120_gtub_003_20111109	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep120_gtub_003_20111109	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111209	CEP120/20111209/	Cep120_gtub_003_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep120_gtub_005_20111109	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep120_gtub_005_20111109	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111209	CEP120/20111209/	Cep120_gtub_005_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep120_gtub_007_20111109	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep120_gtub_007_20111109	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111209	CEP120/20111209/	Cep120_gtub_007_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep120_gtub_008_20111109	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep120_gtub_008_20111109	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111209	CEP120/20111209/	Cep120_gtub_008_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep120_gtub_009_20111109	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep120_gtub_009_20111109	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111209	CEP120/20111209/	Cep120_gtub_009_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep120_gtub_011_20111109	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep120_gtub_011_20111109	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111209	CEP120/20111209/	Cep120_gtub_011_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep120_gtub_013_20111109	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep120_gtub_013_20111109	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111209	CEP120/20111209/	Cep120_gtub_013_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep120_gtub_015_20111109	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep120_gtub_015_20111109	CEP120 	ENSG00000168944	CEP120		525:CEP120; 615:TUBG1-N	CEP120/20111209	CEP120/20111209/	Cep120_gtub_015_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep152_gtub_001	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep152_gtub_001	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	Cep152_gtub_001_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep152_gtub_002	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep152_gtub_002	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	Cep152_gtub_002_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep152_gtub_003	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep152_gtub_003	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	Cep152_gtub_003_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep152_gtub_006	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep152_gtub_006	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	Cep152_gtub_006_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep152_gtub_009	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep152_gtub_009	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	Cep152_gtub_009_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep152_gtub_010	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep152_gtub_010	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	Cep152_gtub_010_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep152_gtub_011	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep152_gtub_011	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	Cep152_gtub_011_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep152_gtub_012	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep152_gtub_012	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	Cep152_gtub_012_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep152_gtub_013	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep152_gtub_013	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	Cep152_gtub_013_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep152_gtub_015	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep152_gtub_015	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	Cep152_gtub_015_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep152_gtub_016	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep152_gtub_016	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	Cep152_gtub_016_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep152_gtub_018	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep152_gtub_018	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	Cep152_gtub_018_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep152_gtub_019	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep152_gtub_019	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	Cep152_gtub_019_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep152_gtub_021	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep152_gtub_021	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	Cep152_gtub_021_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep152_gtub_024	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep152_gtub_024	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	Cep152_gtub_024_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep152_gtub_026	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep152_gtub_026	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	Cep152_gtub_026_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep152_gtub_028	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep152_gtub_028	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	Cep152_gtub_028_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep152_gtub_031	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep152_gtub_031	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	Cep152_gtub_031_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep152_gtub_032	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep152_gtub_032	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	Cep152_gtub_032_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Cep152_gtub_033	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Cep152_gtub_033	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	Cep152_gtub_033_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_001	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_001	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_001_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_002	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_002	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_002_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_003	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_003	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_003_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_004	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_004	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_004_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_005	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_005	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_005_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_006	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_006	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_006_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_007	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_007	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_007_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_008	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_008	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_008_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_009	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_009	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_009_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_011	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_011	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_011_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_014	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_014	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_014_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_017	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_017	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_017_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
