Source Name	Comment [Sample Description]	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Term Source 2 REF	Term Source 2 Accession	Characteristics [Genotype]	Term Source 3 REF	Term Source 3 Accession	Characteristics [Organism Part]	Term Source 4 REF	Term Source 4 Accession	Characteristics [Developmental Stage]	Term Source 5 REF	Term Source 5 Accession	Material Entity	Protocol REF	Protocol REF	Assay Name	Experimental Condition [Genotype]	Experimental Condition [Replicate]	Experimental Condition [Time]	Dataset Name	Image File	Channels	Comment[Image Dimensions]	Image File Path	Comment [Image File Comments]	Comment [Image File Type]
Wt1-GFP Time Series 1	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 1	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 1	0 to 900 minutes	Wt1-GFP Time Series 1	WT1-GFP-PNA-time-series.h5	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 463 C 2 V 5 T 59	/disk1/time series data/TimeSeries1/WT1-GFP-PNA-time-series.h5	time series converted to HDF5	processed
Wt1-GFP Time Series 1	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 1	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 1	0 to 900 minutes	Wt1-GFP Time Series 1	WT1-GFP-PNA-time-series.xml	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 463 C 2 V 5 T 59	/disk1/time series data/TimeSeries1/WT1-GFP-PNA-time-series.xml	xml file required in conjuction with HDF5 file	processed
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	0 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series.czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series.czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	30 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(1).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(1).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	60 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(2).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(2).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	90 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(3).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(3).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	120 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(4).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(4).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	150 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(5).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(5).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	180 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(6).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(6).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	210 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(7).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(7).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	240 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(8).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(8).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	270 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(9).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(9).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	300 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(10).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(10).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	330 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(11).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(11).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	360 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(12).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(12).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	390 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(13).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(13).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	420 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(14).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(14).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	450 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(15).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(15).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	480 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(16).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(16).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	510 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(17).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(17).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	540 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(18).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(18).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	570 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(19).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(19).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	600 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(20).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(20).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	630 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(21).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(21).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	660 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(22).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(22).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	690 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(23).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(23).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
Wt1-GFP Time Series 2	Wt1tm1Nhsn strain embryonic (E13.5) kidney cells	Mus musculus	NCBITaxon	NCBITaxon_10090	CD1 mus strain	EFO	EFO_0005180	Wt1 tm1Nhsn (Wt1 +/GFP)			kidney	UBERON	UBERON_0002113	embryonic day 13.5	EFO	EFO_0002564	organoid	TIME SERIES GROWTH PROTOCOL	TIME SERIES IMAGE ACQUISITION PROTOCOL	Wt1-GFP Time Series 2	Wt1 tm1Nhsn (Wt1 +/GFP)	replicate 2	720 minute	Wt1-GFP Time Series 2	Wt1-GFP-PNA-rh-time-series(24).czi	"Wt1-GFP: Wt1-GFP - green, Wt1tm1Nhsn cells expressing GFP in cytoplasm, PNA:Peanut agglutanin conjugated with rhodamine labelling basement membranes  - red"	X 1920 Y 1920 Z 260 C 2 V 3 T 31	/disk1/time series data/TimeSeries2/Wt1-GFP-PNA-rh-time-series(24).czi	In IDR the time series .czi files are combined into images with a time dimension.  There is one multi-dimensional image per imaging angle.	raw
