Plate	Comment [Operetta Plate Name]	Comment [Operetta Measurement]	Plate Column	Plate Row	Well	Well Number	Comment [BioSamples Identifier]	Characteristics [Organism]	Comments
experiment_3	2014-05-28_Experiment 3 HipSci Repeat Acquisition_OC	Measurement1	5	1	A5	5			see idr0034 for images
experiment_3	2014-05-28_Experiment 3 HipSci Repeat Acquisition_OC	Measurement1	6	1	A6	6			see idr0034 for images
experiment_3	2014-05-28_Experiment 3 HipSci Repeat Acquisition_OC	Measurement1	7	1	A7	7			see idr0034 for images
experiment_3	2014-05-28_Experiment 3 HipSci Repeat Acquisition_OC	Measurement1	8	1	A8	8			see idr0034 for images
experiment_3	2014-05-28_Experiment 3 HipSci Repeat Acquisition_OC	Measurement1	9	1	A9	9			see idr0034 for images
experiment_3	2014-05-28_Experiment 3 HipSci Repeat Acquisition_OC	Measurement1	10	1	A10	10			see idr0034 for images
experiment_3	2014-05-28_Experiment 3 HipSci Repeat Acquisition_OC	Measurement1	11	1	A11	11			see idr0034 for images
experiment_3	2014-05-28_Experiment 3 HipSci Repeat Acquisition_OC	Measurement1	12	1	A12	12			see idr0034 for images
experiment_3	2014-05-28_Experiment 3 HipSci Repeat Acquisition_OC	Measurement1	1	2	B1	13			see idr0034 for images
experiment_3	2014-05-28_Experiment 3 HipSci Repeat Acquisition_OC	Measurement1	2	2	B2	14			see idr0034 for images
experiment_3	2014-05-28_Experiment 3 HipSci Repeat Acquisition_OC	Measurement1	3	2	B3	15			see idr0034 for images
experiment_3	2014-05-28_Experiment 3 HipSci Repeat Acquisition_OC	Measurement1	4	2	B4	16			see idr0034 for images
experiment_3	2014-05-28_Experiment 3 HipSci Repeat Acquisition_OC	Measurement1	5	2	B5	17			see idr0034 for images
experiment_3	2014-05-28_Experiment 3 HipSci Repeat Acquisition_OC	Measurement1	6	2	B6	18			see idr0034 for images
experiment_3	2014-05-28_Experiment 3 HipSci Repeat Acquisition_OC	Measurement1	7	2	B7	19			see idr0034 for images
experiment_3	2014-05-28_Experiment 3 HipSci Repeat Acquisition_OC	Measurement1	8	2	B8	20			see idr0034 for images
experiment_3	2014-05-28_Experiment 3 HipSci Repeat Acquisition_OC	Measurement1	9	2	B9	21			see idr0034 for images
experiment_3	2014-05-28_Experiment 3 HipSci Repeat Acquisition_OC	Measurement1	10	2	B10	22			see idr0034 for images
experiment_3	2014-05-28_Experiment 3 HipSci Repeat Acquisition_OC	Measurement1	11	2	B11	23			see idr0034 for images
experiment_3	2014-05-28_Experiment 3 HipSci Repeat Acquisition_OC	Measurement1	12	2	B12	24			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	2	3	C2	26			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	3	3	C3	27			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	4	3	C4	28			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	5	3	C5	29			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	6	3	C6	30			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	7	3	C7	31			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	8	3	C8	32			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	9	3	C9	33			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	10	3	C10	34			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	2	6	F2	62			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	3	6	F3	63			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	4	6	F4	64			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	5	6	F5	65			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	6	6	F6	66			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	7	6	F7	67			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	8	6	F8	68			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	9	6	F9	69			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	10	6	F10	70			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	2	7	G2	74			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	3	7	G3	75			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	4	7	G4	76			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	5	7	G5	77			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	6	7	G6	78			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	7	7	G7	79			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	8	7	G8	80			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	9	7	G9	81			see idr0034 for images
experiment_30	2015-04-21- HipSci Exp30	Measurement1	10	7	G10	82			see idr0034 for images
experiment_31	2015-04-29 HipSci Exp31	Measurement1	2	2	B2	14			see idr0034 for images
experiment_31	2015-04-29 HipSci Exp31	Measurement1	3	2	B3	15			see idr0034 for images
experiment_31	2015-04-29 HipSci Exp31	Measurement1	4	2	B4	16			see idr0034 for images
experiment_31	2015-04-29 HipSci Exp31	Measurement1	5	2	B5	17			see idr0034 for images
experiment_31	2015-04-29 HipSci Exp31	Measurement1	6	2	B6	18			see idr0034 for images
experiment_31	2015-04-29 HipSci Exp31	Measurement1	7	2	B7	19			see idr0034 for images
experiment_31	2015-04-29 HipSci Exp31	Measurement1	8	2	B8	20			see idr0034 for images
experiment_31	2015-04-29 HipSci Exp31	Measurement1	9	2	B9	21			see idr0034 for images
experiment_31	2015-04-29 HipSci Exp31	Measurement1	10	2	B10	22			see idr0034 for images
experiment_31	2015-04-29 HipSci Exp31	Measurement1	2	5	E2	50			see idr0034 for images
experiment_31	2015-04-29 HipSci Exp31	Measurement1	3	5	E3	51			see idr0034 for images
experiment_31	2015-04-29 HipSci Exp31	Measurement1	4	5	E4	52			see idr0034 for images
experiment_31	2015-04-29 HipSci Exp31	Measurement1	5	5	E5	53			see idr0034 for images
experiment_31	2015-04-29 HipSci Exp31	Measurement1	6	5	E6	54			see idr0034 for images
experiment_31	2015-04-29 HipSci Exp31	Measurement1	7	5	E7	55			see idr0034 for images
experiment_31	2015-04-29 HipSci Exp31	Measurement1	8	5	E8	56			see idr0034 for images
experiment_31	2015-04-29 HipSci Exp31	Measurement1	9	5	E9	57			see idr0034 for images
experiment_31	2015-04-29 HipSci Exp31	Measurement1	10	5	E10	58			see idr0034 for images
experiment_32	2015-05-06 Hipsci Exp32	Measurement1	2	4	D2	38			see idr0034 for images
experiment_32	2015-05-06 Hipsci Exp32	Measurement1	3	4	D3	39			see idr0034 for images
experiment_32	2015-05-06 Hipsci Exp32	Measurement1	4	4	D4	40			see idr0034 for images
experiment_32	2015-05-06 Hipsci Exp32	Measurement1	5	4	D5	41			see idr0034 for images
experiment_32	2015-05-06 Hipsci Exp32	Measurement1	6	4	D6	42			see idr0034 for images
experiment_32	2015-05-06 Hipsci Exp32	Measurement1	7	4	D7	43			see idr0034 for images
experiment_32	2015-05-06 Hipsci Exp32	Measurement1	8	4	D8	44			see idr0034 for images
experiment_32	2015-05-06 Hipsci Exp32	Measurement1	9	4	D9	45			see idr0034 for images
experiment_32	2015-05-06 Hipsci Exp32	Measurement1	10	4	D10	46			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	1	3	C1	25			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	2	3	C2	26			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	3	3	C3	27			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	4	3	C4	28			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	5	3	C5	29			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	6	3	C6	30			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	7	3	C7	31			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	8	3	C8	32			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	9	3	C9	33			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	10	3	C10	34			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	11	3	C11	35			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	12	3	C12	36			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	1	4	D1	37			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	2	4	D2	38			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	3	4	D3	39			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	4	4	D4	40			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	5	4	D5	41			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	6	4	D6	42			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	7	4	D7	43			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	8	4	D8	44			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	9	4	D9	45			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	10	4	D10	46			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	11	4	D11	47			see idr0034 for images
experiment_4	2014-05-19_HipSci Lines Experiment 4_OC	Measurement2	12	4	D12	48			see idr0034 for images
experiment_8	Experiment 8 Plate 2_Bob funp3 qimz1 zisa3_OC_06-08-2014	Measurement1	1	3	C1	25			see idr0034 for images
experiment_8	Experiment 8 Plate 2_Bob funp3 qimz1 zisa3_OC_06-08-2014	Measurement1	2	3	C2	26			see idr0034 for images
experiment_8	Experiment 8 Plate 2_Bob funp3 qimz1 zisa3_OC_06-08-2014	Measurement1	3	3	C3	27			see idr0034 for images
experiment_8	Experiment 8 Plate 2_Bob funp3 qimz1 zisa3_OC_06-08-2014	Measurement1	4	3	C4	28			see idr0034 for images
experiment_8	Experiment 8 Plate 2_Bob funp3 qimz1 zisa3_OC_06-08-2014	Measurement1	5	3	C5	29			see idr0034 for images
experiment_8	Experiment 8 Plate 2_Bob funp3 qimz1 zisa3_OC_06-08-2014	Measurement1	6	3	C6	30			see idr0034 for images
experiment_8	Experiment 8 Plate 2_Bob funp3 qimz1 zisa3_OC_06-08-2014	Measurement1	7	3	C7	31			see idr0034 for images
experiment_8	Experiment 8 Plate 2_Bob funp3 qimz1 zisa3_OC_06-08-2014	Measurement1	8	3	C8	32			see idr0034 for images
experiment_8	Experiment 8 Plate 2_Bob funp3 qimz1 zisa3_OC_06-08-2014	Measurement1	9	3	C9	33			see idr0034 for images
