Plate	Well	Well Number	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Cell Line]	Term Source 2 REF	Term Source 2 Accession	Replicate	Batch	Compound Name	Dose	Compound SMILES	"Compound MOA (from Ljosa et al, 2013)"	Control Type	Channels
Week5_28921	C3	27	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	LY-294002	2 micromolar	O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	C4	28	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	LY-294002	0.6 micromolar	O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	C5	29	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	LY-294002	0.2 micromolar	O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	C6	30	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	LY-294002	0.06 micromolar	O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	C7	31	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	LY-294002	0.02 micromolar	O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	C8	32	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	LY-294002	0.006 micromolar	O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	C9	33	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	LY-294002	0.002 micromolar	O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	C10	34	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	LY-294002	0.0006 micromolar	O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	C11	35	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	D2	38	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	D3	39	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	SB-202190	20 micromolar	Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	D4	40	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	SB-202190	6 micromolar	Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	D5	41	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	SB-202190	2 micromolar	Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	D6	42	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	SB-202190	0.6 micromolar	Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	D7	43	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	SB-202190	0.2 micromolar	Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	D8	44	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	SB-202190	0.06 micromolar	Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	D9	45	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	SB-202190	0.02 micromolar	Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	D10	46	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	SB-202190	0.006 micromolar	Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	D11	47	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	E2	50	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	E3	51	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	AZ701	30 micromolar	CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	E4	52	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	AZ701	10 micromolar	CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	E5	53	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	AZ701	3 micromolar	CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	E6	54	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	AZ701	1 micromolar	CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	E7	55	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	AZ701	0.3 micromolar	CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	E8	56	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	AZ701	0.1 micromolar	CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	E9	57	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	AZ701	0.03 micromolar	CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	E10	58	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	AZ701	0.01 micromolar	CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	E11	59	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	F2	62	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	F3	63	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	AZ-K	10 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	F4	64	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	AZ-K	3 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	F5	65	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	AZ-K	1 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	F6	66	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	AZ-K	0.3 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	F7	67	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	AZ-K	0.1 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	F8	68	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	AZ-K	0.03 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	F9	69	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	AZ-K	0.01 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	F10	70	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	AZ-K	0.003 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	F11	71	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	G2	74	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	G3	75	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	raloxifene	5 micromolar	Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	G4	76	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	raloxifene	1.5 micromolar	Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	G5	77	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	raloxifene	0.5 micromolar	Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	G6	78	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	raloxifene	0.15 micromolar	Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	G7	79	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	raloxifene	0.05 micromolar	Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	G8	80	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	raloxifene	0.015 micromolar	Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	G9	81	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	raloxifene	0.005 micromolar	Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	G10	82	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	raloxifene	0.0015 micromolar	Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28921	G11	83	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week5	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	B2	14	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	B3	15	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	AZ-J	10 micromolar		Epithelial		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	B4	16	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	AZ-J	3 micromolar		Epithelial		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	B5	17	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	AZ-J	1 micromolar		Epithelial		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	B6	18	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	AZ-J	0.3 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	B7	19	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	AZ-J	0.1 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	B8	20	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	AZ-J	0.03 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	B9	21	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	AZ-J	0.01 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	B10	22	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	AZ-J	0.003 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	B11	23	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	C2	26	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	C3	27	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	LY-294002	2 micromolar	O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	C4	28	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	LY-294002	0.6 micromolar	O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	C5	29	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	LY-294002	0.2 micromolar	O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	C6	30	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	LY-294002	0.06 micromolar	O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	C7	31	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	LY-294002	0.02 micromolar	O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	C8	32	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	LY-294002	0.006 micromolar	O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	C9	33	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	LY-294002	0.002 micromolar	O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	C10	34	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	LY-294002	0.0006 micromolar	O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	C11	35	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	D2	38	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	D3	39	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	SB-202190	20 micromolar	Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	D4	40	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	SB-202190	6 micromolar	Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	D5	41	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	SB-202190	2 micromolar	Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	D6	42	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	SB-202190	0.6 micromolar	Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	D7	43	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	SB-202190	0.2 micromolar	Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	D8	44	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	SB-202190	0.06 micromolar	Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	D9	45	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	SB-202190	0.02 micromolar	Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	D10	46	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	SB-202190	0.006 micromolar	Oc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	D11	47	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	E2	50	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	E3	51	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	AZ701	30 micromolar	CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	E4	52	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	AZ701	10 micromolar	CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	E5	53	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	AZ701	3 micromolar	CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	E6	54	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	AZ701	1 micromolar	CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	E7	55	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	AZ701	0.3 micromolar	CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	E8	56	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	AZ701	0.1 micromolar	CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	E9	57	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	AZ701	0.03 micromolar	CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	E10	58	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	AZ701	0.01 micromolar	CN(CCOc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)CO			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	E11	59	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	F2	62	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	F3	63	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	AZ-K	10 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week5_28961	F4	64	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week5	AZ-K	3 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
