Plate,Well Number,Well,siRNA Identifier,siRNA Pool Name,siRNA Catalog Number,Gene Identifier %% url=http://www.ncbi.nlm.nih.gov/nuccore/%s,Ensembl 56 Gene Symbol,Control Type,Control Comments,Comments,Final Well Hit Status Actinome 1,Final Well Hit status Actinome 2,Overall Hit Gene Consensus,Has phenotypes,Phenotype 1,Term Source Accession 1,Ontology Term Name 1,Phenotype 2,Term Source Accession 2,Ontology Term Name 2,Phenotype 3,Term Source Accession 3,Ontology Term Name 3,Phenotype 4,Term Source Accession 4,Ontology Term Name 4,Phenotype 5,Term Source Accession 5,Ontology Term Name 5,Phenotype 6,Term Source Accession 6,Ontology Term Name 6,Phenotype 7,Term Source Accession 7,Ontology Term Name 7,Phenotype 8,Term Source Accession 8,Ontology Term Name 8,Phenotype 9,Term Source Accession 9,Ontology Term Name 9,Phenotype 10,Term Source Accession 10,Ontology Term Name 10,Phenotype 11,Term Source Accession 11,Ontology Term Name 11,Phenotype 12,Term Source Accession 12,Ontology Term Name 12,Phenotype 13,Term Source Accession 13,Ontology Term Name 13,Phenotype 14,Term Source Accession 14,Ontology Term Name 14,Phenotype 15,Term Source Accession 15,Ontology Term Name 15,Phenotype 16,Term Source Accession 16,Ontology Term Name 16,Phenotype 17,Term Source Accession 17,Ontology Term Name 17,Phenotype 18,Term Source Accession 18,Ontology Term Name 18,Phenotype 19,Term Source Accession 19,Ontology Term Name 19,Phenotype 20,Term Source Accession 20,Ontology Term Name 20,Phenotype 21,Term Source Accession 21,Ontology Term Name 21,Phenotype 22,Term Source Accession 22,Ontology Term Name 22,Phenotype 23,Term Source Accession 23,Ontology Term Name 23,Phenotype 24,Term Source Accession 24,Ontology Term Name 24,Phenotype 25,Term Source Accession 25,Ontology Term Name 25,Phenotype 26,Term Source Accession 26,Ontology Term Name 26,Phenotype 27,Term Source Accession 27,Ontology Term Name 27,Phenotype 28,Term Source Accession 28,Ontology Term Name 28,Phenotype 29,Term Source Accession 29,Ontology Term Name 29,Phenotype 30,Term Source Accession 30,Ontology Term Name 30,Phenotype 31,Term Source Accession 31,Ontology Term Name 31,Phenotype 32,Term Source Accession 32,Ontology Term Name 32,Phenotype 33,Term Source Accession 33,Ontology Term Name 33,Phenotype 34,Term Source Accession 34,Ontology Term Name 34,Phenotype 35,Term Source Accession 35,Ontology Term Name 35,Phenotype 36,Term Source Accession 36,Ontology Term Name 36,Phenotype 37,Term Source Accession 37,Ontology Term Name 37,Phenotype 38,Term Source Accession 38,Ontology Term Name 38,Phenotype 39,Term Source Accession 39,Ontology Term Name 39,Phenotype 40,Term Source Accession 40,Ontology Term Name 40
Plate5_Actinome1,303,M15,MICAL3-02,MICAL3,D-024432-02,XM_032997,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,304,M16,MYLIP-04,MYLIP,D-006976-04,NM_013262,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,305,M17,MICAL3-03,MICAL3,D-024432-03,XM_032997,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,306,M18,MYLIP-01,MYLIP,D-006976-01,NM_013262,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,307,M19,MICAL3-04,MICAL3,D-024432-04,XM_032997,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,308,M20,MYLIP-02,MYLIP,D-006976-02,NM_013262,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,309,M21,MINK-09,MINK,D-004861-09,NM_015716,,,,,yes,yes,yes,yes,,,,increased peripheral actin,CMPO_0000272,increased cortical actin cytoskeleton mass,,,,,,,,,,,,,,,,decreased number of filopodia,CMPO_0000067,decreased number of filopodia phenotype,,,,,,,,,,increased number of actin stress fibres,CMPO_0000291,increased amount of punctate actin foci,increased number of transverse actin stress fibres,CMPO_0000298,increased amount of transverse stress fibers,increased number of cortical actin stress fibres,CMPO_0000297,increased amount of stress fibers located in the cell cortex,increased number of zigzag actin stress fibres,CMPO_0000299,increased amount of zig-zag stress fibers,,,,increased cell size,CMPO_0000128,increased cell size phenotype,,,,,,,,,,,,,,,,cell shape geometric,CMPO_0000261,geometric cell,,,,decreased cell number,CMPO_0000052,decreased cell numbers,,,,increased number of multinucleate cells,CMPO_0000300,more multinucleate cells,,,,decreased DNA area,CMPO_0000141,decreased nucleus size,misshapen DNA,CMPO_0000177,misshapen DNA,,,,,,,,,,,,,,,,,,,microtubule nuclear bracket,CMPO_0000287,microtubules nuclear bracket phenotype,,,,,,,,,
Plate5_Actinome1,310,M22,MYO10-01,MYO10,D-007217-01,NM_012334,,,,,yes,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,311,M23,MINK-10,MINK,D-004861-10,NM_015716,,,,,no,yes,yes,yes,,,,increased peripheral actin,CMPO_0000272,increased cortical actin cytoskeleton mass,,,,,,,,,,,,,,,,decreased number of filopodia,CMPO_0000067,decreased number of filopodia phenotype,,,,,,,,,,increased number of actin stress fibres,CMPO_0000291,increased amount of punctate actin foci,increased number of transverse actin stress fibres,CMPO_0000298,increased amount of transverse stress fibers,increased number of cortical actin stress fibres,CMPO_0000297,increased amount of stress fibers located in the cell cortex,increased number of zigzag actin stress fibres,CMPO_0000299,increased amount of zig-zag stress fibers,,,,increased cell size,CMPO_0000128,increased cell size phenotype,,,,,,,,,,,,,,,,cell shape geometric,CMPO_0000261,geometric cell,,,,decreased cell number,CMPO_0000052,decreased cell numbers,,,,increased number of multinucleate cells,CMPO_0000300,more multinucleate cells,,,,decreased DNA area,CMPO_0000141,decreased nucleus size,misshapen DNA,CMPO_0000177,misshapen DNA,,,,,,,,,,,,,,,,,,,microtubule nuclear bracket,CMPO_0000287,microtubules nuclear bracket phenotype,,,,,,,,,
Plate5_Actinome1,312,M24,MYO10-02,MYO10,D-007217-02,NM_012334,,,,,no,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,313,N1,KIF11-07,KIF11,D-003317-07,NM_004523,,positive control,gives a strong and distinctive phenotype,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,314,N2,KIF11-07,KIF11,D-003317-07,NM_004523,,positive control,gives a strong and distinctive phenotype,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,315,N3,,,,,,,,annotation not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,316,N4,,,,,,,,annotation not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,317,N5,PTK2B-05,PTK2B,D-003165-05,NM_004103,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,318,N6,MYO7B-01,MYO7B,D-022928-01,XM_291001,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,319,N7,PTK2B-06,PTK2B,D-003165-06,NM_004103,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,320,N8,MYO7B-02,MYO7B,D-022928-02,XM_291001,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,321,N9,PTK2B-07,PTK2B,D-003165-07,NM_004103,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,322,N10,MYO7B-03,MYO7B,D-022928-03,XM_291001,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,323,N11,PTK2B-13,PTK2B,D-003165-13,NM_004103,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,324,N12,MYO7B-04,MYO7B,D-022928-04,XM_291001,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,325,N13,PTK9-05,PTK9,D-003168-05,NM_002822,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,326,N14,MYO9B-01,MYO9B,D-009535-01,NM_004145,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,327,N15,PTK9-09,PTK9,D-003168-09,NM_002822,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,328,N16,MYO9B-02,MYO9B,D-009535-02,NM_004145,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,329,N17,PTK9-10,PTK9,D-003168-10,NM_002822,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,330,N18,MYO9B-03,MYO9B,D-009535-03,NM_004145,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,331,N19,PTK9-12,PTK9,D-003168-12,NM_002822,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,332,N20,MYO9B-04,MYO9B,D-009535-04,NM_004145,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,333,N21,PTK9L-05,PTK9L,D-003169-05,NM_007284,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,334,N22,MYOHD1-01,MYOHD1,D-017137-01,NM_025109,,,,,yes,yes,yes,yes,increased level of actin,CMPO_0000105,increased number of actin filament,increased peripheral actin,CMPO_0000272,increased cortical actin cytoskeleton mass,increased cytoplasmic actin,CMPO_0000296,increased actin localised to the cytoplasm,increased actin over nucleus,CMPO_0000294,increased actin localised to the nucleus,,,,increased width of lamellae,CMPO_0000276,increased lamellipodia width phenotype,,,,decreased number of filopodia,CMPO_0000067,decreased number of filopodia phenotype,,,,,,,,,,increased number of actin stress fibres,CMPO_0000291,increased amount of punctate actin foci,increased number of transverse actin stress fibres,CMPO_0000298,increased amount of transverse stress fibers,increased number of cortical actin stress fibres,CMPO_0000297,increased amount of stress fibers located in the cell cortex,increased number of zigzag actin stress fibres,CMPO_0000299,increased amount of zig-zag stress fibers,,,,increased cell size,CMPO_0000128,increased cell size phenotype,,,,,,,,,,,,,,,,cell shape geometric,CMPO_0000261,geometric cell,,,,decreased cell number,CMPO_0000052,decreased cell numbers,,,,increased number of multinucleate cells,CMPO_0000300,more multinucleate cells,,,,,,,misshapen DNA,CMPO_0000177,misshapen DNA,,,,increased mitotic index,CMPO_0000056,more cells in M phase,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,335,N23,PTK9L-06,PTK9L,D-003169-06,NM_007284,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,336,N24,MYOHD1-02,MYOHD1,D-017137-02,NM_025109,,,,,yes,yes,yes,yes,increased level of actin,CMPO_0000105,increased number of actin filament,increased peripheral actin,CMPO_0000272,increased cortical actin cytoskeleton mass,increased cytoplasmic actin,CMPO_0000296,increased actin localised to the cytoplasm,increased actin over nucleus,CMPO_0000294,increased actin localised to the nucleus,,,,increased width of lamellae,CMPO_0000276,increased lamellipodia width phenotype,,,,decreased number of filopodia,CMPO_0000067,decreased number of filopodia phenotype,,,,,,,,,,increased number of actin stress fibres,CMPO_0000291,increased amount of punctate actin foci,increased number of transverse actin stress fibres,CMPO_0000298,increased amount of transverse stress fibers,increased number of cortical actin stress fibres,CMPO_0000297,increased amount of stress fibers located in the cell cortex,increased number of zigzag actin stress fibres,CMPO_0000299,increased amount of zig-zag stress fibers,,,,increased cell size,CMPO_0000128,increased cell size phenotype,,,,,,,,,,,,,,,,cell shape geometric,CMPO_0000261,geometric cell,,,,decreased cell number,CMPO_0000052,decreased cell numbers,,,,increased number of multinucleate cells,CMPO_0000300,more multinucleate cells,,,,,,,misshapen DNA,CMPO_0000177,misshapen DNA,,,,increased mitotic index,CMPO_0000056,more cells in M phase,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,337,O1,KIF11-08,KIF11,D-003317-08,NM_004523,,positive control,gives a strong and distinctive phenotype,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,338,O2,KIF11-08,KIF11,D-003317-08,NM_004523,,positive control,gives a strong and distinctive phenotype,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,339,O3,,,,,,,,annotation not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,340,O4,,,,,,,,annotation not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,341,O5,MINK-11,MINK,D-004861-11,NM_015716,,,,,yes,yes,yes,yes,,,,increased peripheral actin,CMPO_0000272,increased cortical actin cytoskeleton mass,,,,,,,,,,,,,,,,decreased number of filopodia,CMPO_0000067,decreased number of filopodia phenotype,,,,,,,,,,increased number of actin stress fibres,CMPO_0000291,increased amount of punctate actin foci,increased number of transverse actin stress fibres,CMPO_0000298,increased amount of transverse stress fibers,increased number of cortical actin stress fibres,CMPO_0000297,increased amount of stress fibers located in the cell cortex,increased number of zigzag actin stress fibres,CMPO_0000299,increased amount of zig-zag stress fibers,,,,increased cell size,CMPO_0000128,increased cell size phenotype,,,,,,,,,,,,,,,,cell shape geometric,CMPO_0000261,geometric cell,,,,decreased cell number,CMPO_0000052,decreased cell numbers,,,,increased number of multinucleate cells,CMPO_0000300,more multinucleate cells,,,,decreased DNA area,CMPO_0000141,decreased nucleus size,misshapen DNA,CMPO_0000177,misshapen DNA,,,,,,,,,,,,,,,,,,,microtubule nuclear bracket,CMPO_0000287,microtubules nuclear bracket phenotype,,,,,,,,,
Plate5_Actinome1,342,O6,MYO10-03,MYO10,D-007217-03,NM_012334,,,,,no,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,343,O7,MINK-02,MINK,D-004861-02,NM_015716,,,,,no,no,yes,yes,,,,increased peripheral actin,CMPO_0000272,increased cortical actin cytoskeleton mass,,,,,,,,,,,,,,,,decreased number of filopodia,CMPO_0000067,decreased number of filopodia phenotype,,,,,,,,,,increased number of actin stress fibres,CMPO_0000291,increased amount of punctate actin foci,increased number of transverse actin stress fibres,CMPO_0000298,increased amount of transverse stress fibers,increased number of cortical actin stress fibres,CMPO_0000297,increased amount of stress fibers located in the cell cortex,increased number of zigzag actin stress fibres,CMPO_0000299,increased amount of zig-zag stress fibers,,,,increased cell size,CMPO_0000128,increased cell size phenotype,,,,,,,,,,,,,,,,cell shape geometric,CMPO_0000261,geometric cell,,,,decreased cell number,CMPO_0000052,decreased cell numbers,,,,increased number of multinucleate cells,CMPO_0000300,more multinucleate cells,,,,decreased DNA area,CMPO_0000141,decreased nucleus size,misshapen DNA,CMPO_0000177,misshapen DNA,,,,,,,,,,,,,,,,,,,microtubule nuclear bracket,CMPO_0000287,microtubules nuclear bracket phenotype,,,,,,,,,
Plate5_Actinome1,344,O8,MYO10-04,MYO10,D-007217-04,NM_012334,,,,,yes,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,345,O9,MSN-05,MSN,D-011732-05,NM_002444,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,346,O10,MYO15A-01,MYO15A,D-013160-01,NM_016239,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,347,O11,MSN-02,MSN,D-011732-02,NM_002444,,,,,yes,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,348,O12,MYO15A-02,MYO15A,D-013160-02,NM_016239,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,349,O13,MSN-03,MSN,D-011732-03,NM_002444,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,350,O14,MYO15A-03,MYO15A,D-013160-03,NM_016239,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,351,O15,MSN-04,MSN,D-011732-04,NM_002444,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,352,O16,MYO15A-04,MYO15A,D-013160-04,NM_016239,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,353,O17,MTSS1-01,MTSS1,D-018506-01,NM_014751,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,354,O18,MYO18A-01,MYO18A,D-031755-01,NM_078471,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,355,O19,MTSS1-02,MTSS1,D-018506-02,NM_014751,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,356,O20,MYO18A-02,MYO18A,D-031755-02,NM_078471,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,357,O21,MTSS1-03,MTSS1,D-018506-03,NM_014751,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,358,O22,MYO18A-03,MYO18A,D-031755-03,NM_078471,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,359,O23,MTSS1-04,MTSS1,D-018506-04,NM_014751,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate5_Actinome1,360,O24,MYO18A-04,MYO18A,D-031755-04,NM_078471,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
