Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism Part],Term Source 2 REF,Term Source 2 Accession,Characteristics [Sex],Term Source 3 REF,Term Source 3 Accession,Characteristics [Individual],Characteristics [Genotype],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Human Ortholog],Comment [Human Ortholog Gene Symbol],Comment [Gene Annotation Comments],Experimental Condition [Organism Part],Experimental Condition [Sex],Experimental Condition [Individual],Experimental Condition [Genotype],Channels,Comment [Image File Type],Phenotype Description,Has Phenotype,Phenotype Annotation Level,Phenotype 1,Phenotype 1 Term Name,Phenotype 1 Term Accession,Phenotype 2,Phenotype 2 Term Name,Phenotype 2 Term Accession,Phenotype 3,Phenotype 3 Term Name,Phenotype 3 Term Accession,Phenotype 4,Phenotype 4 Term Name,Phenotype 4 Term Accession,Phenotype 5,Phenotype 5 Term Name,Phenotype 5 Term Accession,Phenotype 6,Phenotype 6 Term Name,Phenotype 6 Term Accession,Phenotype 7,Phenotype 7 Term Name,Phenotype 7 Term Accession,Phenotype 8,Phenotype 8 Term Name,Phenotype 8 Term Accession,Phenotype 9,Phenotype 9 Term Name,Phenotype 9 Term Accession,Phenotype 10,Phenotype 10 Term Name,Phenotype 10 Term Accession,Phenotype 11,Phenotype 11 Term Name,Phenotype 11 Term Accession,Phenotype 12,Phenotype 12 Term Name,Phenotype 12 Term Accession,Phenotype 13,Phenotype 13 Term Name,Phenotype 13 Term Accession,Phenotype 14,Phenotype 14 Term Name,Phenotype 14 Term Accession,Phenotype 15,Phenotype 15 Term Name,Phenotype 15 Term Accession,Phenotype 16,Phenotype 16 Term Name,Phenotype 16 Term Accession,Phenotype 17,Phenotype 17 Term Name,Phenotype 17 Term Accession,Phenotype 18,Phenotype 18 Term Name,Phenotype 18 Term Accession,Phenotype 19,Phenotype 19 Term Name,Phenotype 19 Term Accession,Phenotype 20,Phenotype 20 Term Name,Phenotype 20 Term Accession,Phenotype 21,Phenotype 21 Term Name,Phenotype 21 Term Accession,Phenotype 22,Phenotype 22 Term Name,Phenotype 22 Term Accession,Phenotype 23,Phenotype 23 Term Name,Phenotype 23 Term Accession,Phenotype 24,Phenotype 24 Term Name,Phenotype 24 Term Accession,Phenotype 25,Phenotype 25 Term Name,Phenotype 25 Term Accession,Phenotype 26,Phenotype 26 Term Name,Phenotype 26 Term Accession,Phenotype 27,Phenotype 27 Term Name,Phenotype 27 Term Accession,Phenotype 28,Phenotype 28 Term Name,Phenotype 28 Term Accession,Phenotype 29,Phenotype 29 Term Name,Phenotype 29 Term Accession,Phenotype 30,Phenotype 30 Term Name,Phenotype 30 Term Accession,Phenotype 31,Phenotype 31 Term Name,Phenotype 31 Term Accession,Phenotype 32,Phenotype 32 Term Name,Phenotype 32 Term Accession,Phenotype 33,Phenotype 33 Term Name,Phenotype 33 Term Accession,Phenotype 34,Phenotype 34 Term Name,Phenotype 34 Term Accession,Phenotype 35,Phenotype 35 Term Name,Phenotype 35 Term Accession,Phenotype 36,Phenotype 36 Term Name,Phenotype 36 Term Accession,Phenotype 37,Phenotype 37 Term Name,Phenotype 37 Term Accession,Phenotype 38,Phenotype 38 Term Name,Phenotype 38 Term Accession,Phenotype 39,Phenotype 39 Term Name,Phenotype 39 Term Accession,Phenotype 40,Phenotype 40 Term Name,Phenotype 40 Term Accession,Phenotype 41,Phenotype 41 Term Name,Phenotype 41 Term Accession,Phenotype 42,Phenotype 42 Term Name,Phenotype 42 Term Accession,Phenotype 43,Phenotype 43 Term Name,Phenotype 43 Term Accession,Phenotype 44,Phenotype 44 Term Name,Phenotype 44 Term Accession,Phenotype 45,Phenotype 45 Term Name,Phenotype 45 Term Accession,Phenotype 46,Phenotype 46 Term Name,Phenotype 46 Term Accession,Phenotype 47,Phenotype 47 Term Name,Phenotype 47 Term Accession,Phenotype 48,Phenotype 48 Term Name,Phenotype 48 Term Accession
Eya4-14-433-heart,Eya4-14-433-heart - 2015-06-24 08.37.49.ndpi [Series 1],Mus musculus,NCBITaxon,NCBITaxon_10090,heart,UBERON,UBERON_0000948,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",heart,male,Eya4-14-433,Eya4 knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-433-heart,Eya4-14-433-heart - 2015-06-24 08.37.49.ndpi [Series 2],Mus musculus,NCBITaxon,NCBITaxon_10090,heart,UBERON,UBERON_0000948,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",heart,male,Eya4-14-433,Eya4 knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-433-heart,Eya4-14-433-heart - 2015-06-24 08.37.49.ndpi [Series 3],Mus musculus,NCBITaxon,NCBITaxon_10090,heart,UBERON,UBERON_0000948,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",heart,male,Eya4-14-433,Eya4 knockout,Grayscale,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-433-knee,Eya4-14-433-knee - 2015-06-24 09.31.42.ndpi [Series 1],Mus musculus,NCBITaxon,NCBITaxon_10090,knee,UBERON,UBERON_0001465,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",knee,male,Eya4-14-433,Eya4 knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-433-knee,Eya4-14-433-knee - 2015-06-24 09.31.42.ndpi [Series 2],Mus musculus,NCBITaxon,NCBITaxon_10090,knee,UBERON,UBERON_0001465,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",knee,male,Eya4-14-433,Eya4 knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-433-knee,Eya4-14-433-knee - 2015-06-24 09.31.42.ndpi [Series 3],Mus musculus,NCBITaxon,NCBITaxon_10090,knee,UBERON,UBERON_0001465,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",knee,male,Eya4-14-433,Eya4 knockout,Grayscale,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-433-liver,Eya4-14-433-liver - 2015-06-24 08.29.02.ndpi [Series 1],Mus musculus,NCBITaxon,NCBITaxon_10090,liver,UBERON,UBERON_0002107,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",liver,male,Eya4-14-433,Eya4 knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-433-liver,Eya4-14-433-liver - 2015-06-24 08.29.02.ndpi [Series 2],Mus musculus,NCBITaxon,NCBITaxon_10090,liver,UBERON,UBERON_0002107,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",liver,male,Eya4-14-433,Eya4 knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-433-liver,Eya4-14-433-liver - 2015-06-24 08.29.02.ndpi [Series 3],Mus musculus,NCBITaxon,NCBITaxon_10090,liver,UBERON,UBERON_0002107,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",liver,male,Eya4-14-433,Eya4 knockout,Grayscale,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-433-lymph-node,Eya4-14-433-LN - 2015-06-24 09.24.50.ndpi [Series 1],Mus musculus,NCBITaxon,NCBITaxon_10090,lymph node,UBERON,UBERON_0000029,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",lymph node,male,Eya4-14-433,Eya4 knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-433-lymph-node,Eya4-14-433-LN - 2015-06-24 09.24.50.ndpi [Series 2],Mus musculus,NCBITaxon,NCBITaxon_10090,lymph node,UBERON,UBERON_0000029,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",lymph node,male,Eya4-14-433,Eya4 knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-433-lymph-node,Eya4-14-433-LN - 2015-06-24 09.24.50.ndpi [Series 3],Mus musculus,NCBITaxon,NCBITaxon_10090,lymph node,UBERON,UBERON_0000029,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",lymph node,male,Eya4-14-433,Eya4 knockout,Grayscale,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-433-reproductive-male,Eya4-14-433-reprom - 2015-06-24 09.15.01.ndpi [Series 1],Mus musculus,NCBITaxon,NCBITaxon_10090,reproductive system,UBERON,UBERON_0000990,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",reproductive system,male,Eya4-14-433,Eya4 knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-433-reproductive-male,Eya4-14-433-reprom - 2015-06-24 09.15.01.ndpi [Series 2],Mus musculus,NCBITaxon,NCBITaxon_10090,reproductive system,UBERON,UBERON_0000990,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",reproductive system,male,Eya4-14-433,Eya4 knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-433-reproductive-male,Eya4-14-433-reprom - 2015-06-24 09.15.01.ndpi [Series 3],Mus musculus,NCBITaxon,NCBITaxon_10090,reproductive system,UBERON,UBERON_0000990,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",reproductive system,male,Eya4-14-433,Eya4 knockout,Grayscale,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-433-salivary-gland,Eya4-14-433-Sali - 2015-06-24 08.53.36.ndpi [Series 1],Mus musculus,NCBITaxon,NCBITaxon_10090,salivary gland,UBERON,UBERON_0001044,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",salivary gland,male,Eya4-14-433,Eya4 knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-433-salivary-gland,Eya4-14-433-Sali - 2015-06-24 08.53.36.ndpi [Series 2],Mus musculus,NCBITaxon,NCBITaxon_10090,salivary gland,UBERON,UBERON_0001044,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",salivary gland,male,Eya4-14-433,Eya4 knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-433-salivary-gland,Eya4-14-433-Sali - 2015-06-24 08.53.36.ndpi [Series 3],Mus musculus,NCBITaxon,NCBITaxon_10090,salivary gland,UBERON,UBERON_0001044,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",salivary gland,male,Eya4-14-433,Eya4 knockout,Grayscale,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-433-skin,Eya4-14-433-skin - 2015-06-24 09.50.41.ndpi [Series 1],Mus musculus,NCBITaxon,NCBITaxon_10090,skin,EFO,EFO_0000962,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",skin,male,Eya4-14-433,Eya4 knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-433-skin,Eya4-14-433-skin - 2015-06-24 09.50.41.ndpi [Series 2],Mus musculus,NCBITaxon,NCBITaxon_10090,skin,EFO,EFO_0000962,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",skin,male,Eya4-14-433,Eya4 knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-433-skin,Eya4-14-433-skin - 2015-06-24 09.50.41.ndpi [Series 3],Mus musculus,NCBITaxon,NCBITaxon_10090,skin,EFO,EFO_0000962,male,PATO,PATO_0000384,Eya4-14-433,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",skin,male,Eya4-14-433,Eya4 knockout,Grayscale,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-434-brain,Eya4-14-434-brain - 2015-06-24 10.08.00.ndpi [Series 1],Mus musculus,NCBITaxon,NCBITaxon_10090,brain,UBERON,UBERON_0000955,female,PATO,PATO_0000383,Eya4-14-434,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",brain,female,Eya4-14-434,Eya4 knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-434-brain,Eya4-14-434-brain - 2015-06-24 10.08.00.ndpi [Series 2],Mus musculus,NCBITaxon,NCBITaxon_10090,brain,UBERON,UBERON_0000955,female,PATO,PATO_0000383,Eya4-14-434,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",brain,female,Eya4-14-434,Eya4 knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-434-brain,Eya4-14-434-brain - 2015-06-24 10.08.00.ndpi [Series 3],Mus musculus,NCBITaxon,NCBITaxon_10090,brain,UBERON,UBERON_0000955,female,PATO,PATO_0000383,Eya4-14-434,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",brain,female,Eya4-14-434,Eya4 knockout,Grayscale,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-434-eye,Eya4-14-434-eye - 2015-06-24 11.51.18.ndpi [Series 1],Mus musculus,NCBITaxon,NCBITaxon_10090,eye,UBERON,UBERON_0000970,female,PATO,PATO_0000383,Eya4-14-434,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",eye,female,Eya4-14-434,Eya4 knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-434-eye,Eya4-14-434-eye - 2015-06-24 11.51.18.ndpi [Series 2],Mus musculus,NCBITaxon,NCBITaxon_10090,eye,UBERON,UBERON_0000970,female,PATO,PATO_0000383,Eya4-14-434,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",eye,female,Eya4-14-434,Eya4 knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-434-eye,Eya4-14-434-eye - 2015-06-24 11.51.18.ndpi [Series 3],Mus musculus,NCBITaxon,NCBITaxon_10090,eye,UBERON,UBERON_0000970,female,PATO,PATO_0000383,Eya4-14-434,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",eye,female,Eya4-14-434,Eya4 knockout,Grayscale,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eya4-14-434-gastrointestinal,Eya4-14-434-gi - 2015-06-24 11.04.48.ndpi [Series 1],Mus musculus,NCBITaxon,NCBITaxon_10090,gastrointestinal system,UBERON,UBERON_0005409,female,PATO,PATO_0000383,Eya4-14-434,Eya4 knockout,ENSMUSG00000010461,Eya4,ENSG00000112319,EYA4,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",gastrointestinal system,female,Eya4-14-434,Eya4 knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
