Source Name	Characteristics [Organism]	Term Source REF	Term Source Accession	Characteristics[Organism Part]	Term Source REF	Term Source Accession	Characteristics[Sex]	Term Source REF	Term Source Accession	Characteristics[Individual]	Characteristics[Genotype]	Comment[Gene Identifier]	Comment[Gene Symbol]	Comment[Human Ortholog]	Comment[Human Ortholog Gene Symbol]	Protocol REF	Protocol REF	Assay Name	Factor Value[Organism Part]	Factor Value[Sex]	Factor Value[Individual]	Factor Value[Genotype]	DataSet Name	Image File	Channels	Comment [Image File Type]	Comment[Image File Path]	Protocol REF	Processed Data File
Bazla-14-76-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	male	PATO	PATO_0000384	Bazla-14-76	Baz1a knockout	ENSMUSG00000035021	Baz1a	ENSG00000198604	BAZ1A	growth protocol	image aquistion and feature extraction protocol	Bazla-14-76-knee	knee	male	Bazla-14-76	Baz1a knockout	Bazla-14-76-knee	Bazla-14-76-knee - 2015-06-19 21.14.19.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/BAZLA-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Bazla-14-76-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	male	PATO	PATO_0000384	Bazla-14-76	Baz1a knockout	ENSMUSG00000035021	Baz1a	ENSG00000198604	BAZ1A	growth protocol	image aquistion and feature extraction protocol	Bazla-14-76-liver	liver	male	Bazla-14-76	Baz1a knockout	Bazla-14-76-liver	Bazla-14-76-liver - 2015-06-19 20.05.37.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/BAZLA-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Bazla-14-76-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	male	PATO	PATO_0000384	Bazla-14-76	Baz1a knockout	ENSMUSG00000035021	Baz1a	ENSG00000198604	BAZ1A	growth protocol	image aquistion and feature extraction protocol	Bazla-14-76-lymph-node	lymph node	male	Bazla-14-76	Baz1a knockout	Bazla-14-76-lymph-node	Bazla-14-76-LN - 2015-06-19 21.05.35.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/BAZLA-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Bazla-14-76-reproductive-male	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	male	PATO	PATO_0000384	Bazla-14-76	Baz1a knockout	ENSMUSG00000035021	Baz1a	ENSG00000198604	BAZ1A	growth protocol	image aquistion and feature extraction protocol	Bazla-14-76-reproductive-male	reproductive system	male	Bazla-14-76	Baz1a knockout	Bazla-14-76-reproductive-male	Bazla-14-76-reprom - 2015-06-19 20.54.35.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/BAZLA-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Bazla-14-76-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	male	PATO	PATO_0000384	Bazla-14-76	Baz1a knockout	ENSMUSG00000035021	Baz1a	ENSG00000198604	BAZ1A	growth protocol	image aquistion and feature extraction protocol	Bazla-14-76-salivary-gland	salivary gland	male	Bazla-14-76	Baz1a knockout	Bazla-14-76-salivary-gland	Bazla-14-76-Sali - 2015-06-19 20.27.53.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/BAZLA-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Bazla-14-76-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	male	PATO	PATO_0000384	Bazla-14-76	Baz1a knockout	ENSMUSG00000035021	Baz1a	ENSG00000198604	BAZ1A	growth protocol	image aquistion and feature extraction protocol	Bazla-14-76-skin	skin	male	Bazla-14-76	Baz1a knockout	Bazla-14-76-skin	Bazla-14-76-skin - 2015-06-19 21.30.50.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/BAZLA-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Bazla-14-99-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	female	PATO	PATO_0000383	Bazla-14-99	Baz1a knockout	ENSMUSG00000035021	Baz1a	ENSG00000198604	BAZ1A	growth protocol	image aquistion and feature extraction protocol	Bazla-14-99-brain	brain	female	Bazla-14-99	Baz1a knockout	Bazla-14-99-brain	Bazla-14-99-brain - 2015-06-19 21.39.26.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/BAZLA-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Bazla-14-99-eye	Mus musculus	NCBITaxon	NCBITaxon_10090	eye	UBERON	UBERON_0000970	female	PATO	PATO_0000383	Bazla-14-99	Baz1a knockout	ENSMUSG00000035021	Baz1a	ENSG00000198604	BAZ1A	growth protocol	image aquistion and feature extraction protocol	Bazla-14-99-eye	eye	female	Bazla-14-99	Baz1a knockout	Bazla-14-99-eye	Bazla-14-99-eye - 2015-06-19 23.12.04.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/BAZLA-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Bazla-14-99-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Bazla-14-99	Baz1a knockout	ENSMUSG00000035021	Baz1a	ENSG00000198604	BAZ1A	growth protocol	image aquistion and feature extraction protocol	Bazla-14-99-gastrointestinal	gastrointestinal system	female	Bazla-14-99	Baz1a knockout	Bazla-14-99-gastrointestinal	Bazla-14-99-gi - 2015-06-19 22.28.40.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/BAZLA-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Bazla-14-99-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	female	PATO	PATO_0000383	Bazla-14-99	Baz1a knockout	ENSMUSG00000035021	Baz1a	ENSG00000198604	BAZ1A	growth protocol	image aquistion and feature extraction protocol	Bazla-14-99-heart	heart	female	Bazla-14-99	Baz1a knockout	Bazla-14-99-heart	Bazla-14-99-heart - 2015-06-19 21.59.39.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/BAZLA-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Bazla-14-99-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	female	PATO	PATO_0000383	Bazla-14-99	Baz1a knockout	ENSMUSG00000035021	Baz1a	ENSG00000198604	BAZ1A	growth protocol	image aquistion and feature extraction protocol	Bazla-14-99-knee	knee	female	Bazla-14-99	Baz1a knockout	Bazla-14-99-knee	Bazla-14-99-knee - 2015-06-19 23.08.21.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/BAZLA-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Bazla-14-99-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	female	PATO	PATO_0000383	Bazla-14-99	Baz1a knockout	ENSMUSG00000035021	Baz1a	ENSG00000198604	BAZ1A	growth protocol	image aquistion and feature extraction protocol	Bazla-14-99-liver	liver	female	Bazla-14-99	Baz1a knockout	Bazla-14-99-liver	Bazla-14-99-liver - 2015-06-19 21.49.26.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/BAZLA-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Bazla-14-99-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	female	PATO	PATO_0000383	Bazla-14-99	Baz1a knockout	ENSMUSG00000035021	Baz1a	ENSG00000198604	BAZ1A	growth protocol	image aquistion and feature extraction protocol	Bazla-14-99-lymph-node	lymph node	female	Bazla-14-99	Baz1a knockout	Bazla-14-99-lymph-node	Bazla-14-99-LN - 2015-06-19 22.56.04.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/BAZLA-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Bazla-14-99-reproductive-female	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	female	PATO	PATO_0000383	Bazla-14-99	Baz1a knockout	ENSMUSG00000035021	Baz1a	ENSG00000198604	BAZ1A	growth protocol	image aquistion and feature extraction protocol	Bazla-14-99-reproductive-female	reproductive system	female	Bazla-14-99	Baz1a knockout	Bazla-14-99-reproductive-female	Bazla-14-99-reprof - 2015-06-19 22.40.26.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/BAZLA-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Bazla-14-99-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	female	PATO	PATO_0000383	Bazla-14-99	Baz1a knockout	ENSMUSG00000035021	Baz1a	ENSG00000198604	BAZ1A	growth protocol	image aquistion and feature extraction protocol	Bazla-14-99-salivary-gland	salivary gland	female	Bazla-14-99	Baz1a knockout	Bazla-14-99-salivary-gland	Bazla-14-99-Sali - 2015-06-19 22.13.34.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/BAZLA-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Bazla-14-99-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	female	PATO	PATO_0000383	Bazla-14-99	Baz1a knockout	ENSMUSG00000035021	Baz1a	ENSG00000198604	BAZ1A	growth protocol	image aquistion and feature extraction protocol	Bazla-14-99-skin	skin	female	Bazla-14-99	Baz1a knockout	Bazla-14-99-skin	Bazla-14-99-skin - 2015-06-19 23.20.44.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/BAZLA-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-550-eye	Mus musculus	NCBITaxon	NCBITaxon_10090	eye	UBERON	UBERON_0000970	male	PATO	PATO_0000384	Ddx41-14-550	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-550-eye	eye	male	Ddx41-14-550	Ddx41 knockout	Ddx41-14-550-eye	Ddx41-14-550--eye - 2015-06-24 17.35.50.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-550-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	male	PATO	PATO_0000384	Ddx41-14-550	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-550-salivary-gland	salivary gland	male	Ddx41-14-550	Ddx41 knockout	Ddx41-14-550-salivary-gland	Ddx41-14-550--Sali - 2015-06-24 16.35.11.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-550-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	male	PATO	PATO_0000384	Ddx41-14-550	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-550-brain	brain	male	Ddx41-14-550	Ddx41 knockout	Ddx41-14-550-brain	Ddx41-14-550-brain - 2015-06-24 15.58.17.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-550-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	male	PATO	PATO_0000384	Ddx41-14-550	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-550-gastrointestinal	gastrointestinal system	male	Ddx41-14-550	Ddx41 knockout	Ddx41-14-550-gastrointestinal	Ddx41-14-550-gi - 2015-06-24 16.50.11.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-550-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	male	PATO	PATO_0000384	Ddx41-14-550	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-550-heart	heart	male	Ddx41-14-550	Ddx41 knockout	Ddx41-14-550-heart	Ddx41-14-550-heart - 2015-06-24 16.19.48.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-550-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	male	PATO	PATO_0000384	Ddx41-14-550	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-550-knee	knee	male	Ddx41-14-550	Ddx41 knockout	Ddx41-14-550-knee	Ddx41-14-550-knee - 2015-06-24 17.20.51.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-550-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	male	PATO	PATO_0000384	Ddx41-14-550	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-550-liver	liver	male	Ddx41-14-550	Ddx41 knockout	Ddx41-14-550-liver	Ddx41-14-550-liver - 2015-06-24 16.10.03.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-550-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	male	PATO	PATO_0000384	Ddx41-14-550	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-550-lymph-node	lymph node	male	Ddx41-14-550	Ddx41 knockout	Ddx41-14-550-lymph-node	Ddx41-14-550-ln - 2015-06-24 17.13.35.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-550-reproductive-male	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	male	PATO	PATO_0000384	Ddx41-14-550	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-550-reproductive-male	reproductive system	male	Ddx41-14-550	Ddx41 knockout	Ddx41-14-550-reproductive-male	Ddx41-14-550-reprom - 2015-06-24 17.02.19.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-550-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	male	PATO	PATO_0000384	Ddx41-14-550	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-550-skin	skin	male	Ddx41-14-550	Ddx41 knockout	Ddx41-14-550-skin	Ddx41-14-550-skin - 2015-06-24 17.47.12.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-552-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	male	PATO	PATO_0000384	Ddx41-14-552	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-552-brain	brain	male	Ddx41-14-552	Ddx41 knockout	Ddx41-14-552-brain	Ddx41-14-552-brain - 2015-06-24 18.03.03.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-552-eye	Mus musculus	NCBITaxon	NCBITaxon_10090	eye	UBERON	UBERON_0000970	male	PATO	PATO_0000384	Ddx41-14-552	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-552-eye	eye	male	Ddx41-14-552	Ddx41 knockout	Ddx41-14-552-eye	Ddx41-14-552-eye - 2015-06-24 19.12.33.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-552-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	male	PATO	PATO_0000384	Ddx41-14-552	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-552-gastrointestinal	gastrointestinal system	male	Ddx41-14-552	Ddx41 knockout	Ddx41-14-552-gastrointestinal	Ddx41-14-552-gi - 2015-06-24 18.38.51.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-552-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	male	PATO	PATO_0000384	Ddx41-14-552	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-552-heart	heart	male	Ddx41-14-552	Ddx41 knockout	Ddx41-14-552-heart	Ddx41-14-552-heart - 2015-06-24 18.24.11.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-552-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	male	PATO	PATO_0000384	Ddx41-14-552	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-552-knee	knee	male	Ddx41-14-552	Ddx41 knockout	Ddx41-14-552-knee	Ddx41-14-552-knee - 2015-06-24 19.05.30.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-552-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	male	PATO	PATO_0000384	Ddx41-14-552	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-552-liver	liver	male	Ddx41-14-552	Ddx41 knockout	Ddx41-14-552-liver	Ddx41-14-552-liver - 2015-06-24 18.13.18.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-552-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	male	PATO	PATO_0000384	Ddx41-14-552	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-552-lymph-node	lymph node	male	Ddx41-14-552	Ddx41 knockout	Ddx41-14-552-lymph-node	Ddx41-14-552-ln - 2015-06-24 19.01.20.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-552-reproductive-male	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	male	PATO	PATO_0000384	Ddx41-14-552	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-552-reproductive-male	reproductive system	male	Ddx41-14-552	Ddx41 knockout	Ddx41-14-552-reproductive-male	Ddx41-14-552-reprom - 2015-06-24 18.51.14.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-552-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	male	PATO	PATO_0000384	Ddx41-14-552	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-552-salivary-gland	salivary gland	male	Ddx41-14-552	Ddx41 knockout	Ddx41-14-552-salivary-gland	Ddx41-14-552-Sali - 2015-06-24 18.30.34.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-552-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	male	PATO	PATO_0000384	Ddx41-14-552	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-552-skin	skin	male	Ddx41-14-552	Ddx41 knockout	Ddx41-14-552-skin	Ddx41-14-552-skin - 2015-06-24 19.14.49.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-566-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	female	PATO	PATO_0000383	Ddx41-14-566	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-566-liver	liver	female	Ddx41-14-566	Ddx41 knockout	Ddx41-14-566-liver	Ddx41-14-566--liver - 2015-06-24 19.33.46.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-566-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	female	PATO	PATO_0000383	Ddx41-14-566	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-566-brain	brain	female	Ddx41-14-566	Ddx41 knockout	Ddx41-14-566-brain	Ddx41-14-566-brain - 2015-06-24 19.21.11.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-566-eye	Mus musculus	NCBITaxon	NCBITaxon_10090	eye	UBERON	UBERON_0000970	female	PATO	PATO_0000383	Ddx41-14-566	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-566-eye	eye	female	Ddx41-14-566	Ddx41 knockout	Ddx41-14-566-eye	Ddx41-14-566-eye - 2015-06-24 20.35.32.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-566-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Ddx41-14-566	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-566-gastrointestinal	gastrointestinal system	female	Ddx41-14-566	Ddx41 knockout	Ddx41-14-566-gastrointestinal	Ddx41-14-566-gi - 2015-06-24 20.04.39.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-566-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	female	PATO	PATO_0000383	Ddx41-14-566	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-566-heart	heart	female	Ddx41-14-566	Ddx41 knockout	Ddx41-14-566-heart	Ddx41-14-566-heart - 2015-06-24 19.43.44.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-566-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	female	PATO	PATO_0000383	Ddx41-14-566	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-566-knee	knee	female	Ddx41-14-566	Ddx41 knockout	Ddx41-14-566-knee	Ddx41-14-566-knee - 2015-06-24 20.28.25.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-566-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	female	PATO	PATO_0000383	Ddx41-14-566	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-566-lymph-node	lymph node	female	Ddx41-14-566	Ddx41 knockout	Ddx41-14-566-lymph-node	Ddx41-14-566-ln - 2015-06-24 20.22.52.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-566-reproductive-female	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	female	PATO	PATO_0000383	Ddx41-14-566	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-566-reproductive-female	reproductive system	female	Ddx41-14-566	Ddx41 knockout	Ddx41-14-566-reproductive-female	Ddx41-14-566-reprof - 2015-06-24 20.16.44.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-566-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	female	PATO	PATO_0000383	Ddx41-14-566	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-566-salivary-gland	salivary gland	female	Ddx41-14-566	Ddx41 knockout	Ddx41-14-566-salivary-gland	Ddx41-14-566-Sali - 2015-06-24 19.57.17.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-566-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	female	PATO	PATO_0000383	Ddx41-14-566	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-566-skin	skin	female	Ddx41-14-566	Ddx41 knockout	Ddx41-14-566-skin	Ddx41-14-566-skin - 2015-06-24 20.42.05.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
