Plate	Well	Plate_Well	Experimental Condition [Compound]	siRNA Pool Identifier	Gene Identifier	Gene Symbol	Control Type	Control Comments	Gene Hit for YAP Localization Inconsistent With Cell Shape	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8	Phenotype 9	Phenotype 10	Phenotype 11	Phenotype 12	Phenotype 13	Phenotype 14	Phenotype 15	Phenotype 16	Phenotype 17	Phenotype 18
200972985[5182]_kinome_YAP_CD44	D19	200972985[5182]_kinome_YAP_CD44_D19		M-004912-01	84254	CAMKK1				yes	well	large cells					low nucleus/cell area										low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	D2	200972985[5182]_kinome_YAP_CD44_D2		M-003160-02	4915	NTRK2				yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	D20	200972985[5182]_kinome_YAP_CD44_D20		M-003169-01	11344	PTK9L				yes	well		small cells			high nucleus/cell area		high Neighbor Fraction							low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	D21	200972985[5182]_kinome_YAP_CD44_D21		M-004842-02	10645	CAMKK2				yes	well			large nuclei								low nuclear roundness	doughnut nuclei						
200972985[5182]_kinome_YAP_CD44	D22	200972985[5182]_kinome_YAP_CD44_D22		M-003290-01	5347	PLK1	positive control	"checks for transfection, gives cell death phenotype"		yes	well		small cells						low Neighbor Fraction						low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	D3	200972985[5182]_kinome_YAP_CD44_D3		M-004935-02	6046	BRD2			"yes, Low YAP Ratio"	yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	D4	200972985[5182]_kinome_YAP_CD44_D4		M-003161-02	4916	NTRK3				yes	well														low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	D5	200972985[5182]_kinome_YAP_CD44_D5		M-004938-02	676	BRDT				yes	well			large nuclei				high Neighbor Fraction				low nuclear roundness					low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	D6	200972985[5182]_kinome_YAP_CD44_D6		M-003162-04	5156	PDGFRA				yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	D7	200972985[5182]_kinome_YAP_CD44_D7		M-004102-01	699	BUB1				yes	well	large cells						high Neighbor Fraction											
200972985[5182]_kinome_YAP_CD44	D8	200972985[5182]_kinome_YAP_CD44_D8		M-003163-03	5159	PDGFRB				yes	well		small cells												low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	D9	200972985[5182]_kinome_YAP_CD44_D9		M-004101-02	701	BUB1B				yes	well														low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	E10	200972985[5182]_kinome_YAP_CD44_E10		M-005314-02	440275	EIF2AK4				yes	well				small nuclei		low nucleus/cell area										low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	E11	200972985[5182]_kinome_YAP_CD44_E11		M-005322-02	283455	KSR2			"yes, Low YAP Ratio"	yes	well	large cells		large nuclei				high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	E12	200972985[5182]_kinome_YAP_CD44_E12				EKI1				yes	well							high Neighbor Fraction		high local density							low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	E13	200972985[5182]_kinome_YAP_CD44_E13		M-005009-02	80216	LAK			"yes, Low YAP Ratio"	yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	E14	200972985[5182]_kinome_YAP_CD44_E14			10411	RAPGEF3			"yes, Low YAP Ratio"	yes	well		small cells		small nuclei	high nucleus/cell area											low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	E16	200972985[5182]_kinome_YAP_CD44_E16		M-005315-03	2044	EPHA5				yes	well	large cells		large nuclei				high Neighbor Fraction				low nuclear roundness	doughnut nuclei			high YAP/TAZ ratio (mouse Santa Cruz)			
200972985[5182]_kinome_YAP_CD44	E17	200972985[5182]_kinome_YAP_CD44_E17				LIM			"yes, Low YAP Ratio"	yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density							low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	E18	200972985[5182]_kinome_YAP_CD44_E18		M-004951-02	2081	ERN1				yes	well							high Neighbor Fraction		high local density					low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	E19	200972985[5182]_kinome_YAP_CD44_E19		M-007730-02	3984	LIMK1			"yes, Low YAP Ratio"	yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	E2	200972985[5182]_kinome_YAP_CD44_E2			1849	DUSP7				yes	well	large cells		large nuclei				high Neighbor Fraction				low nuclear roundness	doughnut nuclei						
200972985[5182]_kinome_YAP_CD44	E20	200972985[5182]_kinome_YAP_CD44_E20				EVI1			"yes, Low YAP Ratio"	yes	well											low nuclear roundness					low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	E21	200972985[5182]_kinome_YAP_CD44_E21		M-003311-03	3985	LIMK2				yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density				high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	E22	200972985[5182]_kinome_YAP_CD44_E22		M-003290-01	5347	PLK1	positive control	"checks for transfection, gives cell death phenotype"		yes	well							high Neighbor Fraction				low nuclear roundness			low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	E3	200972985[5182]_kinome_YAP_CD44_E3		M-004063-03	84451	KIAA1804				yes	well														low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	E4	200972985[5182]_kinome_YAP_CD44_E4			1907	EDN2			"yes, Low YAP Ratio+Low Level"	yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	E5	200972985[5182]_kinome_YAP_CD44_E5		M-005338-03	114783	LMTK3				yes	well							high Neighbor Fraction					doughnut nuclei		low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	E6	200972985[5182]_kinome_YAP_CD44_E6		M-004950-01	29904	EEF2K				yes	well	large cells					low nucleus/cell area				low local density						low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	E9	200972985[5182]_kinome_YAP_CD44_E9				KIS				yes	well		small cells		small nuclei				low Neighbor Fraction								low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	F10	200972985[5182]_kinome_YAP_CD44_F10		M-003174-03	6259	RYK			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction		high local density							low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	F11	200972985[5182]_kinome_YAP_CD44_F11			6347	CCL2				yes	well	large cells						high Neighbor Fraction							low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	F13	200972985[5182]_kinome_YAP_CD44_F13			6351	CCL4				yes	well							high Neighbor Fraction		high local density					low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972985[5182]_kinome_YAP_CD44	F14	200972985[5182]_kinome_YAP_CD44_F14		M-003176-03	6850	SYK				yes	well		small cells										doughnut nuclei		low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	F15	200972985[5182]_kinome_YAP_CD44_F15			916	CD3E				yes	well													high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	F18	200972985[5182]_kinome_YAP_CD44_F18		M-003178-03	7010	TEK				yes	well							high Neighbor Fraction					doughnut nuclei						
200972985[5182]_kinome_YAP_CD44	F19	200972985[5182]_kinome_YAP_CD44_F19			924	CD7			"yes, Low YAP Ratio"	yes	well	large cells						high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	F2	200972985[5182]_kinome_YAP_CD44_F2		M-003170-02	5979	RET				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972985[5182]_kinome_YAP_CD44	F20	200972985[5182]_kinome_YAP_CD44_F20				TIE			"yes, Low YAP Ratio"	yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	F21	200972985[5182]_kinome_YAP_CD44_F21		M-007732-00	81602	CDADC1				yes	well		small cells										doughnut nuclei				low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	F22	200972985[5182]_kinome_YAP_CD44_F22		M-006450-00	1894	ECT2	positive control	"checks for transfection, gives strong multinuclear phenotype"		yes	well											low nuclear roundness			low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	F3	200972985[5182]_kinome_YAP_CD44_F3			29775	CARD10			"yes, High YAP Ratio"	yes	well	large cells		large nuclei				high Neighbor Fraction				low nuclear roundness	doughnut nuclei			high YAP/TAZ ratio (mouse Santa Cruz)			
200972985[5182]_kinome_YAP_CD44	F4	200972985[5182]_kinome_YAP_CD44_F4		M-003171-02	4919	ROR1			"yes, Low YAP Ratio"	yes	well														low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	F5	200972985[5182]_kinome_YAP_CD44_F5			79092	CARD14				yes	well							high Neighbor Fraction		high local density					low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	F6	200972985[5182]_kinome_YAP_CD44_F6		M-003172-01	4920	ROR2			"yes, Low YAP Ratio+Low Level"	yes	well														low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	F7	200972985[5182]_kinome_YAP_CD44_F7		M-005013-01	51086	TNNI3K			"yes, Low YAP Ratio"	yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	F8	200972985[5182]_kinome_YAP_CD44_F8		M-003173-01	6098	ROS1				yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	F9	200972985[5182]_kinome_YAP_CD44_F9		M-006815-01	23729	CARKL			"yes, Low YAP Ratio"	yes	well					high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness					low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	G10	200972985[5182]_kinome_YAP_CD44_G10		M-007260-01	55312	RFK				yes	well	large cells																	
200972985[5182]_kinome_YAP_CD44	G11	200972985[5182]_kinome_YAP_CD44_G11		M-009453-02	260425	MAGI-3				yes	well	large cells					low nucleus/cell area	high Neighbor Fraction							low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	G12	200972985[5182]_kinome_YAP_CD44_G12				FLJ12476				yes	well													high total YAP/TAZ					
200972985[5182]_kinome_YAP_CD44	G13	200972985[5182]_kinome_YAP_CD44_G13			10892	MALT1				yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	G14	200972985[5182]_kinome_YAP_CD44_G14		M-006318-01	65220	FLJ13052				yes	well	large cells					low nucleus/cell area				low local density								
200972985[5182]_kinome_YAP_CD44	G16	200972985[5182]_kinome_YAP_CD44_G16				FLJ20574				yes	well					high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	G17	200972985[5182]_kinome_YAP_CD44_G17		M-005346-00	93627	MGC16169				yes	well							high Neighbor Fraction		high local density					low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	G18	200972985[5182]_kinome_YAP_CD44_G18		M-007253-01	79896	THNSL1				yes	well	large cells					low nucleus/cell area												
200972985[5182]_kinome_YAP_CD44	G19	200972985[5182]_kinome_YAP_CD44_G19		M-004634-01	202374	STK32A			"yes, Low YAP Ratio"	yes	well					high nucleus/cell area		high Neighbor Fraction		high local density							low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	G2	200972985[5182]_kinome_YAP_CD44_G2		M-005317-02	10922	FASTK				yes	well							high Neighbor Fraction								high YAP/TAZ ratio (mouse Santa Cruz)			
200972985[5182]_kinome_YAP_CD44	G20	200972985[5182]_kinome_YAP_CD44_G20		M-005320-02	79705	LRRK1				yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	G21	200972985[5182]_kinome_YAP_CD44_G21				MGC26597			"yes, Low YAP Ratio+Low Level"	yes	well							high Neighbor Fraction							low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	G22	200972985[5182]_kinome_YAP_CD44_G22		M-006450-00	1894	ECT2	positive control	"checks for transfection, gives strong multinuclear phenotype"		yes	well							high Neighbor Fraction							low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	G3	200972985[5182]_kinome_YAP_CD44_G3				LOC115704				yes	well	large cells										low nuclear roundness			low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972985[5182]_kinome_YAP_CD44	G4	200972985[5182]_kinome_YAP_CD44_G4				FLJ10074			"yes, Low YAP Ratio"	yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	G5	200972985[5182]_kinome_YAP_CD44_G5				LOC149420				yes	well	large cells		large nuclei							low local density		doughnut nuclei						
200972985[5182]_kinome_YAP_CD44	G6	200972985[5182]_kinome_YAP_CD44_G6		M-005078-00	55224	FLJ10761				yes	well								low Neighbor Fraction		low local density		doughnut nuclei		low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	G7	200972985[5182]_kinome_YAP_CD44_G7				LOC340371				yes	well	large cells		large nuclei				high Neighbor Fraction			low local density		doughnut nuclei		low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972985[5182]_kinome_YAP_CD44	G8	200972985[5182]_kinome_YAP_CD44_G8				FLJ10842				yes	well							high Neighbor Fraction		high local density					low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	G9	200972985[5182]_kinome_YAP_CD44_G9			4092	SMAD7				yes	well	large cells		large nuclei								low nuclear roundness			low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	H10	200972985[5182]_kinome_YAP_CD44_H10		M-003184-03	7525	YES1			"yes, Low YAP Ratio"	yes	well					high nucleus/cell area		high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	H11	200972985[5182]_kinome_YAP_CD44_H11			80279	CDK5RAP3				yes	well		small cells			high nucleus/cell area							doughnut nuclei				low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	H12	200972985[5182]_kinome_YAP_CD44_H12		M-005300-01	22848	AAK1				yes	well							high Neighbor Fraction											
200972985[5182]_kinome_YAP_CD44	H13	200972985[5182]_kinome_YAP_CD44_H13		M-003471-00	1026	CDKN1A				yes	well	large cells													low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	H14	200972985[5182]_kinome_YAP_CD44_H14		M-005301-03	9625	AATK				yes	well	large cells		large nuclei				high Neighbor Fraction											
200972985[5182]_kinome_YAP_CD44	H15	200972985[5182]_kinome_YAP_CD44_H15		M-003472-00	1027	CDKN1B				yes	well							high Neighbor Fraction		high local density									
200972985[5182]_kinome_YAP_CD44	H16	200972985[5182]_kinome_YAP_CD44_H16		M-004924-02	90	ACVR1			"yes, Low YAP Ratio"	yes	well	large cells															low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	H17	200972985[5182]_kinome_YAP_CD44_H17		M-003244-03	1028	CDKN1C				yes	well	large cells		large nuclei								low nuclear roundness							
200972985[5182]_kinome_YAP_CD44	H18	200972985[5182]_kinome_YAP_CD44_H18		M-004925-01	91	ACVR1B			"yes, Low YAP Ratio"	yes	well											low nuclear roundness	doughnut nuclei				low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	H19	200972985[5182]_kinome_YAP_CD44_H19		M-003245-03	1030	CDKN2B				yes	well					high nucleus/cell area		high Neighbor Fraction		high local density									
200972985[5182]_kinome_YAP_CD44	H2	200972985[5182]_kinome_YAP_CD44_H2		M-003180-03	8711	TNK1				yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	H20	200972985[5182]_kinome_YAP_CD44_H20		M-004926-02	92	ACVR2				yes	well														low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972985[5182]_kinome_YAP_CD44	H21	200972985[5182]_kinome_YAP_CD44_H21		M-003246-01	1031	CDKN2C			"yes, Low YAP Ratio+Low Level"	yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	H22	200972985[5182]_kinome_YAP_CD44_H22		M-006450-00	1894	ECT2	positive control	"checks for transfection, gives strong multinuclear phenotype"		yes	well							high Neighbor Fraction				low nuclear roundness			low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	H3	200972985[5182]_kinome_YAP_CD44_H3		M-181567-01	728642	CDC2L2				yes	well					high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	H4	200972985[5182]_kinome_YAP_CD44_H4			7294	TXK				yes	well														low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	H5	200972985[5182]_kinome_YAP_CD44_H5		M-008988-01	8851	CDK5R1				yes	well	large cells													low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	H6	200972985[5182]_kinome_YAP_CD44_H6		M-003182-02	7297	TYK2			"yes, Low YAP Ratio+Low Level"	yes	well							high Neighbor Fraction				low nuclear roundness	doughnut nuclei		low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	H7	200972985[5182]_kinome_YAP_CD44_H7		M-008885-00	8941	CDK5R2			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	H8	200972985[5182]_kinome_YAP_CD44_H8		M-003183-02	7301	TYRO3				yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density			doughnut nuclei				low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	H9	200972985[5182]_kinome_YAP_CD44_H9			51654	CDK5RAP1			"yes, Low YAP Ratio"	yes	well		small cells						low Neighbor Fraction								low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	I10	200972985[5182]_kinome_YAP_CD44_I10				FLJ35107			"yes, High YAP Ratio"	yes	well							high Neighbor Fraction								high YAP/TAZ ratio (mouse Santa Cruz)			
200972985[5182]_kinome_YAP_CD44	I11	200972985[5182]_kinome_YAP_CD44_I11		M-005350-02	57538	MIDORI				yes	well	large cells		large nuclei				high Neighbor Fraction					doughnut nuclei		low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	I12	200972985[5182]_kinome_YAP_CD44_I12		M-006724-00	64122	FN3K				yes	well		small cells												low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	I13	200972985[5182]_kinome_YAP_CD44_I13		M-003859-02	4342	MOS			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	I14	200972985[5182]_kinome_YAP_CD44_I14		M-006817-00	79672	FN3KRP				yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	I15	200972985[5182]_kinome_YAP_CD44_I15		M-010252-00	4354	MPP1				yes	well	large cells										low nuclear roundness	doughnut nuclei						
200972985[5182]_kinome_YAP_CD44	I16	200972985[5182]_kinome_YAP_CD44_I16		M-003008-03	2475	FRAP1			"yes, Low YAP Ratio+Low Level"	yes	well					high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness					low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	I17	200972985[5182]_kinome_YAP_CD44_I17		M-009729-01	4355	MPP2			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction						high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	I18	200972985[5182]_kinome_YAP_CD44_I18		M-006691-00	2395	FRDA				yes	well											low nuclear roundness	doughnut nuclei		low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	I19	200972985[5182]_kinome_YAP_CD44_I19		M-010612-02	4356	MPP3				yes	well	large cells					low nucleus/cell area				low local density								
200972985[5182]_kinome_YAP_CD44	I2	200972985[5182]_kinome_YAP_CD44_I2		M-005321-00	84197	FLJ23356				yes	well							high Neighbor Fraction					doughnut nuclei	high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	I20	200972985[5182]_kinome_YAP_CD44_I20		M-007255-01	197258	FUK				yes	well	large cells						high Neighbor Fraction							low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	I21	200972985[5182]_kinome_YAP_CD44_I21			9019	MPZL1			"yes, Low YAP Ratio"	yes	well					high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness					low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	I22	200972985[5182]_kinome_YAP_CD44_I22		M-006450-00	1894	ECT2	positive control	"checks for transfection, gives strong multinuclear phenotype"		yes	well			large nuclei				high Neighbor Fraction				low nuclear roundness			low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	I3	200972985[5182]_kinome_YAP_CD44_I3		M-004681-02	122011	CSNK1A1L				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density				high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	I4	200972985[5182]_kinome_YAP_CD44_I4		M-004052-02	152110	FLJ32685				yes	well								low Neighbor Fraction		low local density				low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	I5	200972985[5182]_kinome_YAP_CD44_I5		M-005347-01	169436	C9ORF96			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction		high local density							low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	I6	200972985[5182]_kinome_YAP_CD44_I6				C9ORF98			"yes, Low YAP Ratio"	yes	well	large cells		large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density			doughnut nuclei				low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	I7	200972985[5182]_kinome_YAP_CD44_I7		M-008770-00	138429	PIP5KL1				yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density							low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	I8	200972985[5182]_kinome_YAP_CD44_I8		M-005326-00	197259	FLJ34389				yes	well				small nuclei		low nucleus/cell area		low Neighbor Fraction								low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	I9	200972985[5182]_kinome_YAP_CD44_I9				MGC5601				yes	well	large cells		large nuclei				high Neighbor Fraction				low nuclear roundness							
200972985[5182]_kinome_YAP_CD44	J10	200972985[5182]_kinome_YAP_CD44_J10		M-005304-01	90956	ADCK2				yes	well								low Neighbor Fraction		low local density		doughnut nuclei		low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	J11	200972985[5182]_kinome_YAP_CD44_J11		M-006704-01	1119	CHKA				yes	well														low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	J12	200972985[5182]_kinome_YAP_CD44_J12		M-005305-01	79934	ADCK4				yes	well	large cells						high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	J13	200972985[5182]_kinome_YAP_CD44_J13		M-006705-00	1120	CHKB				yes	well	large cells													low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	J14	200972985[5182]_kinome_YAP_CD44_J14		M-018919-00	203054	ADCK5				yes	well			large nuclei											low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	J15	200972985[5182]_kinome_YAP_CD44_J15			1128	CHRM1			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction						high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	J16	200972985[5182]_kinome_YAP_CD44_J16		M-004733-02	132	ADK				yes	well							high Neighbor Fraction						high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	J17	200972985[5182]_kinome_YAP_CD44_J17		M-003473-02	1147	CHUK			"yes, Low YAP Ratio"	yes	well					high nucleus/cell area				high local density							low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	J18	200972985[5182]_kinome_YAP_CD44_J18			148	ADRA1A				yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness	doughnut nuclei				low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	J19	200972985[5182]_kinome_YAP_CD44_J19			51550	CINP				yes	well	large cells		large nuclei				high Neighbor Fraction											
200972985[5182]_kinome_YAP_CD44	J2	200972985[5182]_kinome_YAP_CD44_J2		M-004927-01	93	ACVR2B				yes	well	large cells		large nuclei				high Neighbor Fraction							low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	J20	200972985[5182]_kinome_YAP_CD44_J20			147	ADRA1B				yes	well	large cells						high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	J21	200972985[5182]_kinome_YAP_CD44_J21		M-006706-01	1152	CKB			"yes, Low YAP Ratio"	yes	well	large cells									low local density						low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	J3	200972985[5182]_kinome_YAP_CD44_J3		M-003247-03	1032	CDKN2D				yes	well	large cells					low nucleus/cell area	high Neighbor Fraction											
200972985[5182]_kinome_YAP_CD44	J4	200972985[5182]_kinome_YAP_CD44_J4		M-005302-03	94	ACVRL1				yes	well	large cells		large nuclei			low nucleus/cell area				low local density						low YAP/TAZ ratio (mouse Santa Cruz)		
