Source Name	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Characteristics [Genotype]	Characteristics [Genomic Separation Of Operators]	Characteristics [Cell Identifier]	Protocol REF	Protocol REF	Assay Name	Experimental Condition [Genomic Separation Of Operators]	Experimental Condition [Cell Identifier]	Channels	Dataset Name	Image File Path	Image Name	Comment [Associated File]	Comment [Image File Type]
DD1473_u_upper_t_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_u_upper_t_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_u_upper_t_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./RawVideos/64kb/u_upper_t_lower.dv	u_upper_t_lower.dv	u_upper_t_lower.log	raw
DD1473_u_upper_t_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_u_upper_t_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_u_upper_t_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./ProcessedVideos/64kb/u_upper_t_lower_ALX.dv	u_upper_t_lower_ALX.dv		derived
DD1473_w_upper_aa_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_w_upper_aa_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_w_upper_aa_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./RawVideos/64kb/w_upper_aa_lower.dv	w_upper_aa_lower.dv	w_upper_aa_lower.log	raw
DD1473_w_upper_aa_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_w_upper_aa_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_w_upper_aa_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./ProcessedVideos/64kb/w_upper_aa_lower_ALX.dv	w_upper_aa_lower_ALX.dv		derived
DD1473_z_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_z_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_z_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./RawVideos/64kb/z_lower.dv	z_lower.dv	z_lower.log	raw
DD1473_z_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1473	"TetO between UBP10 and MRPL19, LacO between INN1 and RPC31"	64kb	DD1473_z_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 64kb	64kb	DD1473_z_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 64kb	./ProcessedVideos/64kb/z_lower_ALX.dv	z_lower_ALX.dv		derived
DD1336_aaa_upper_ss_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_aaa_upper_ss_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_aaa_upper_ss_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./RawVideos/70kb/aaa_upper_ss_lower.dv	aaa_upper_ss_lower.dv	aaa_upper_ss_lower.log	raw
DD1336_aaa_upper_ss_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_aaa_upper_ss_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_aaa_upper_ss_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./ProcessedVideos/70kb/aaa_upper_ss_lower_ALX.dv	aaa_upper_ss_lower_ALX.dv		derived
DD1336_bbb_upper_zz_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_bbb_upper_zz_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_bbb_upper_zz_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./RawVideos/70kb/bbb_upper_zz_lower.dv	bbb_upper_zz_lower.dv	bbb_upper_zz_lower.log	raw
DD1336_bbb_upper_zz_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_bbb_upper_zz_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_bbb_upper_zz_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./ProcessedVideos/70kb/bbb_upper_zz_lower_ALX.dv	bbb_upper_zz_lower_ALX.dv		derived
DD1336_ddd_upper_ggg	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_ddd_upper_ggg	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_ddd_upper_ggg	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./RawVideos/70kb/ddd_upper_ggg.dv	ddd_upper_ggg.dv	ddd_upper_ggg.log	raw
DD1336_ddd_upper_ggg_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_ddd_upper_ggg_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_ddd_upper_ggg_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./ProcessedVideos/70kb/ddd_upper_ggg_lower_ALX.dv	ddd_upper_ggg_lower_ALX.dv		derived
DD1336_eee_upper_vv_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_eee_upper_vv_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_eee_upper_vv_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./RawVideos/70kb/eee_upper_vv_lower.dv	eee_upper_vv_lower.dv	eee_upper_vv_lower.log	raw
DD1336_eee_upper_vv_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_eee_upper_vv_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_eee_upper_vv_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./ProcessedVideos/70kb/eee_upper_vv_lower_ALX.dv	eee_upper_vv_lower_ALX.dv		derived
DD1336_ff_upper_ee_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_ff_upper_ee_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_ff_upper_ee_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./RawVideos/70kb/ff_upper_ee_lower.dv	ff_upper_ee_lower.dv	ff_upper_ee_lower.log	raw
DD1336_ff_upper_ee_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_ff_upper_ee_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_ff_upper_ee_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./ProcessedVideos/70kb/ff_upper_ee_lower_ALX.dv	ff_upper_ee_lower_ALX.dv		derived
DD1336_fff_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_fff_upper	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_fff_upper	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./RawVideos/70kb/fff_upper.dv	fff_upper.dv	fff_upper.log	raw
DD1336_fff_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_fff_upper	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_fff_upper	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./ProcessedVideos/70kb/fff_upper_ALX.dv	fff_upper_ALX.dv		derived
DD1336_gg_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_gg_upper	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_gg_upper	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./RawVideos/70kb/gg_upper.dv	gg_upper.dv	gg_upper.log	raw
DD1336_gg_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_gg_upper	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_gg_upper	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./ProcessedVideos/70kb/gg_upper_ALX.dv	gg_upper_ALX.dv		derived
DD1336_hh_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_hh_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_hh_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./RawVideos/70kb/hh_lower.dv	hh_lower.dv	hh_lower.log	raw
DD1336_hh_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_hh_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_hh_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./ProcessedVideos/70kb/hh_lower_ALX.dv	hh_lower_ALX.dv		derived
DD1336_ii_upper_nn_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_ii_upper_nn_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_ii_upper_nn_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./RawVideos/70kb/ii_upper_nn_lower.dv	ii_upper_nn_lower.dv	ii_upper_nn_lower.log	raw
DD1336_ii_upper_nn_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_ii_upper_nn_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_ii_upper_nn_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./ProcessedVideos/70kb/ii_upper_nn_lower_ALX.dv	ii_upper_nn_lower_ALX.dv		derived
DD1336_jj_upper_pp_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_jj_upper_pp_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_jj_upper_pp_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./RawVideos/70kb/jj_upper_pp_lower.dv	jj_upper_pp_lower.dv	jj_upper_pp_lower.log	raw
DD1336_jj_upper_pp_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_jj_upper_pp_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_jj_upper_pp_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./ProcessedVideos/70kb/jj_upper_pp_lower_ALX.dv	jj_upper_pp_lower_ALX.dv		derived
DD1336_kk_upper_ll_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_kk_upper_ll_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_kk_upper_ll_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./RawVideos/70kb/kk_upper_ll_lower.dv	kk_upper_ll_lower.dv	kk_upper_ll_lower.log	raw
DD1336_kk_upper_ll_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_kk_upper_ll_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_kk_upper_ll_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./ProcessedVideos/70kb/kk_upper_ll_lower_ALX.dv	kk_upper_ll_lower_ALX.dv		derived
DD1336_qq_upper_mm_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_qq_upper_mm_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_qq_upper_mm_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./RawVideos/70kb/qq_upper_mm_lower.dv	qq_upper_mm_lower.dv	qq_upper_mm_lower.log	raw
DD1336_qq_upper_mm_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_qq_upper_mm_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_qq_upper_mm_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./ProcessedVideos/70kb/qq_upper_mm_lower_ALX.dv	qq_upper_mm_lower_ALX.dv		derived
DD1336_rr_upper_oo_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_rr_upper_oo_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_rr_upper_oo_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./RawVideos/70kb/rr_upper_oo_lower.dv	rr_upper_oo_lower.dv	rr_upper_oo_lower.log	raw
DD1336_rr_upper_oo_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_rr_upper_oo_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_rr_upper_oo_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./ProcessedVideos/70kb/rr_upper_oo_lower_ALX.dv	rr_upper_oo_lower_ALX.dv		derived
DD1336_tt_upper_ccc_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_tt_upper_ccc_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_tt_upper_ccc_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./RawVideos/70kb/tt_upper_ccc_lower.dv	tt_upper_ccc_lower.dv	tt_upper_ccc_lower.log	raw
DD1336_tt_upper_ccc_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_tt_upper_ccc_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_tt_upper_ccc_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./ProcessedVideos/70kb/tt_upper_ccc_lower_ALX.dv	tt_upper_ccc_lower_ALX.dv		derived
DD1336_ww_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_ww_upper	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_ww_upper	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./RawVideos/70kb/ww_upper.dv	ww_upper.dv	ww_upper.log	raw
DD1336_ww_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_ww_upper	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_ww_upper	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./ProcessedVideos/70kb/ww_upper_ALX.dv	ww_upper_ALX.dv		derived
DD1336_xx_upper_uu_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_xx_upper_uu_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_xx_upper_uu_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./RawVideos/70kb/xx_upper_uu_lower.dv	xx_upper_uu_lower.dv	xx_upper_uu_lower.log	raw
DD1336_xx_upper_uu_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_xx_upper_uu_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_xx_upper_uu_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./ProcessedVideos/70kb/xx_upper_uu_lower_ALX.dv	xx_upper_uu_lower_ALX.dv		derived
DD1336_yy_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_yy_upper	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_yy_upper	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./RawVideos/70kb/yy_upper.dv	yy_upper.dv	yy_upper.log	raw
DD1336_yy_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1336	"TetO between NUR1 and ASM4, LacO between PSA1 and MCH1"	70kb	DD1336_yy_upper	growth protocol	image aquistion and feature extraction protocol	Genomic separation 70kb	70kb	DD1336_yy_upper	mCherry: operator 1; GFP: operator 2	Genomic separation 70kb	./ProcessedVideos/70kb/yy_upper_ALX.dv	yy_upper_ALX.dv		derived
DD1474_63_014_FUS_ALX_unused	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1474	"TetO between SSU72 and SNR19, LacO between UBP10 and MRPL19"	71kb	DD1474_63_014_FUS_ALX_unused	growth protocol	image aquistion and feature extraction protocol	Genomic separation 71kb	71kb	DD1474_63_014_FUS_ALX_unused	mCherry: operator 1; GFP: operator 2	Genomic separation 71kb	./ProcessedVideos/71kb/63_014_FUS_ALX_unused.dv	63_014_FUS_ALX_unused.dv		derived
DD1474_63_014unused	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1474	"TetO between SSU72 and SNR19, LacO between UBP10 and MRPL19"	71kb	DD1474_63_014unused	growth protocol	image aquistion and feature extraction protocol	Genomic separation 71kb	71kb	DD1474_63_014unused	mCherry: operator 1; GFP: operator 2	Genomic separation 71kb	./RawVideos/71kb/63_014unused.dv	63_014unused.dv	63_014unused.log	raw
DD1474_a_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1474	"TetO between SSU72 and SNR19, LacO between UBP10 and MRPL19"	71kb	DD1474_a_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 71kb	71kb	DD1474_a_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 71kb	./RawVideos/71kb/a_lower.dv	a_lower.dv	a_lower.log	raw
DD1474_a_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1474	"TetO between SSU72 and SNR19, LacO between UBP10 and MRPL19"	71kb	DD1474_a_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 71kb	71kb	DD1474_a_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 71kb	./ProcessedVideos/71kb/a_lower_ALX.dv	a_lower_ALX.dv		derived
DD1474_c_upper_b_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1474	"TetO between SSU72 and SNR19, LacO between UBP10 and MRPL19"	71kb	DD1474_c_upper_b_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 71kb	71kb	DD1474_c_upper_b_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 71kb	./RawVideos/71kb/c_upper_b_lower.dv	c_upper_b_lower.dv	c_upper_b_lower.log	raw
DD1474_c_upper_b_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1474	"TetO between SSU72 and SNR19, LacO between UBP10 and MRPL19"	71kb	DD1474_c_upper_b_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 71kb	71kb	DD1474_c_upper_b_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 71kb	./ProcessedVideos/71kb/c_upper_b_lower_ALX.dv	c_upper_b_lower_ALX.dv		derived
DD1474_e_upper_d_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1474	"TetO between SSU72 and SNR19, LacO between UBP10 and MRPL19"	71kb	DD1474_e_upper_d_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 71kb	71kb	DD1474_e_upper_d_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 71kb	./RawVideos/71kb/e_upper_d_lower.dv	e_upper_d_lower.dv	e_upper_d_lower.log	raw
DD1474_e_upper_d_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1474	"TetO between SSU72 and SNR19, LacO between UBP10 and MRPL19"	71kb	DD1474_e_upper_d_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 71kb	71kb	DD1474_e_upper_d_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 71kb	./ProcessedVideos/71kb/e_upper_d_lower_ALX.dv	e_upper_d_lower_ALX.dv		derived
DD1474_g_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1474	"TetO between SSU72 and SNR19, LacO between UBP10 and MRPL19"	71kb	DD1474_g_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 71kb	71kb	DD1474_g_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 71kb	./RawVideos/71kb/g_lower.dv	g_lower.dv	g_lower.log	raw
DD1474_g_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1474	"TetO between SSU72 and SNR19, LacO between UBP10 and MRPL19"	71kb	DD1474_g_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 71kb	71kb	DD1474_g_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 71kb	./ProcessedVideos/71kb/g_lower_ALX.dv	g_lower_ALX.dv		derived
DD1474_h_upper_f_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1474	"TetO between SSU72 and SNR19, LacO between UBP10 and MRPL19"	71kb	DD1474_h_upper_f_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 71kb	71kb	DD1474_h_upper_f_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 71kb	./RawVideos/71kb/h_upper_f_lower.dv	h_upper_f_lower.dv	h_upper_f_lower.log	raw
DD1474_h_upper_f_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1474	"TetO between SSU72 and SNR19, LacO between UBP10 and MRPL19"	71kb	DD1474_h_upper_f_lower	growth protocol	image aquistion and feature extraction protocol	Genomic separation 71kb	71kb	DD1474_h_upper_f_lower	mCherry: operator 1; GFP: operator 2	Genomic separation 71kb	./ProcessedVideos/71kb/h_upper_f_lower_ALX.dv	h_upper_f_lower_ALX.dv		derived
DD1407_aaa_upper_rr_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_aaa_upper_rr_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_aaa_upper_rr_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/aaa_upper_rr_lower.dv	aaa_upper_rr_lower.dv	aaa_upper_rr_lower.log	raw
DD1407_aaa_upper_rr_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_aaa_upper_rr_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_aaa_upper_rr_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/aaa_upper_rr_lower_ALX.dv	aaa_upper_rr_lower_ALX.dv		derived
DD1407_b_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_b_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_b_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/b_lower.dv	b_lower.dv	b_lower.log	raw
DD1407_b_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_b_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_b_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/b_lower_ALX.dv	b_lower_ALX.dv		derived
DD1407_bb_upper_aa_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_bb_upper_aa_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_bb_upper_aa_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/bb_upper_aa_lower.dv	bb_upper_aa_lower.dv	bb_upper_aa_lower.log	raw
DD1407_bb_upper_aa_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_bb_upper_aa_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_bb_upper_aa_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/bb_upper_aa_lower_ALX.dv	bb_upper_aa_lower_ALX.dv		derived
DD1407_dd_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_dd_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_dd_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/dd_lower.dv	dd_lower.dv	dd_lower.log	raw
