Plate,Well Number,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,ORF Identifier,hORFeome V5.1 Clone Description,ORF Comments,Reagent Design Gene Annotation Build,Gene Identifier,Gene Symbol,Analysis Gene Annotation Build,Control Type,Control Comments,Channels,Comments,Scored As Nuclear Foci At Initial Stage,Subcellular Localization Based On Secondary Screening,Scored Subcellular Localization By Secondary Screening,Has Phenotype,Phenotype Annotation Level,Phenotype 1,Phenotype 1 Term Name,Phenotype 1 Term Accession,Phenotype 2,Phenotype 2 Term Name,Phenotype 2 Term Accession,Phenotype 3,Phenotype 3 Term Name,Phenotype 3 Term Accession,Phenotype 4,Phenotype 4 Term Name,Phenotype 4 Term Accession,Phenotype 5,Phenotype 5 Term Name,Phenotype 5 Term Accession,Phenotype 6,Phenotype 6 Term Name,Phenotype 6 Term Accession,Phenotype 7,Phenotype 7 Term Name,Phenotype 7 Term Accession,Phenotype 8,Phenotype 8 Term Name,Phenotype 8 Term Accession
31009,24,B12,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11439,Homo sapiens EMI domain containing 1,hORFeome V5.1 identifier,,129080,EMID1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,25,C1,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11711,Homo sapiens RNA binding protein,hORFeome V5.1 identifier,,84549,MAK16,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,yes,yes,Sam68,yes,single replicate of reagent,,,,,,,,,,,,,,,,,,,,,,protein localized in Sam68 nuclear bodies,protein localized in Sam68 nuclear body phenotype,CMPO_0000409
31009,26,C2,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11807,Homo sapiens neurotrimin,hORFeome V5.1 identifier,,50863,NTM,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,27,C3,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11814,Homo sapiens paternally expressed 10,hORFeome V5.1 identifier,,23089,PEG10,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,28,C4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11788,Homo sapiens high mobility group AT-hook 1-like 4,hORFeome V5.1 identifier,,83444,INO80B,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,yes,yes,Nucleolus,yes,single replicate of reagent,,,,,,,,,,protein localized in nucleolus,protein localized in nucleolus phenotype,CMPO_0000397,,,,,,,,,,,,
31009,29,C5,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11329,Homo sapiens,hORFeome V5.1 identifier,,3737,KCNA2,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,30,C6,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11755,Homo sapiens KIAA1036,hORFeome V5.1 identifier,,22846,VASH1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,31,C7,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11431,Homo sapiens hypothetical protein FLJ36748,hORFeome V5.1 identifier,,134265,AFAP1L1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,32,C8,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11787,Homo sapiens adiponectin receptor 2,hORFeome V5.1 identifier,,79602,ADIPOR2,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,33,C9,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11751,"Homo sapiens GA binding protein transcription factor, beta subunit 2, 47kDa, transcript variant beta-1",hORFeome V5.1 identifier,,2553,GABPB1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,34,C10,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11731,Homo sapiens putative RNA methyltransferase,hORFeome V5.1 identifier,,55178,RNMTL1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,35,C11,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11738,Homo sapiens zinc finger protein 410,hORFeome V5.1 identifier,,57862,ZNF410,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,36,C12,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11572,"Homo sapiens dishevelled, dsh homolog 1 (Drosophila",hORFeome V5.1 identifier,,1855,DVL1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,37,D1,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11348,Homo sapiens hypothetical protein MGC50372,hORFeome V5.1 identifier,,253143,C22orf30,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,38,D2,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11325,"Homo sapiens zinc finger protein 265, transcript variant 2",hORFeome V5.1 identifier,,9406,ZRANB2,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,39,D3,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11490,Homo sapiens nucleoporin 35kDa,hORFeome V5.1 identifier,,129401,NUP35,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,40,D4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11698,Homo sapiens muscleblind-like (Drosophila,hORFeome V5.1 identifier,,4154,MBNL1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,yes,yes,UNKNOWN,yes,single replicate of reagent,protein localized in an uncharacterized nuclear subcompartment,protein localized in nucleus phenotype,CMPO_0000398,,,,,,,,,,,,,,,,,,,,,
31009,41,D5,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11499,Homo sapiens hypothetical protein MGC13272,hORFeome V5.1 identifier,,84315,MON1A,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,42,D6,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11470,Homo sapiens leucine rich repeat containing 28,hORFeome V5.1 identifier,,123355,LRRC28,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,43,D7,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11517,Homo sapiens histone deacetylase 8,hORFeome V5.1 identifier,,55869,HDAC8,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,44,D8,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11639,Homo sapiens synaptotagmin V,hORFeome V5.1 identifier,,6861,SYT5,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,45,D9,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11672,Homo sapiens testis development protein NYD-SP26,hORFeome V5.1 identifier,,85438,C4orf35,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,46,D10,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11789,Homo sapiens Rho guanine exchange factor (GEF) 16,hORFeome V5.1 identifier,,27237,ARHGEF16,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,47,D11,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11347,"Homo sapiens solute carrier family 39 (zinc transporter), member 6",hORFeome V5.1 identifier,,25800,SLC39A6,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,48,D12,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11688,Homo sapiens BCL2-associated athanogene 5,hORFeome V5.1 identifier,,9529,BAG5,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,49,E1,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11508,Homo sapiens peroxisome biogenesis factor 26,hORFeome V5.1 identifier,,55670,PEX26,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,50,E2,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11446,Homo sapiens cathepsin O,hORFeome V5.1 identifier,,1519,CTSO,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,51,E3,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11528,Homo sapiens suppressor of Ty 3 homolog (S. cerevisiae,hORFeome V5.1 identifier,,8464,SUPT3H,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,52,E4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11526,Homo sapiens hypothetical protein FLJ11155,hORFeome V5.1 identifier,,55314,TMEM144,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,53,E5,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11647,Homo sapiens src family associated phosphoprotein 1,hORFeome V5.1 identifier,,8631,SKAP1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,54,E6,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11622,Homo sapiens hypothetical protein LOC339047,hORFeome V5.1 identifier,,339047,,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,55,E7,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11503,Homo sapiens hypothetical protein LOC340061,hORFeome V5.1 identifier,,340061,TMEM173,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,56,E8,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11366,Homo sapiens hypothetical gene supported by BC052750,hORFeome V5.1 identifier,,375307,C2orf62,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,57,E9,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11725,Homo sapiens lymphoid enhancer-binding factor 1,hORFeome V5.1 identifier,,51176,LEF1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,58,E10,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11393,Homo sapiens mannose phosphate isomerase,hORFeome V5.1 identifier,,4351,MPI,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,59,E11,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11412,Homo sapiens vacuolar protein sorting 4A (yeast,hORFeome V5.1 identifier,,27183,VPS4A,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,60,E12,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11407,Homo sapiens ets variant gene 6 (TEL oncogene,hORFeome V5.1 identifier,,2120,ETV6,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,61,F1,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11465,"Homo sapiens glycoprotein M6B, transcript variant 2",hORFeome V5.1 identifier,,2824,GPM6B,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,62,F2,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11489,"Homo sapiens zinc finger, DHHC domain containing 12",hORFeome V5.1 identifier,,84885,ZDHHC12,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,63,F3,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11421,Homo sapiens likely ortholog of chicken chondrocyte protein with a poly-proline region,hORFeome V5.1 identifier,,9650,MTFR1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,64,F4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11558,"Homo sapiens phosphotriesterase related, transcript variant 1",hORFeome V5.1 identifier,,9317,PTER,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,65,F5,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11434,"Homo sapiens purinergic receptor P2Y, G-protein coupled, 8",hORFeome V5.1 identifier,,286530,P2RY8,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,66,F6,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11502,Homo sapiens ectonucleoside triphosphate diphosphohydrolase 1,hORFeome V5.1 identifier,,953,ENTPD1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,67,F7,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11790,Homo sapiens RD RNA binding protein,hORFeome V5.1 identifier,,7936,RDBP,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,68,F8,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11497,Homo sapiens,hORFeome V5.1 identifier,,23705,CADM1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,69,F9,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11560,Homo sapiens zinc finger protein 322A,hORFeome V5.1 identifier,,79692,ZNF322A,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,70,F10,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11334,Homo sapiens synaptotagmin VI,hORFeome V5.1 identifier,,148281,SYT6,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,71,F11,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11723,Homo sapiens bystin-like,hORFeome V5.1 identifier,,705,BYSL,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,72,F12,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11768,Homo sapiens chromosome 20 open reading frame 81,hORFeome V5.1 identifier,,64773,FAM113A,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,73,G1,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11373,"Homo sapiens GTPase, IMAP family member 1",hORFeome V5.1 identifier,,170575,GIMAP1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,74,G2,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11782,Homo sapiens sideroflexin 1,hORFeome V5.1 identifier,,94081,SFXN1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,75,G3,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11795,Homo sapiens hypothetical protein FLJ12953 similar to Mus musculus D3Mm3e,hORFeome V5.1 identifier,,84058,WDR54,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,76,G4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11644,"Homo sapiens parvin, beta",hORFeome V5.1 identifier,,29780,PARVB,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,77,G5,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11724,Homo sapiens hypothetical protein LOC51321,hORFeome V5.1 identifier,,51321,AMZ2,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,78,G6,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11358,Homo sapiens doublesex and mab-3 related transcription factor 1,hORFeome V5.1 identifier,,1761,DMRT1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,79,G7,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11722,Homo sapiens chromosome X open reading frame 9,hORFeome V5.1 identifier,,54440,SASH3,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,80,G8,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11455,Homo sapiens zinc finger protein 393,hORFeome V5.1 identifier,,128209,KLF17,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,81,G9,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11549,Homo sapiens renin,hORFeome V5.1 identifier,,5972,REN,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,82,G10,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11805,"Homo sapiens SMAD, mothers against DPP homolog 3 (Drosophila",hORFeome V5.1 identifier,,4088,SMAD3,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,83,G11,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11817,Homo sapiens microfibrillar-associated protein 1,hORFeome V5.1 identifier,,4236,MFAP1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,84,G12,,,,,,,,,,,,,,,,,annotation not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,85,H1,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11485,"Homo sapiens zinc finger, CCHC domain containing 11",hORFeome V5.1 identifier,,23318,ZCCHC11,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,86,H2,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11340,"Homo sapiens nuclear receptor subfamily 2, group E, member 3",hORFeome V5.1 identifier,,10002,NR2E3,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,87,H3,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11760,"Homo sapiens purinergic receptor P2Y, G-protein coupled, 10, transcript variant 1",hORFeome V5.1 identifier,,27334,P2RY10,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,88,H4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11374,Homo sapiens retinitis pigmentosa 2 (X-linked recessive,hORFeome V5.1 identifier,,6102,RP2,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,89,H5,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11617,Homo sapiens glutaminyl-peptide cyclotransferase (glutaminyl cyclase,hORFeome V5.1 identifier,,25797,QPCT,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,90,H6,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11743,"Homo sapiens Fanconi anemia, complementation group L",hORFeome V5.1 identifier,,55120,FANCL,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,91,H7,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11417,Homo sapiens hypothetical protein BC007540,hORFeome V5.1 identifier,,144097,C11orf84,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,92,H8,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11604,Homo sapiens hypothetical protein FLJ13910,hORFeome V5.1 identifier,,64795,RMND5A,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,93,H9,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11450,Homo sapiens chromosome 6 open reading frame 134,hORFeome V5.1 identifier,,79969,C6orf134,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,94,H10,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11657,Homo sapiens similar to KIAA0393 protein,hORFeome V5.1 identifier,,440248,LOC440248,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,95,H11,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11577,Homo sapiens phospholipase A1 member A,hORFeome V5.1 identifier,,51365,PLA1A,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,96,H12,,,,,,,,,,,,,,,,,annotation not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31010,1,A1,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11677,"Homo sapiens adenylosuccinate synthase like 1, transcript variant 2",hORFeome V5.1 identifier,,122622,ADSSL1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31010,2,A2,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11468,"Homo sapiens mitogen-activated protein kinase-activated protein kinase 5, transcript variant 1",hORFeome V5.1 identifier,,8550,MAPKAPK5,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31010,3,A3,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11685,Homo sapiens coagulation factor X,hORFeome V5.1 identifier,,2159,F10,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31010,4,A4,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11629,"Homo sapiens bone morphogenetic protein receptor, type IB",hORFeome V5.1 identifier,,658,BMPR1B,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31010,5,A5,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11544,Homo sapiens hypothetical protein FLJ10496,hORFeome V5.1 identifier,,55152,DALRD3,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31010,6,A6,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11522,Homo sapiens KIAA1977 protein,hORFeome V5.1 identifier,,124401,ANKS3,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31010,7,A7,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11328,"Homo sapiens beaded filament structural protein 1, filensin",hORFeome V5.1 identifier,,631,BFSP1,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31010,8,A8,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11551,Homo sapiens bridging integrator 2,hORFeome V5.1 identifier,,51411,BIN2,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
31010,9,A9,Homo sapiens,NCBITaxon,NCBITaxon_9606,HeLa,EFO,EFO_0001185,11350,Homo sapiens SUMO1/sentrin/SMT3 specific protease 2,hORFeome V5.1 identifier,,59343,SENP2,,,,DAPI:nuclei;TRITC:HA_Flag tagged protein,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
