ORF Identifier	Gene Identifier	Gene Symbol	Scored As Nuclear Foci At Initial Stage	Subcellular Localization Based On Secondary Screening	Scored Subcellular Localization By Secondary Screening	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8
4411	51531	C9orf156	no	no											
1320	51533	PHF7	no	no											
1206	51534	VTA1	no	no											
11260	51535	PPHLN1	no	no											
11659	51537	MTP18	no	no											
13408	51537	MTP18	no	no											
5145	51540	SCLY	no	no											
9512	51542	VPS54	no	no											
3626	51545	ZNF581	no	no											
6880	51545	ZNF581	no	no											
7780	51547	SIRT7	no	no											
5010	51548	SIRT6	no	no											
9584	51548	SIRT6	no	no											
13422	51548	SIRT6	no	no											
3198	51550	CINP	no	no											
5029	51552	RAB14	no	no											
13934	51554	CCRL1	no	no											
54695	51557	LGSN	no	no											
6756	51560	RAB6B	no	no											
14571	51561	IL23A	no	no											
14572	51561	IL23A	no	no											
5480	51562	MBIP	no	no											
7531	51562	MBIP	no	no											
8955	51564	HDAC7	no	no											
5676	51566	ARMCX3	no	no											
288	51567	TDP2	no	no											
5581	51569	UFM1	no	no											
3412	51571	FAM49B	no	no											
7381	51571	FAM49B	no	no											
14676	51573	GDE1	no	no											
5928	51582	AZIN1	no	no											
55594	51585	PCF11	no	no											
7005	51586	MED15	no	no											
6939	51588	PIAS4	no	no											
10990	51588	PIAS4	no	no											
55236	51588	PIAS4	no	no											
53047	51593	SRRT	no	no											
56890	51594	NBAS	no	no											
4584	51596	CUTA	no	no											
5461	51601	LIPT1	no	no											
6307	51601	LIPT1	no	no											
10025	51602	NOP58	no	no											
2644	51603	METTL13	no	no											
1842	51605	TRMT6	no	no											
3785	51608	GET4	no	no											
8826	51611	DPH5	no	no											
6446	51614	ERGIC3	no	no											
7079	51614	ERGIC3	no	no											
6213	51616	TAF9B	no	no											
7949	51617	HMP19	no	no											
4360	51619	UBE2D4	no	no											
54971	51622	CCZ1	no	no											
5636	51626	DYNC2LI1	no	no											
7502	51626	DYNC2LI1	no	no											
13304	51626	DYNC2LI1	no	no											
14093	51626	DYNC2LI1	no	no											
6687	51629	SLC25A39	no	no											
7435	51629	SLC25A39	no	no											
2552	51633	OTUD6B	no	no											
5420	51635	DHRS7	no	no											
3633	51637	C14orf166	no	no											
788	51639	SF3B14	no	no											
6379	51642	MRPL48	no	no											
14692	51643	TMBIM4	no	no											
3755	51645	PPIL1	no	no											
3325	51647	FAM96B	no	no											
3271	51649	MRPS23	no	no											
714	51650	MRPS33	no	no											
2690	51651	PTRH2	no	no											
4333	51652	VPS24	no	no											
3665	51654	CDK5RAP1	no	no											
11762	51654	CDK5RAP1	no	no											
1134	51655	RASD1	no	no											
3432	51659	GINS2	no	no											
6891	51659	GINS2	no	no											
1800	51660	BRP44L	no	no											
3102	51661	FKBP7	no	no											
6181	51665	ASB1	no	no											
53591	51666	ASB4	no	no											
11424	51667	NUB1	no	no											
5491	51668	HSPB11	no	no											
195	51669	TMEM66	no	no											
3259	51673	TPPP3	no	no											
9725	51676	ASB2	no	no											
6119	51684	SUFU	no	no											
14353	51686	OAZ3	no	no											
12635	51690	LSM7	no	no											
6261	51692	CPSF3	no	no											
2990	51693	TRAPPC2L	no	no											
9659	51699	VPS29	no	no											
14158	51699	VPS29	no	no											
958	51700	CYB5R2	no	no											
11819	51701	NLK	no	no											
53031	51702	PADI3	no	no											
4720	51703	ACSL5	no	no											
1390	51704	GPRC5B	no	no											
12886	51705	EMCN	no	no											
7904	51706	CYB5R1	no	no											
8869	51710	ZNF44	no	no											
9506	51710	ZNF44	no	no											
10333	51714	SELT	no	no											
13258	51714	SELT	no	no											
2488	51715	RAB23	no	no											
56771	51716	CES4	no	no											
10107	51720	UIMC1	no	no											
52975	51725	FBXO40	no	no											
3658	51726	DNAJB11	no	no											
7710	51727	CMPK1	no	no											
7039	51728	POLR3K	no	no											
3399	51729	WBP11	no	no											
56786	51733	UPB1	no	no											
3866	51734	SEPX1	no	no											
53273	51735	RAPGEF6	no	no											
9462	51738	GHRL	no	no											
13627	51744	CD244	no	no											
11977	51747	LUC7L3	no	no											
13095	51751	HIGD1B	no	no											
52668	51754	TMEM8B	no	no											
4534	51759	C9orf78	no	no											
7529	51759	C9orf78	no	no											
4387	51760	SYT17	no	no											
13033	51762	RAB8B	no	no											
3334	51763	INPP5K	no	no											
9046	51765	MST4	no	no											
56049	51765	MST4	no	no											
3519	51768	TM7SF3	no	no											
6775	51776	ZAK	no	no											
5651	51778	MYOZ2	no	no											
7751	51778	MYOZ2	no	no											
3376	51780	KDM3B	no	no											
52685	51804	SIX4	no	no											
7567	51805	COQ3	no	no											
12118	51805	COQ3	no	no											
8031	51806	CALML5	no	no											
6585	51808	PHAX	no	no											
10665	51809	GALNT7	no	no											
11529	51816	CECR1	no	no											
12652	53335	BCL11A	no	no											
1621	53336	CPXCR1	no	no											
9573	53339	BTBD1	no	no											
9686	53340	SPA17	no	no											
7975	53343	NUDT9	no	no											
8755	53346	TM6SF1	no	no											
12159	53346	TM6SF1	no	no											
13969	53347	UBASH3A	no	no											
11473	53349	ZFYVE1	no	no											
12817	53354	PANK1	no	no											
1287	53358	SHC3	no	no											
6292	53371	NUP54	no	no											
12808	53405	CLIC5	no	no											
13238	53405	CLIC5	no	no											
6013	53407	STX18	no	no											
11422	53615	MBD3	no	no											
8708	53616	ADAM22	no	no											
56690	53616	ADAM22	no	no											
54268	53630	BCMO1	no	no											
54292	53630	BCMO1	no	no											
52696	53632	PRKAG3	no	no											
8049	53637	S1PR5	no	no											
7874	53822	FXYD7	no	no											
5832	53826	FXYD6	no	no											
136	53827	FXYD5	no	no											
11224	53829	P2RY13	no	no											
12833	53831	GPR84	no	no											
53717	53832	IL20RA	no	no											
10174	53834	FGFRL1	no	no											
13410	53834	FGFRL1	no	no											
87	53836	GPR87	no	no											
55037	53836	GPR87	no	no											
55362	53836	GPR87	no	no											
6862	53838	C11orf24	no	no											
56348	53905	DUOX1	no	no											
13585	53916	RAB4B	no	no											
4510	53918	PELO	no	no											
1272	53919	SLCO1C1	no	no											
4849	53938	PPIL3	no	no											
6896	53944	CSNK1G1	no	no											
53324	53944	CSNK1G1	no	no											
777	53947	A4GALT	no	no											
12276	54014	BRWD1	no	no											
8270	54033	RBM11	no	no											
56601	54058	C21orf58	no	no											
7575	54065	FAM165B	no	no											
54072	54067	C21orf49	no	no											
13604	54069	C21orf45	no	no											
6208	54084	C21orf29	no	no											
56318	54084	C21orf29	no	no											
4401	54093	SETD4	no	no											
10860	54097	FAM3B	no	no											
3840	54107	POLE3	no	no											
207	54108	CHRAC1	no	no											
54524	54145	H2BFS	no	no											
54535	54145	H2BFS	no	no											
3934	54148	MRPL39	no	no											
810	54149	C21orf91	no	no											
851	54165	DCUN1D1	no	no											
6659	54165	DCUN1D1	no	no											
5994	54187	NANS	no	no											
5606	54205	CYCS	no	no											
7420	54205	CYCS	no	no											
12999	54210	TREM1	no	no											
56032	54221	SNTG2	no	no											
6606	54328	GPR173	no	no											
1441	54329	GPR85	no	no											
10927	54331	GNG2	no	no											
2560	54332	GDAP1	no	no											
52622	54344	DPM3	no	no											
52702	54346	UNC93A	no	no											
8495	54360	CYTL1	no	no											
10790	54361	WNT4	no	no											
53804	54363	HAO1	no	no											
3820	54386	TERF2IP	no	no											
2464	54407	SLC38A2	no	no											
10621	54413	NLGN3	no	no											
14120	54414	SIAE	no	no											
14519	54414	SIAE	no	no											
13862	54429	TAS2R5	no	no											
8756	54431	DNAJC10	no	no											
53979	54431	DNAJC10	no	no											
54286	54431	DNAJC10	no	no											
8557	54432	YIPF1	no	no											
12186	54432	YIPF1	no	no											
949	54433	GAR1	no	no											
14878	54437	SEMA5B	no	no											
56403	54438	GFOD1	no	no											
11722	54440	SASH3	no	no											
9609	54441	STAG3L1	no	no											
4520	54442	KCTD5	no	no											
8754	54443	ANLN	no	no											
56193	54453	RIN2	no	no											
14297	54455	FBXO42	no	no											
7334	54458	PRR13	no	no											
11017	54458	PRR13	no	no											
5123	54460	MRPS21	no	no											
6616	54461	FBXW5	no	no											
8791	54461	FBXW5	no	no											
9680	54462	FAM190B	no	no											
9709	54463	FAM134B	no	no											
14664	54463	FAM134B	no	no											
14360	54466	SPIN2A	no	no											
5525	54469	ZFAND6	no	no											
4777	54470	ARMCX6	no	no											
5294	54471	SMCR7L	no	no											
381	54472	TOLLIP	no	no											
3374	54472	TOLLIP	no	no											
8472	54474	KRT20	no	no											
7246	54475	NLE1	no	no											
56850	54477	PLEKHA5	no	no											
3650	54478	FAM64A	no	no											
5857	54478	FAM64A	no	no											
6682	54487	DGCR8	no	no											
14659	54487	DGCR8	no	no											
3035	54491	FAM105A	no	no											
2851	54494	C11orf71	no	no											
14357	54494	C11orf71	no	no											
9622	54495	TMX3	no	no											
45	54496	PRMT7	no	no											
3495	54499	TMCO1	no	no											
54409	54502	RBM47	no	no											
11991	54503	ZDHHC13	no	no											
55617	54503	ZDHHC13	no	no											
717	54504	CPVL	no	no											
10642	54505	DHX29	no	no											
9414	54507	ADAMTSL4	no	no											
55998	54508	FLJ11235	no	no											
628	54509	RHOF	no	no											
1733	54511	HMGCLL1	no	no											
4107	54512	EXOSC4	no	no											
10676	54514	DDX4	no	no											
6996	54516	MTRF1L	no	no											
7257	54516	MTRF1L	no	no											
3002	54517	PUS7	no	no											
5509	54517	PUS7	no	no											
9891	54518	APBB1IP	no	no											
5054	54520	CCDC93	no	no											
1572	54521	WDR44	no	no											
13769	54522	ANKRD16	no	no											
1801	54529	ASNSD1	no	no											
9505	54531	MIER2	no	no											
7494	54532	USP53	no	no											
8040	54534	MRPL50	no	no											
53053	54535	CCHCR1	no	no											
1764	54536	EXOC6	no	no											
11824	54537	FAM35A	no	no											
56268	54538	ROBO4	no	no											
3004	54539	NDUFB11	no	no											
4783	54540	FAM193B	no	no											
149	54541	DDIT4	no	no											
13608	54542	RC3H2	no	no											
3351	54543	TOMM7	no	no											
56614	54544	CRCT1	no	no											
11721	54545	MTMR12	no	no											
467	54550	NECAB2	no	no											
56581	54550	NECAB2	no	no											
6921	54552	GNL3L	no	no											
4072	54555	DDX49	no	no											
9054	54556	ING3	no	no											
14384	54556	ING3	no	no											
15054	54556	ING3	no	no											
6139	54557	SGTB	no	no											
12927	54558	SPATA6	no	no											
53048	54567	DLL4	no	no											
516	54575	UGT1A10	no	no											
11829	54575	UGT1A10	no	no											
8738	54581	SCAND2	no	no											
9000	54583	EGLN1	no	no											
7161	54584	GNB1L	no	no											
1540	54585	LZTFL1	no	no											
10414	54585	LZTFL1	no	no											
7402	54586	C9orf11	no	no											
4560	54587	MXRA8	no	no											
53095	54596	L1TD1	no	no											
13310	54600	UGT1A9	no	no											
7521	54602	NDFIP2	no	no											
10549	54619	CCNJ	no	no											
11345	54620	FBXL19	no	no											
13164	54622	ARL15	no	no											
3459	54623	PAF1	no	no											
7170	54626	HES2	no	no											
56197	54627	KIAA1383	no	no											
13365	54629	FAM63B	no	no											
56607	54657	UGT1A4	no	no											
56635	54658	UGT1A1	no	no											
53386	54662	TBC1D13	no	no											
55093	54662	TBC1D13	no	no											
4913	54663	WDR74	no	no											
2010	54664	TMEM106B	no	no											
10258	54664	TMEM106B	no	no											
1517	54665	RSBN1	no	no											
10440	54674	LRRN3	no	no											
14883	54675	CRLS1	no	no											
12381	54676	GTPBP2	no	no											
14185	54677	CROT	no	no											
6929	54681	P4HTM	no	no											
1439	54682	MANSC1	no	no											
55011	54700	RRN3	no	no											
55380	54704	PDP1	no	no											
2785	54707	GPN2	no	no											
5186	54707	GPN2	no	no											
161	54708	MARCH5	no	no											
53797	54715	A2BP1	no	no											
55222	54716	SLC6A20	no	no											
56206	54726	OTUD4	no	no											
6100	54732	TMED9	no	no											
2509	54733	SLC35F2	no	no											
9502	54734	RAB39	no	no											
13303	54741	LEPROT	no	no											
53940	54742	LY6K	no	no											
55976	54744		no	no											
376	54749	EPDR1	no	no											
8206	54751	FBLIM1	no	no											
54690	54754	FAM22F	no	no											
53074	54756	IL17RD	no	no											
8715	54757	FAM20A	no	no											
3516	54758	KLHDC4	no	no											
6844	54758	KLHDC4	no	no											
8216	54758	KLHDC4	no	no											
9269	54760	PCSK4	no	no											
53187	54760	PCSK4	no	no											
1927	54762	GRAMD1C	no	no											
8126	54762	GRAMD1C	no	no											
53212	54763	ROPN1	no	no											
2089	54766	BTG4	no	no											
1559	54768	HYDIN	no	no											
4539	54769	DIRAS2	no	no											
2968	54776	PPP1R12C	no	no											
9056	54778	RNF111	no	no											
10794	54778	RNF111	no	no											
5465	54780	NSMCE4A	no	no											
4187	54784	ALKBH4	no	no											
6135	54785	C17orf59	no	no											
6990	54788	DNAJB12	no	no											
12287	54788	DNAJB12	no	no											
52965	54790	TET2	no	no											
12452	54793	KCTD9	no	no											
54999	54795	TRPM4	no	no											
4067	54797	MED18	no	no											
53387	54800	KLHL24	no	no											
8819	54801	HAUS6	no	no											
56332	54801	HAUS6	no	no											
162	54802	TRIT1	no	no											
56472	54802	TRIT1	no	no											
56389	54807	ZNF586	no	no											
12263	54808	DYM	no	no											
2166	54810	GIPC2	no	no											
52982	54811	ZNF562	no	no											
12902	54812	AFTPH	no	no											
10938	54813	KLHL28	no	no											
56602	54813	KLHL28	no	no											
7204	54814	QPCTL	no	no											
6923	54815	GATAD2A	no	no											
12844	54819	ZCCHC10	no	no											
7928	54820	NDE1	no	no											
4869	54821	ERCC6L	no	no											
1042	54826	GIN1	no	no											
8751	54828	BCAS3	no	no											
54015	54828	BCAS3	no	no											
7536	54830	NUP62CL	no	no											
12922	54830	NUP62CL	no	no											
2402	54834	GDAP2	no	no											
53132	54838	C10orf26	no	no											
8866	54840	APTX	no	no											
55531	54840	APTX	no	no											
8617	54843	SYTL2	no	no											
55315	54845	ESRP1	no	no											
55652	54845	ESRP1	no	no											
54035	54847	SIDT1	no	no											
56003	54848	ARHGEF38	no	no											
734	54849	DEF8	no	no											
5853	54850	FBXL12	no	no											
12950	54851	ANKRD49	no	no											
13192	54852	PAQR5	no	no											
1998	54855	FAM46C	no	no											
56857	54855	FAM46C	no	no											
56337	54856	GON4L	no	no											
8032	54857	GDPD2	no	no											
3199	54859	C3orf75	no	no											
8528	54860	MS4A12	no	no											
52697	54866	PPP1R14D	no	no											
14448	54867	TMEM214	no	no											
3941	54869	EPS8L1	no	no											
7697	54869	EPS8L1	no	no											
54736	54870	QRICH1	no	no											
2759	54872	PIGG	no	no											
6335	54873	PALMD	no	no											
55595	54876	DCAF16	no	no											
1359	54878	DPP8	no	no											
12079	54879	ST7L	no	no											
12054	54880	BCOR	no	no											
56851	54880	BCOR	no	no											
1950	54881	TEX10	no	no											
8872	54882	ANKHD1	no	no											
9086	54882	ANKHD1	no	no											
9442	54882	ANKHD1	no	no											
5000	54883	CWC25	no	no											
56048	54885	TBC1D8B	no	no											
1158	54886	LPPR1	no	no											
3501	54888	NSUN2	no	no											
10817	54893	MTMR10	no	no											
1062	54896	PQLC2	no	no											
10911	54898	ELOVL2	no	no											
7602	54899	PXK	no	no											
13994	54900	LAX1	no	no											
14300	54901	CDKAL1	no	no											
56624	54901	CDKAL1	no	no											
6877	54902	TTC19	no	no											
6903	54903	MKS1	no	no											
53607	54904	WHSC1L1	no	no											
8236	54905	CYP2W1	no	no											
8843	54906	C10orf18	no	no											
6331	54908	CCDC99	no	no											
56181	54910	SEMA4C	no	no											
5253	54913	RPP25	no	no											
56792	54916	C14orf101	no	no											
4165	54918	CMTM6	no	no											
9353	54918	CMTM6	no	no											
8565	54919	HEATR2	no	no											
5860	54920	DUS2L	no	no											
9041	54921	CHTF8	no	no											
487	54923	LIME1	no	no											
4197	54925	ZNF434	no	no											
4366	54926	UBE2R2	no	no											
2407	54927	CHCHD3	no	no											
5621	54929	TMEM161A	no	no											
3863	54930	HAUS4	no	no											
13205	54931	RG9MTD1	no	no											
8707	54932	EXD3	no	no											
12759	54932	EXD3	no	no											
8641	54933	RHBDL2	no	no											
5939	54934	C12orf41	no	no											
3670	54935	DUSP23	no	no											
1607	54937	SOHLH2	no	no											
13579	54938	SARS2	no	no											
944	54940	OCIAD1	no	no											
2680	54941	RNF125	no	no											
239	54942	C9orf6	no	no											
2198	54943	DNAJC28	no	no											
2829	54946	SLC41A3	no	no											
9545	54946	SLC41A3	no	no											
10196	54946	SLC41A3	no	no											
3236	54947	LPCAT2	no	no											
5378	54948	MRPL16	no	no											
4027	54949	SDHAF2	no	no											
5674	54951	COMMD8	no	no											
8140	54951	COMMD8	no	no											
3246	54952	TRNAU1AP	no	no											
10192	54952	TRNAU1AP	no	no											
924	54953	C1orf27	no	no											
2484	54954	FAM120C	no	no											
796	54955	C1orf109	no	no											
14291	54955	C1orf109	no	no											
2067	54956	PARP16	no	no											
14701	54956	PARP16	no	no											
2425	54957	TXNL4B	no	no											
4404	54958	TMEM160	no	no											
12976	54959	ODAM	no	no											
6110	54960	GEMIN8	no	no											
4719	54961	SSH3	no	no											
2757	54962	TIPIN	no	no											
12750	54963	UCKL1	no	no											
3248	54964	C1orf56	no	no											
1120	54965	PIGX	no	no											
13149	54967	CXorf48	no	no											
6421	54969	C4orf27	no	no											
9723	54970	TTC12	no	no											
6534	54971	BANP	no	no											
5400	54973	CPSF3L	no	no											
5416	54973	CPSF3L	no	no											
6577	54973	CPSF3L	no	no											
3925	54974	THG1L	no	no											
5990	54976	C20orf27	no	no											
832	54977	SLC25A38	no	no											
9487	54978	C2orf18	no	no											
6781	54981	C9orf95	no	no											
10237	54981	C9orf95	no	no											
2651	54982	CLN6	no	no											
790	54984	PINX1	no	no											
15006	54985	HCFC1R1	no	no											
977	54986	ULK4	no	no											
6381	54987	C1orf123	no	no											
8657	54988	ACSM5	no	no											
9148	54988	ACSM5	no	no											
14445	54988	ACSM5	no	no											
14536	54989	ZNF770	no	no											
4788	54991	C1orf159	no	no											
14760	54993	ZSCAN2	no	no											
12577	54994	C20orf11	no	no											
2703	54995	OXSM	no	no											
507	54996	MOSC2	no	no											
697	54997	TESC	no	no											
13750	54998	AURKAIP1	no	no											
11188	55000	TUG1	no	no											
6298	55002	TMCO3	no	no											
14414	55002	TMCO3	no	no											
6347	55003	PAK1IP1	no	no											
3763	55004	C11orf59	no	no											
9123	55005	RMND1	no	no											
56576	55005	RMND1	no	no											
943	55006	TRMT61B	no	no											
6447	55006	TRMT61B	no	no											
590	55007	FAM118A	no	no											
11207	55008	HERC6	no	no											
52664	55010	C12orf48	no	no											
6086	55011	PIH1D1	no	no											
2389	55012	PPP2R3C	no	no											
12126	55012	PPP2R3C	no	no											
4095	55013	CCDC109B	no	no											
14179	55014	STX17	no	no											
53178	55015	PRPF39	no	no											
56694	55015	PRPF39	no	no											
56476	55018	C17orf73	no	no											
6219	55020	TTC38	no	no											
11285	55022	PID1	no	no											
5428	55023	PHIP	no	no											
14382	55023	PHIP	no	no											
9499	55024	BANK1	no	no											
10662	55026	FAM70A	no	no											
3775	55028	C17orf80	no	no											
55639	55030	FBXO34	no	no											
56191	55030	FBXO34	no	no											
8837	55031	USP47	no	no											
652	55032	SLC35A5	no	no											
2373	55032	SLC35A5	no	no											
5488	55032	SLC35A5	no	no											
5584	55033	FKBP14	no	no											
7153	55034	MOCOS	no	no											
53247	55035	NOL8	no	no											
13298	55036	CCDC40	no	no											
7046	55037	PTCD3	no	no											
6965	55038	CDCA4	no	no											
12704	55038	CDCA4	no	no											
6943	55039	TRMT12	no	no											
8857	55040	EPN3	no	no											
56077	55040	EPN3	no	no											
7021	55041	PLEKHB2	no	no											
55690	55048	VPS37C	no	no											
7266	55049	C19orf60	no	no											
12162	55052	MRPL20	no	no											
54133	55054	ATG16L1	no	no											
4379	55061	SUSD4	no	no											
11302	55062	WIPI1	no	no											
4157	55063	ZCWPW1	no	no											
9242	55064	C9orf68	no	no											
9421	55064	C9orf68	no	no											
10809	55065	GPR172B	no	no											
368	55069	C7orf42	no	no											
2838	55069	C7orf42	no	no											
53034	55070	DET1	no	no											
6557	55072	RNF31	no	no											
7243	55072	RNF31	no	no											
10043	55074	OXR1	no	no											
53677	55075	UACA	no	no											
8033	55076	TMEM45A	no	no											
1143	55079	FEZF2	no	no											
259	55080	TAPBPL	no	no											
7041	55081	IFT57	no	no											
11614	55082	ARGLU1	no	no											
14426	55082	ARGLU1	no	no											
14450	55086	CXorf57	no	no											
15066	55086	CXorf57	no	no											
9754	55088	C10orf118	no	no											
52688	55088	C10orf118	no	no											
13967	55089	SLC38A4	no	no											
6382	55090	MED9	no	no											
3287	55092	TMEM51	no	no											
3566	55092	TMEM51	no	no											
4786	55093	WDYHV1	no	no											
14189	55095	SAMD4B	no	no											
55280	55096	EBLN2	no	no											
6364	55101	ATP5SL	no	no											
276	55102	ATG2B	no	no											
9842	55106	SLFN12	no	no											
4202	55109	AGGF1	no	no											
15029	55109	AGGF1	no	no											
6436	55110	MAGOHB	no	no											
4643	55111	PLEKHJ1	no	no											
7715	55112	WDR60	no	no											
6614	55113	XKR8	no	no											
8793	55114	ARHGAP17	no	no											
14668	55114	ARHGAP17	no	no											
4324	55116	TMEM39B	no	no											
14524	55117	SLC6A15	no	no											
2456	55118	CRTAC1	no	no											
14762	55119	PRPF38B	no	no											
11743	55120	FANCL	no	no											
1491	55124	PIWIL2	no	no											
8610	55127	HEATR1	no	no											
13375	55127	HEATR1	no	no											
6193	55131	RBM28	no	no											
9708	55132	LARP1B	no	no											
12110	55132	LARP1B	no	no											
10039	55133	SRBD1	no	no											
11110	55138	FAM90A1	no	no											
437	55143	CDCA8	no	no											
9091	55144	LRRC8D	no	no											
12495	55144	LRRC8D	no	no											
1668	55145	THAP1	no	no											
2755	55146	ZDHHC4	no	no											
186	55148	UBR7	no	no											
55331	55148	UBR7	no	no											
13653	55150	C19orf73	no	no											
3573	55151	TMEM38B	no	no											
11544	55152	DALRD3	no	no											
7935	55154	MSTO1	no	no											
5887	55156	ARMC1	no	no											
10512	55157	DARS2	no	no											
10944	55159	RFWD3	no	no											
53929	55160	ARHGEF10L	no	no											
919	55161	TMEM33	no	no											
11697	55164	SHQ1	no	no											
13426	55164	SHQ1	no	no											
4717	55165	CEP55	no	no											
192	55166	CENPQ	no	no											
6351	55168	MRPS18A	no	no											
55527	55170	PRMT6	no	no											
2952	55172	C14orf104	no	no											
6443	55173	MRPS10	no	no											
3858	55174	INTS10	no	no											
1710	55176	SEC61A2	no	no											
14331	55177	FAM82A2	no	no											
7181	55178	RNMTL1	no	no											
11731	55178	RNMTL1	no	no											
2626	55179	FAIM	no	no											
6373	55180	LINS1	no	no											
518	55181	C17orf71	no	no											
8850	55182	RNF220	no	no											
8714	55184	C20orf12	no	no											
54737	55184	C20orf12	no	no											
7074	55186	SLC25A36	no	no											
55012	55188	RIC8B	no	no											
6249	55190	NUDT11	no	no											
4650	55191	NADSYN1	no	no											
3577	55192	DNAJC17	no	no											
8645	55193	PBRM1	no	no											
56342	55193	PBRM1	no	no											
4840	55194	FAM176B	no	no											
54249	55195	C14orf105	no	no											
13401	55197	RPRD1A	no	no											
9864	55198	APPL2	no	no											
10056	55199	FAM86C	no	no											
52884	55200	PLEKHG6	no	no											
56061	55201	MAP1S	no	no											
6162	55204	GOLPH3L	no	no											
56883	55206	SBNO1	no	no											
2674	55207	ARL8B	no	no											
13351	55208	DCUN1D2	no	no											
524	55209	SETD5	no	no											
5167	55210	ATAD3A	no	no											
1982	55211	DPPA4	no	no											
9947	55212	BBS7	no	no											
2028	55213	RCBTB1	no	no											
5102	55214	LEPREL1	no	no											
53191	55215	FANCI	no	no											
9699	55216	C11orf57	no	no											
12692	55217	TMLHE	no	no											
3712	55218	EXD2	no	no											
2207	55220	KLHDC8A	no	no											
1372	55222	LRRC20	no	no											
6956	55224	ETNK2	no	no											
9701	55226	NAT10	no	no											
3446	55227	LRRC1	no	no											
1302	55231	CCDC87	no	no											
925	55233	MOBKL1B	no	no											
4391	55234	SMU1	no	no											
9262	55236	UBA6	no	no											
54551	55236	UBA6	no	no											
13644	55237	C14orf115	no	no											
3619	55238	SLC38A7	no	no											
13555	55240	STEAP3	no	no											
55640	55240	STEAP3	no	no											
52841	55243	KIRREL	no	no											
3047	55244	SLC47A1	no	no											
11959	55244	SLC47A1	no	no											
5444	55245	UQCC	no	no											
56396	55245	UQCC	no	no											
12313	55246	CCDC25	no	no											
55528	55246	CCDC25	no	no											
4950	55248	TMEM206	no	no											
4205	55249	YY1AP1	no	no											
4743	55249	YY1AP1	no	no											
6803	55249	YY1AP1	no	no											
11050	55249	YY1AP1	no	no											
10100	55250	ELP2	no	no											
9761	55251	PCMTD2	no	no											
15059	55251	PCMTD2	no	no											
55379	55251	PCMTD2	no	no											
10544	55252	ASXL2	no	no											
13493	55253	TYW1	no	no											
7842	55254	TMEM39A	no	no											
14680	55254	TMEM39A	no	no											
2388	55255	WDR41	no	no											
13402	55255	WDR41	no	no											
7462	55256	ADI1	no	no											
5897	55257	C20orf20	no	no											
53995	55259	CASC1	no	no											
55495	55259	CASC1	no	no											
1028	55260	TMEM143	no	no											
275	55262	C7orf43	no	no											
8379	55264	TCP10L	no	no											
349	55266	TMEM19	no	no											
10754	55268	ECHDC2	no	no											
4590	55272	IMP3	no	no											
6881	55272	IMP3	no	no											
6898	55273	TMEM100	no	no											
459	55274	PHF10	no	no											
2255	55275	VPS53	no	no											
5036	55275	VPS53	no	no											
6879	55276	PGM2	no	no											
3210	55277	FGGY	no	no											
7679	55277	FGGY	no	no											
5039	55278	QRSL1	no	no											
4568	55280	CWF19L1	no	no											
1126	55281	TMEM140	no	no											
10775	55283	MCOLN3	no	no											
6297	55284	UBE2W	no	no											
7500	55284	UBE2W	no	no											
5489	55285	RBM41	no	no											
10489	55286	C4orf19	no	no											
13132	55287	TMEM40	no	no											
55377	55288	RHOT1	no	no											
56670	55288	RHOT1	no	no											
56368	55289	ACOXL	no	no											
3008	55290	BRF2	no	no											
8625	55291	PPP6R3	no	no											
56091	55291	PPP6R3	no	no											
9077	55293	UEVLD	no	no											
12210	55293	UEVLD	no	no											
54031	55294	FBXW7	no	no											
1275	55295	KLHL26	no	no											
9295	55296	TBC1D19	no	no											
1522	55297	CCDC91	no	no											
11555	55301	OLAH	no	no											
13035	55303	GIMAP4	no	no											
13141	55304	SPTLC3	no	no											
3943	55308	DDX19A	no	no											
5611	55312	RFK	no	no											
4864	55313	CPPED1	no	no											
10956	55314	TMEM144	no	no											
11526	55314	TMEM144	no	no											
56583	55315	SLC29A3	no	no											
7055	55319	C4orf43	no	no											
6253	55322	C5orf22	no	no											
5028	55323	LARP6	no	no											
6034	55324	ABCF3	no	no											
11584	55324	ABCF3	no	no											
379	55325	UFSP2	no	no											
12498	55326	AGPAT5	no	no											
5548	55328	RNLS	no	no											
1768	55329	MNS1	no	no											
14391	55331	ACER3	no	no											
860	55332	DRAM1	no	no											
2600	55332	DRAM1	no	no											
4842	55333	SYNJ2BP	no	no											
12225	55334	SLC39A9	no	no											
5558	55335	NIPSNAP3B	no	no											
7160	55336	FBXL8	no	no											
10124	55337	C19orf66	no	no											
55332	55337	C19orf66	no	no											
54221	55338	FLJ11292	no	no											
9110	55339	WDR33	no	no											
6961	55340	GIMAP5	no	no											
787	55342	STRBP	no	no											
7482	55343	SLC35C1	no	no											
5097	55344	PLCXD1	no	no											
10424	55345	C4orf21	no	no											
6178	55347	ABHD10	no	no											
1403	55349	CHDH	no	no											
10167	55351	STK32B	no	no											
7356	55353	LAPTM4B	no	no											
3822	55355	HJURP	no	no											
1228	55356	SLC22A15	no	no											
8108	55357	TBC1D2	no	no											
14944	55357	TBC1D2	no	no											
13117	55364	IMPACT	no	no											
5322	55365	TMEM176A	no	no											
