Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Characteristics [Replicate Group],Experimental Condition [Targeted Protein],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Gene Symbol Synonyms],Comment [Gene Annotation Comments],Experimental Condition [Antibody],Channels,Comment [Image File Comments],Comment [Image File Type],NumberOfImages,NumberOfParticles,RadialDistance,SEMerror,Has Phenotype,Phenotype Annotation Level,Phenotype 1,Phenotype 1 Term Name,Phenotype 1 Term Accession
pEGFP-Nup37-s35439res-anti-GFP_nanobody_2,SUM_trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pEGFP-Nup37-s35439res-anti-GFP_nanobody_2,Nup37,ENSG00000075188,NUP37,"p37, MGC5585, FLJ22618","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pEGFP-Nup37-s35439res anti-GFP nanobody,greyscale,,derived,3,1952,45.5 nanometers,0 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pEGFP-Nup37-s35439res-anti-GFP_nanobody_2,trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pEGFP-Nup37-s35439res-anti-GFP_nanobody_2,Nup37,ENSG00000075188,NUP37,"p37, MGC5585, FLJ22618","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pEGFP-Nup37-s35439res anti-GFP nanobody,greyscale,,derived,3,1952,45.5 nanometers,0 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,all_particles.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,Nup37,ENSG00000075188,NUP37,"p37, MGC5585, FLJ22618","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pEGFP-Nup37-s35439res anti-GFP nanobody,greyscale,,derived,3,1952,45.5 nanometers,0 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,nup37_low600_corr1_3.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,Nup37,ENSG00000075188,NUP37,"p37, MGC5585, FLJ22618","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pEGFP-Nup37-s35439res anti-GFP nanobody,greyscale,,raw,3,1952,45.5 nanometers,0 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,nup37_low600_corr1_5.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,Nup37,ENSG00000075188,NUP37,"p37, MGC5585, FLJ22618","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pEGFP-Nup37-s35439res anti-GFP nanobody,greyscale,,raw,3,1952,45.5 nanometers,0 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,nup37_low600_corr2_1.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,Nup37,ENSG00000075188,NUP37,"p37, MGC5585, FLJ22618","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pEGFP-Nup37-s35439res anti-GFP nanobody,greyscale,,raw,3,1952,45.5 nanometers,0 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,nup37_low600_corr2_2.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,Nup37,ENSG00000075188,NUP37,"p37, MGC5585, FLJ22618","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pEGFP-Nup37-s35439res anti-GFP nanobody,greyscale,,raw,3,1952,45.5 nanometers,0 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,nup37_low600_corr2_4.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,Nup37,ENSG00000075188,NUP37,"p37, MGC5585, FLJ22618","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pEGFP-Nup37-s35439res anti-GFP nanobody,greyscale,,raw,3,1952,45.5 nanometers,0 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,nup37_low600_corr2_6.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,Nup37,ENSG00000075188,NUP37,"p37, MGC5585, FLJ22618","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pEGFP-Nup37-s35439res anti-GFP nanobody,greyscale,,raw,3,1952,45.5 nanometers,0 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,nup37_low600_corr2_7.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,Nup37,ENSG00000075188,NUP37,"p37, MGC5585, FLJ22618","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pEGFP-Nup37-s35439res anti-GFP nanobody,greyscale,,raw,3,1952,45.5 nanometers,0 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,nup37_low600_corr2_8.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,Nup37,ENSG00000075188,NUP37,"p37, MGC5585, FLJ22618","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pEGFP-Nup37-s35439res anti-GFP nanobody,greyscale,,raw,3,1952,45.5 nanometers,0 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,SUM_trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,Nup37,ENSG00000075188,NUP37,"p37, MGC5585, FLJ22618","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pEGFP-Nup37-s35439res anti-GFP nanobody,greyscale,,derived,3,1952,45.5 nanometers,0 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pEGFP-Nup37-s35439res-anti-GFP_nanobody_3,Nup37,ENSG00000075188,NUP37,"p37, MGC5585, FLJ22618","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pEGFP-Nup37-s35439res anti-GFP nanobody,greyscale,,derived,3,1952,45.5 nanometers,0 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,all_particles.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,derived,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,nup133_low600_corr1_2.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,nup133_low600_corr1_4.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,nup133_low600_corr2_1.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,nup133_low600_corr2_10.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,nup133_low600_corr2_11.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,nup133_low600_corr2_12.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,nup133_low600_corr2_3.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,nup133_low600_corr2_5.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,nup133_low600_corr2_6.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,nup133_low600_corr2_7.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,nup133_low600_corr2_8.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,nup133_low600_corr2_9.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,SUM_trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,derived,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,derived,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,all_particles.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,derived,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,nup133_low600_corr1_11.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,nup133_low600_corr1_13.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,nup133_low600_corr1_15.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,nup133_low600_corr1_16.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,nup133_low600_corr1_3.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,nup133_low600_corr1_6.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,nup133_low600_corr1_7.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,nup133_low600_corr1_8.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,nup133_low600_corr2_1.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,nup133_low600_corr2_12.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,nup133_low600_corr2_14.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,nup133_low600_corr2_2.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,nup133_low600_corr2_4.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,nup133_low600_corr2_5.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,nup133_low600_corr2_9.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,pmEGFP-Nup133-s31401res-anti-GFP_nanobody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",pmEGFP-Nup133-s31401res anti-GFP nanobody,greyscale,,raw,5,2419,50.1 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
