Plate	Well	Plate_Well	Gene Identifier	Gene Symbol	Gene Name	Gene Model Status	Gene Symbol Synonyms	Severity of Adhesion Defect	Gene In Secondary Screen	Has Phenotype	Phenotype Annotation Level	Phenotype 1
Primary_043	F10	Primary_043_F10	CG8804	wun	wunen	Current	Wunen LPP-like Wunen Wun l(2)k16806 CG8804	1.33	no			
Primary_043	F11	Primary_043_F11	CG8806	prel	preli-like	Current	Preli-like protein of relevant evolutionary and lymphoid interest-like Preli CG8806 BcDNA:LD36516	1	no			
Primary_043	F12	Primary_043_F12	CG8808	Pdk	Pyruvate dehydrogenase kinase	Current	pyruvate dehydrogenase kinase CG8808 pdk BcDNA:LD09837 DmPDK DmPdk	1	no			
Primary_043	F2	Primary_043_F2	CG8791	CG8791		Current	anon-WO0140519.99	1	no			
Primary_043	F3	Primary_043_F3	CG8793	l(3)76BDm	lethal (3) 76BDm	Current	l(3)76BDm CG8793 lethal (3) L3809 CG8793 l(3)L3809	1	no			
Primary_043	F4	Primary_043_F4	CG8795	PK2-R2	Pyrokinin 2 receptor 2	Current	Pyrokinin 2 receptor CG8795 anon-WO0170980.193 Dm CG8795 anon-WO0170980.194	1	no			
Primary_043	F5	Primary_043_F5	CG8797	ptip		Current	CG32133 PTIP ptip CG6532 CG32133 CG8797	3.33	yes	yes	gene	defective cell-cell aggregation
Primary_043	F6	Primary_043_F6	CG8798	Lon	Lon protease	Current	anon-WO0118547.350 CG8798 Lon	1.67	yes	yes	gene	defective cell-cell aggregation
Primary_043	F7	Primary_043_F7	CG8799	l(2)03659	lethal (2) 03659	Current	Hsp related A CG11803 Dme_CG8799 CG8799 hspr	1	no			
Primary_043	F8	Primary_043_F8	CG8800	CG8800		Current		1.33	no			
Primary_043	F9	Primary_043_F9	CG8801	CG8801		Current	CG30341 BcDNA:LD23830 LD23830	3.67	yes	yes	gene	defective cell-cell aggregation
Primary_043	G1	Primary_043_G1	CG8809	Camta	Calmodulin-binding transcription activator	Current	CG13952 CG42332 Calmodulin-binding transcription factor CG13953 calmodulin-binding transcription activator CG13952 CG42332 camta CG13953 dCAMTA DmCAMTA CG8809	2	yes	yes	gene	defective cell-cell aggregation
Primary_043	G10	Primary_043_G10	CG8824	fdl	fused lobes	Current	Fused Lobes Fdl l(2)k17040 FDL CG8824	1	no			
Primary_043	G11	Primary_043_G11	CG8825	gkt	glaikit	Current	Tyrosyl-DNA phosophodiesterase 1 anon-23Db Tdp1 CG8826 CG8825 c22 anon-23Db	2	yes	yes	gene	defective cell-cell aggregation
Primary_043	G12	Primary_043_G12	CG8826	gkt	glaikit	Current	Tyrosyl-DNA phosophodiesterase 1 anon-23Db Tdp1 CG8826 CG8825 c22 anon-23Db	1	no			
Primary_043	G2	Primary_043_G2	CG8811	muskelin	muskelin	Current	CG8811 DmMK	1.67	yes	yes	gene	defective cell-cell aggregation
Primary_043	G3	Primary_043_G3	CG8814	CG8814		Current		1	no			
Primary_043	G4	Primary_043_G4	CG8815	Sin3A	Sin3A	Current	Enhancer of GMR-sina 2-3 l(2)k05415 Sin3a 159A11T sin3 dSin3A dSin3 EY2-9 Sin 3A l(2)k09715 sin3a CG8815 97/15 Sin3 l(2)k02703 27/3 ld ES2-3 sni3 SIN3 sin3A SIN3A l(2)08269 ESTS:159A11T	1	no			
Primary_043	G5	Primary_043_G5	CG8816	Ak6	Adenylate kinase 6	Current	CG8816 DAK6 CG8816	2.33	yes	yes	gene	defective cell-cell aggregation
Primary_043	G6	Primary_043_G6	CG8819	achi	achintya	Current	zuker-aly-like a Achintya CG8819 dTGIFa Achi TGIF achi/vis zaa vis dTGIF ach dTGIFb	1	no			
Primary_043	G7	Primary_043_G7	CG8821	vis	vismay	Current	zuker-aly-like a Vismay achi/vis dTGIFa zaa CG8821 TGIFa achi/vis	1	no			
Primary_043	G8	Primary_043_G8	CG8822	PpD6	Protein phosphatase D6	Current	PP1-like protein phosphatase from PCR fragment D6 D6 CG8822 PP1	1	no			
Primary_043	G9	Primary_043_G9	CG8823	Lip3	Lip3	Current	lipase3 lipase-3 Lipase-3 Lipase3 dLipase-3 lipase 3 lip3 dLip3 Dmlip3 LIP3Dm LIP3 CG8823	1	no			
Primary_043	H1	Primary_043_H1	CG8827	Ance	Angiotensin converting enzyme	Current	Angiotensin I-converting enzyme angiotensin-converting enzyme Angiotensin Converting Enzyme anon-fast-evolving-3D10 Related to angiotensin converting enzyme Race AnCE ance ACE br31 RACE l(2)br31 l(2)34Eb race l34Eb CG8827 ANCE BG:DS08220.3 anon-EST:fe3D10	1	no			
Primary_043	H10	Primary_043_H10	CG8846	Thor	Thor	Current	eukaryotic initiation factor 4E-binding protein eukaryotic initiation factor 4E binding protein lethal (2) 06270 eukaryotic translation initiation factor 4E binding protein Eif4e-binding protein eIF-4E-binding protein eif4e-binding protein 4EBP eukaryotic translation initiation factor 4E-binding protein insulin-stimulated eIF-4E binding protein BcDNA.HL08053 4ebp 4E-BP d4E-BP1 43-BP l(2)k13517 dthor CG8846 Dm 4E-BP CT8705 4E-BP1 thor d4E-BP d4eBP Phas1 anon-WO0172774.158 l(2)06270 eIF4E-BP 4EBP d4EBP pp20 4eBP l(2)k07736 153432_at 4e-bp Thor/EIF4EBP 4e-BP d4e-bp BcDNA:HL08053	3	no	yes	gene	defective cell-cell aggregation
Primary_043	H11	Primary_043_H11	CG8849	mRpL24	mitochondrial ribosomal protein L24	Current	L24 CG8849 RpL24	1	no			
Primary_043	H12	Primary_043_H12	CG8850	CG8850		Current	DmNAT4	1	no			
Primary_043	H2	Primary_043_H2	CG8830	CG8830		Current		1	no			
Primary_043	H3	Primary_043_H3	CG8831	Nup54	Nucleoporin 54kD	Current	Nucleoporin 54 CG8831 Nup53 nup54	1	no			
Primary_043	H4	Primary_043_H4	CG8833	CG8833		Current	GPTC1	1	no			
Primary_043	H5	Primary_043_H5	CG8834	CG8834		Current		1	no			
Primary_043	H6	Primary_043_H6	CG8839	CG8839		Current		1	no			
Primary_043	H7	Primary_043_H7	CG8841	CG8841		Current		1	no			
Primary_043	H8	Primary_043_H8	CG8843	sec5	sec5	Current	CG8843 Sec-5 Sec5p Sec5 SEC5 dsec5	1	no			
Primary_043	H9	Primary_043_H9	CG8845					3.33	yes	yes	gene	defective cell-cell aggregation
Primary_044	A1	Primary_044_A1	CG8851	CG8851		Current		1	no			
Primary_044	A10	Primary_044_A10	CG8864	Cyp28a5	Cyp28a5	Current	cytochrome P450 BEST:GH10483 gh10483 28a5 CG8864 BG:DS00180.11 cyp28a5 DS00180.11	1	no			
Primary_044	A11	Primary_044_A11	CG8865	Rgl	Ral guanine nucleotide dissociation stimulator-like ortholog (M. musculus	Current	Ral guanine nucleotide exchange factor 2 Ral guanine nucleotide exchange factor RalGDS CG8865 RasGDS rgl dRGL DRgl	1	no			
Primary_044	A12	Primary_044_A12	CG8866	CG8866		Current	dULK3 UNC 51-like	1	no			
Primary_044	A2	Primary_044_A2	CG8853	Che-13	Hippi	Current	IFT55 IFT57 Hippi CHE-13 che-13 CG8853	1	no			
Primary_044	A3	Primary_044_A3	CG8855					1	no			
Primary_044	A4	Primary_044_A4	CG8856	Sr-CII	"Scavenger receptor class C, type II"	Current	Scavenger Receptor CG8856 SR-CII dSR-CII CT25430	1	no			
Primary_044	A5	Primary_044_A5	CG8858	CG8858		Current		1	no			
Primary_044	A6	Primary_044_A6	CG8859	Cyp6g2	Cyp6g2	Current	cytochrome P450 6g2 CG8859	1	no			
Primary_044	A7	Primary_044_A7	CG8860	CG8860		Current	BcDNA:GM14157	1	no			
Primary_044	A8	Primary_044_A8	CG8862	EndoG	Endonuclease G	Current	endonuclease G CG8862 endoG CG8862	1	no			
Primary_044	A9	Primary_044_A9	CG8863	Droj2	DnaJ-like-2	Current	CG8863 DnaJ-like-2 chaperone CG8863 anon-WO0118547.404 DnaJ-like-2	1	no			
Primary_044	B1	Primary_044_B1	CG8867	Jon25Bi	Jonah 25Bi	Current	Serine protease 4 Jonah 25B SP137 CG8867 Jon25B Ser4 25B	1.33	no			
Primary_044	B10	Primary_044_B10	CG8882	Trip1	Trip1	Current	CG8882 DmTRIP eIF-3beta eIF3-S2	3	no	yes	gene	defective cell-cell aggregation
Primary_044	B11	Primary_044_B11	CG8884	Sap47	Synapse-associated protein 47kD	Current	CG8884 SAP 47 dsap-47 SAP-47 sap47 SAP47	1	no			
Primary_044	B12	Primary_044_B12	CG8885	Scox	Synthesis of cytochrome c oxidase	Current	lethal (2) SH1783 Sco1 protein homolog dSco1 CG8885 SCOX l(2)SH1783 l(2)SH2 1783 scox SCO	1	no			
Primary_044	B2	Primary_044_B2	CG8869	Jon25Bii	Jonah 25Bii	Current	Jonah 25B Jon25B CG8869 25B SP112	1	no			
Primary_044	B3	Primary_044_B3	CG8870	CG8870		Current	SP38	1	no			
Primary_044	B4	Primary_044_B4	CG8871	Jon25Biii	Jonah 25Biii	Current	Jonah 25B SP177 Jon25B CG8871 25B	1	no			
Primary_044	B5	Primary_044_B5	CG8873	jet	jetlag	Current	JETLAG CG8873 Jetlag JET CG8873 FBXL15	1	no			
Primary_044	B6	Primary_044_B6	CG8874	Fps85D	Fps oncogene analog	Current	Dm FPS CG8874 dFer DFer Fer dfps dfps 85D fps dfps85D fer Dfps FER fps85D DFER DmHD-179 FPS HD-179 Dfer dfer	1	no			
Primary_044	B7	Primary_044_B7	CG8877	Prp8	pre-mRNA processing factor 8	Current	U5 small nuclear ribonucleoprotein-specific factor Prp8 prp8 prp8 Prp8 CG8877 E-2e	3	no	yes	gene	defective cell-cell aggregation
Primary_044	B8	Primary_044_B8	CG8878	CG8878		Current	VRK BcDNA:LD23371	1	no			
Primary_044	B9	Primary_044_B9	CG8881	skpB	skpB	Current	CG8881 SkpB dskpB Skp	1	no			
Primary_044	C1	Primary_044_C1	CG8887	ash1	"absent, small, or homeotic discs 1"	Current	Absent  small or homeotic discs 1 discs absent  small  or homeotic-1 absent small or homeotic 1 Absent  small  or homeotic disc 1 discs absent  small  or homeotic absent  small or homeotic discs 1 ash-1 Ash 1 ash l(3)SG29a ASH1 CG8887 Ash1 dash l(3)76BDb Ash	1	no			
Primary_044	C10	Primary_044_C10	CG8905	Sod2	Superoxide dismutase 2 (Mn	Current	superoxide dismutase mitochondrial Mn-superoxide dismutase 2 Superoxide Dismutase 2 Superoxide dismutase superoxide dismutase-2 manganese superoxide dismutase mitochodnrial SOD Manganese Superoxide Dismutase Superoxide dismutase 2 manganese-SOD Mn superoxide dismutase mitochondrial MnSOD mitochondrial superoxide dismutase 2 superoxide dismutase 2 Mn-superoxide dismutase MnSOD SOD2 Mn-SOD mnSOD MnSODII Mn[2+]SOD Mn-SOD2 SOD sod2 Mn SOD SOD-2 Sod-2 CG8905 dSOD2 MnSOD Mito SOD mitSOD2	1	no			
Primary_044	C11	Primary_044_C11	CG8907	CG8907		Current	LP01469p	1	no			
Primary_044	C12	Primary_044_C12	CG8908	CG8908		Current		1	no			
Primary_044	C2	Primary_044_C2	CG8889	Mppe	Metallophosphoesterase	Current	metallophosphoesterase CG8889 GS11471 11471 dmppe	1.33	no			
Primary_044	C3	Primary_044_C3	CG8890	Gmd	"GDP-mannose 4,6-dehydratase"	Current	GDP-mannose dehydratase GDP-mannose 4 6 dehydratase GDP-mannose 4 6-dehydrase GDP-D-mannose 4 6-dehydratase Brazil nut gmd CG8890 l(2)SH1606 DmGMD GMD Dm-gmd l(2)SH2 1606	1	no			
Primary_044	C4	Primary_044_C4	CG8891	CG8891		Current		1.33	no			
Primary_044	C5	Primary_044_C5	CG8892	CG8892		Current	UBX domain 7 like	1	no			
Primary_044	C6	Primary_044_C6	CG8893	Gapdh2	Glyceraldehyde 3 phosphate dehydrogenase 2	Current	glyceraldehyde-3-phosphate dehydrogenase glyceraldehyde 3-phosphate dehydrogenase GAPDH2 G3-P dehydrogenase Glyceraldehyde-3-phosphate dehydrogenase Gapdh13F GAP Gapd CG8893 GAPDH GAPDH II GA3PDH GADPH Gapdh-2 GAPDH2 Gapdh	1	no			
Primary_044	C7	Primary_044_C7	CG8895	Rtnl1	Reticulon-like1	Current	Rtnl1 Reticulon-like1 Reticulon Reticulon-like 1 reticulon-like1 reticulon-like 1 reticulon G9 CG33113 rtnl1 CG8895 Rtnl-1 142893_at CG18623	1	no			
Primary_044	C8	Primary_044_C8	CG8896	18w	18 wheeler	Current	toll receptor 18-Wheeler 18Wheeler 18 Wheeler 18-wheeler Toll like receptor 18wheeler wheeler Toll-2 toll 18-wheeler 18W tlr l(2)00053 CT25100 CG8896 18-w Toll-2	1	no			
Primary_044	C9	Primary_044_C9	CG8900	RpS18	Ribosomal protein S18	Current	anon-fast-evolving-2D3 transcription unit B CG8900 anon-EST:fe2D3 rpS18 S18 BcDNA:RH43343 RS18_DROME B anon-EST:Posey27 anon-56Fa Rps18	3	no	yes	gene	defective cell-cell aggregation
Primary_044	D1	Primary_044_D1	CG8909	CG8909		Current	yolkless-like CT25574 Dm CG8909	1	no			
Primary_044	D10	Primary_044_D10	CG8925	CG8925		Current		1	no			
Primary_044	D11	Primary_044_D11	CG8930	rk	rickets	Current	glycoprotein-hormone-receptor-II Glycoprotein hormone receptor II leucine-rich repeat-containing G protein-coupled receptor 2 Rickets glycoprotein hormone receptor II CT25644 BG:DS00180.13 CG8930 DLGR2 LGR2 rk/CG8930 DLGR-2	1	no			
Primary_044	D12	Primary_044_D12	CG8931	CG8931		Current		1	no			
Primary_044	D2	Primary_044_D2	CG8912	Psi	P-element somatic inhibitor	Current	P-element somatic inhibitor protein EG:EG0003.2 PSI CG8912	1	no			
Primary_044	D3	Primary_044_D3	CG8913	Irc	Immune-regulated catalase	Current	immune-related catalase CG8913 peroxidase Peroxidase CG8913 IRC	1	no			
Primary_044	D4	Primary_044_D4	CG8914	CkIIbeta2	Casein kinase II beta2 subunit	Current	DmCK2beta' CkIIbeta2 CG8914 CKIIbeta' DmCKIIbeta' CK2 CKIIb2 dCK2beta' CK2beta	1	no			
Primary_044	D5	Primary_044_D5	CG8915	CG8915		Current	helicasa cg8915	1	no			
Primary_044	D6	Primary_044_D6	CG8916	CG8916		Current		2	yes	yes	gene	defective cell-cell aggregation
Primary_044	D7	Primary_044_D7	CG8918	CG8918		Current		1	no			
Primary_044	D8	Primary_044_D8	CG8919					1	no			
Primary_044	D9	Primary_044_D9	CG8922	RpS5a	Ribosomal protein S5a	Current	Ribosomal protein S5 Minute(1)15D transcript e ribosomal protein S5a Minute 1(o) ribosomal protein S5 gene CG8922 M(1)15D Rp S5a RS5 M(1)34i28 RpS5 M[[o]] S5a M(1)15d rpS5 rps5 RS5A_DROME M(1)o	3	no	yes	gene	defective cell-cell aggregation
Primary_044	E1	Primary_044_E1	CG8932	CG42235		Current	CG8934 Na/iodide symporter-like CG8966 CG31090 CG8932 CG8957 CG8934 CG14539 CG8966 dSLC5A10 CG31090 CG8951 CG8932 CG8957	1	no			
Primary_044	E10	Primary_044_E10	CG8945	CG8945		Current	Cg8945	1	no			
Primary_044	E11	Primary_044_E11	CG8948	Graf	GTPase regulator associated with focal adhesion kinase ortholog (H. sapiens	Current	Graf CG8948 Q9VXQ2_DROME D-Graf	1	no			
Primary_044	E12	Primary_044_E12	CG8950	CG8950		Current		1	no			
Primary_044	E2	Primary_044_E2	CG8933	exd	extradenticle	Current	Extradenticle anon-fast-evolving-1H3 Pbx1-oncogene-like l(1)IV Dm-EXD EXD lincRNA.S9404 Exd DExd td48 CG8933 Dpbx Pbx1 anon-EST:fe1H3	1	no			
Primary_044	E3	Primary_044_E3	CG8934	CG42235		Current	CG8934 Na/iodide symporter-like CG8966 CG31090 CG8932 CG8957 CG8934 CG14539 CG8966 dSLC5A10 CG31090 CG8951 CG8932 CG8957	1	no			
Primary_044	E4	Primary_044_E4	CG8936	Arpc3B	"Actin-related protein 2/3 complex, subunit 3B"	Current	Arpc3B BcDNA:SD24339 Arpc3 P21-ARC CG8936	1.33	no			
Primary_044	E5	Primary_044_E5	CG8937	Hsc70-1	Heat shock protein cognate 1	Current	143191_at Hsc70 dhsc70-1 hsc70 BcDNA:RH49358 Hsp-c1 HSC70 HSC1 HSC-70 CG8937 dhsc70 HSP7A_DROME Hsc1	1	no			
Primary_044	E6	Primary_044_E6	CG8938	GstS1	Glutathione S transferase S1	Current	glutathione S-transferase-S1 Glutathione S-transferase S1 Glutathione S-transferase 2 glutathione transferase-related protein Glutathione S transferase 2 glutathione-S-transferase glutathione-S-transferase (GST) S1 glutathione S-transferase-2 Glutathione S-transferase Glutathione-S-Transferase 2 DmGstS1-1 l(2)04227 GST S1 DmGST2 DmGSTS1 GST CG8938 S1 DmGSTS1-1 GSTS1 gsts1 n(2)06253 gstD2 DmGST-2 GST2 DmGst-2 Est2 GST-2 GSTII GstS1-1 l(2)k08805 Gst2 lincRNA.330	1	no			
Primary_044	E7	Primary_044_E7	CG8939	CG8939		Current		3	no	yes	gene	defective cell-cell aggregation
Primary_044	E8	Primary_044_E8	CG8942	NimC1	Nimrod C1	Current	nimrodC1 NimrodC1 nimrod CG8942 Nimrod C1 nimrod C1 BG:DS00180.10 CT25688 NimC nimC1 nimrod NimC1 P1 CG8942 Nim	1	no			
Primary_044	E9	Primary_044_E9	CG8944	CG8944		Current		1.33	no			
Primary_044	F1	Primary_044_F1	CG8951	CG42235		Current	CG8934 Na/iodide symporter-like CG8966 CG31090 CG8932 CG8957 CG8934 CG14539 CG8966 dSLC5A10 CG31090 CG8951 CG8932 CG8957	1.33	no			
Primary_044	F10	Primary_044_F10	CG8965	CG8965		Current		1	no			
Primary_044	F11	Primary_044_F11	CG8966	CG42235		Current	CG8934 Na/iodide symporter-like CG8966 CG31090 CG8932 CG8957 CG8934 CG14539 CG8966 dSLC5A10 CG31090 CG8951 CG8932 CG8957	1	no			
Primary_044	F12	Primary_044_F12	CG8967	otk	off-track	Current	Tyrosine kinase at 48D Off-track Tk48D IGGtyk CT25769 OTK Dtrk dTrk DTrk anon-WO2004063362.81 CG8967 Otk Trk48D Dtkr OFT/TRK	1	no			
Primary_044	F2	Primary_044_F2	CG8952	CG8952		Current	SP52	1	no			
Primary_044	F3	Primary_044_F3	CG8954	Smg5	Smg5	Current	SMG5 anon-34Ea CG8954 BG:DS08220.2 dSMG5 smg5	1	no			
Primary_044	F4	Primary_044_F4	CG8956	Ahcy89E	Adenosylhomocysteinase 89E	Current	S-adenosyl homocysteine hydrolase-like AdoHcyase-like AHCY S-AHCY pH200 CG8956	1	no			
Primary_044	F5	Primary_044_F5	CG8957	CG42235		Current	CG8934 Na/iodide symporter-like CG8966 CG31090 CG8932 CG8957 CG8934 CG14539 CG8966 dSLC5A10 CG31090 CG8951 CG8932 CG8957	1	no			
Primary_044	F6	Primary_044_F6	CG8959	Efhc1.1	EFHC1 homologue 1	Current	EFHC1 homolog Defhc1.1 CG8959	1	no			
Primary_044	F7	Primary_044_F7	CG8962	Paf-AHalpha	Platelet-activating factor acetylhydrolase alpha	Current	platelet-activating factor acetylhydrolase Ib alpha-subunit homolog platelet-activating factor acetylhydrolase alpha subunit homolog Dmaalpha[[PAFAH]] Paf-AHalpha AAC83820 PAFAHalpha CG8962	1	no			
Primary_044	F8	Primary_044_F8	CG8963	CG8963		Current		3	yes	yes	gene	defective cell-cell aggregation
Primary_044	F9	Primary_044_F9	CG8964	CG8964		Current	CT25760	1	no			
Primary_044	G1	Primary_044_G1	CG8968	CG42261		Current	CG8968 CG14541 CG8968 CG14541	1	no			
Primary_044	G10	Primary_044_G10	CG8980	NiPp1	Nuclear inhibitor of Protein phosphatase 1	Current	Nuclear inhibitor of PP1 NIPP1 nipp1 NIPP-1Dm CG8980 NIPP1Dm NiPp-1	1	no			
Primary_044	G11	Primary_044_G11	CG8983	ERp60	ERp60	Current	Protein disulfide isomerase homolog anon-fast-evolving-3D9 Ov6 CG8983 D-ERp60 anon-EST:fe3D9 Erp60	1	no			
Primary_044	G12	Primary_044_G12	CG8985	MsR1	Myosuppressin receptor 1	Current	DMS-receptor1 Dromyosuppressin receptor 1 CG8985 DmsR-1 anon-WO0170980.107 anon-WO0170980.106 Dm CG8985 DmsR DMSR-1	1	no			
Primary_044	G2	Primary_044_G2	CG8969					1	no			
Primary_044	G3	Primary_044_G3	CG8970					1	no			
Primary_044	G4	Primary_044_G4	CG8971	fh	frataxin homolog	Current	frataxin-like Frataxin frataxin homologue frataxin dfh CG8971 Dfh DFH BcDNA:AT09528 X25	1	no			
Primary_044	G5	Primary_044_G5	CG8974	CG8974		Current		1.67	yes	yes	gene	defective cell-cell aggregation
Primary_044	G6	Primary_044_G6	CG8975	RnrS	Ribonucleoside diphosphate reductase small subunit	Current	Ribonucleotide reductase ribonucleoside-diphosphate reductase small subunit Ribonucleotide reductase small subunit DmRNR2 RNR2 rnr2 Rnr2 anon-WO0118547.148 RNrS Rnrs dRNR2 CG8975	3.33	yes	yes	gene	defective cell-cell aggregation
Primary_044	G7	Primary_044_G7	CG8976					1	no			
Primary_044	G8	Primary_044_G8	CG8977	Cctgamma	Cctgamma	Current	Cctgamma CCTgamma-like CCT-gamma protein predicted gene Y chaperonin-containing t-complex protein-1 gamma subunit like vine Tcp-1-gamma Cct3 Cctgamma Cct-gamma Tcp1-gamma cctg Y CG8977 geneY Tcp-1gamma TCPG_DROME vine Cctg	3	yes	yes	gene	defective cell-cell aggregation
Primary_044	G9	Primary_044_G9	CG8978	Arpc1	"Actin-related protein 2/3 complex, subunit 1"	Current	Suppressor of Profilin 2 Suppressor of profilin 2 lethal(2)34Dd Suppressor of profilin 2 sop2/arc41 Arc41 ARC-P41 l(2)Sop2 ARPC1/p41 ARPC1 CG8978 D-sop2 DSop2 br32 sop2 l(2)br32 ArpC1 sop Arpc1 Sop2 arc41 p41 Spo2 34Dd BG:DS00941.7 p42 ArcP41 Dsop2 arpc1 l(2)34Dd	3	yes	yes	gene	defective cell-cell aggregation
Primary_044	H1	Primary_044_H1	CG8987	tam	tamas	Current	lethal(2)34Dc mtDNA polymerase alpha alpha subunit DNA polymerase gamma lethal 14 in the black-reduced region mitochondrial gamma polymerase catalytic(alpha)subunit catalytic subunit of the mitochondrial DNA polymerase Tamas DNA polymerase gamma 125kD lethal 5 in the black-reduced region polgamma l(2)br5 BG:DS00941.6 DNApol-gamma125 Tam l(2)34Dc pol gamma-alpha MtPolA br5 cDNA 2 Polgamma 34Dc polgamma-alpha DNApol-gamma mtDNA pol l(2)brS CG8987 pol gamma mtPolA l(2)br14 AAC47658 D-pol gamma-alpha anon-34Dc	1	no			
Primary_044	H10	Primary_044_H10	CG9004	CG9004		Current		1	no			
Primary_044	H11	Primary_044_H11	CG9005	CG9005		Current	BcDNA:GH05710	1	no			
Primary_044	H12	Primary_044_H12	CG9006	Egm	Enigma	Current	enigma Enigma lethal (2) k14708 l(2)k14708 CG9006 egm Acyl CoA DH l(2)k14708	1	no			
Primary_044	H2	Primary_044_H2	CG8988	S2P	site-2 protease	Current	S2P anon-WO0118547.346 CG8988 dS2P ds2p	1	no			
Primary_044	H3	Primary_044_H3	CG8989	His3.3B	Histone H3.3B	Current	histone H3.3 anon-fast-evolving-1B6 histone variant H3.3 HistoneH3 Histone H3-3Q histone variant 3.3 H3.3B anon-EST:fe1B6 CG8989 dH3.3B HisH3-3Q PH3 His3.3 H3.3	1	no			
Primary_044	H4	Primary_044_H4	CG8991	Sobp	Sine oculis-binding protein	Current	CG8991 Sbp	1	no			
Primary_044	H5	Primary_044_H5	CG8995	PGRP-LE	Peptidoglycan recognition protein LE	Current	peptidoglycan recognition protein-LE peptidoglycan recognition protein anon-WO0153538.66 PGRP pgrp-le CG8995	1	no			
Primary_044	H6	Primary_044_H6	CG8996	wal	walrus	Current	Electron transfer flavoprotein alpha subunit Electron transfer flavoprotein l(2)02516 Etf BcDNA:GH09945 BcDNA.LD07532 ETF CG8996 EP2253 BcDNA:LD07532 P447	1	no			
Primary_044	H7	Primary_044_H7	CG9000	ste24a	prenyl protease type I	Current	CG9000 CG9000 ste24a Dmel\\Ste24 Dmel\\Ste24a	1	no			
Primary_044	H8	Primary_044_H8	CG9001	ste24b	ste24b prenyl protease type I	Current	prenyl protease type I CG9001 ste24b Dmel\\Ste24 Dmel\\Ste24b CG9001	1	no			
Primary_044	H9	Primary_044_H9	CG9002	ste24c	ste24c prenyl protease type I	Current	CG9002 prenyl protease type I ste24c CG33142 CG9002 Dmel\\Ste24 Dmel\\Ste24c CG30462	1	no			
Primary_045	A1	Primary_045_A1	CG9007	upSET	upSET	Current	CG9007	1	no			
Primary_045	A10	Primary_045_A10	CG9022	Ost48	Oligosaccharyltransferase 48kD subunit	Current	oligosaccaryltransferase 48kDa subunit CG9022 DrOST ost48 anon-EST:Liang-1.11 OST48 DmOST50 OST48/WBP1 clone 1.11 Ots48	1	no			
Primary_045	A11	Primary_045_A11	CG9023	Drip	Drip	Current	Drosophila Integral Protein aquaporin Drosophila integral protein transcript group I drip DRIP CG9023 I anon-48Aa	1	no			
Primary_045	A12	Primary_045_A12	CG9025	Fem-1	Fem-1	Current	CG9025 CG9025 dFEM-1	1	no			
Primary_045	A2	Primary_045_A2	CG9010	CG9010		Current	anon-WO0140519.132	1	no			
Primary_045	A3	Primary_045_A3	CG9012	Chc	Clathrin heavy chain	Current	Clathrin hc Clathrin clathrin heavy chain clathrin D-Chc CHC dCHC Cla l(1)13Fb chc Clh CG9012 CLH l(1)G0438 chc1 l(1)VI	1	no			
Primary_045	A4	Primary_045_A4	CG9013	Vha16-4	Vacuolar H[+] ATPase 16kD subunit 4	Current	Vha16-4 Vacuolar H[+] ATPase subunit 16-4 vha16-4 CG9013	1	no			
Primary_045	A5	Primary_045_A5	CG9014	CG9014		Current	DS08249.3 BG:DS08249.3	1	no			
Primary_045	A6	Primary_045_A6	CG9015	en	engrailed	Current	spermatheca transcript group V sparse SGPs 2 Engrailed Apigmented abdomen Erased Invected ENGRAILED CG9015 En Engrailed EN EnR en1 Engr spa2 spt Eng Engrailed/Invected Es Apa V 153867_at	1	no			
Primary_045	A7	Primary_045_A7	CG9018	CG9018		Current		1	no			
Primary_045	A8	Primary_045_A8	CG9019	dsf	dissatisfaction	Current	Dissatisfaction dissatisfaction DSF Dsf CG9019 NR2E4	2.33	yes	yes	gene	defective cell-cell aggregation
Primary_045	A9	Primary_045_A9	CG9020	Aats-arg	Arginyl-tRNA synthetase	Current	Arginyl-tRNA Ligase ArgRS CG9020 RRS	3	no	yes	gene	defective cell-cell aggregation
Primary_045	B1	Primary_045_B1	CG9026					1.33	no			
Primary_045	B10	Primary_045_B10	CG9047	NKAIN	"Na,K-ATPase Interacting"	Current	CG32836 CG9047 CG32836 CG34413 anon-WO0118547.94 CG9047 dNKAIN	1	no			
Primary_045	B11	Primary_045_B11	CG9049	hiw	highwire	Current	Highwire CG32592 Hiw CG9049 CG9041	1	no			
Primary_045	B12	Primary_045_B12	CG9053	opm	opossum	Current	Opossum opo p24 CG9053	1	no			
Primary_045	B2	Primary_045_B2	CG9031	ics	icarus	Current	Ras Suppressor-1 Ras suppressor-1 BG:BACR48E02.4 RSU-1 CG9031 RSU1 Rsu-1 CT25926	1	no			
Primary_045	B3	Primary_045_B3	CG9033	Tsp47F	Tetraspanin 47F	Current	Dm.Tsp47F CG9033	1	no			
Primary_045	B4	Primary_045_B4	CG9035	Tapdelta	Translocon-associated protein delta	Current	Translocon-associated protein delta TRAPdelta l(2)k17005 BcDNA:GM12291 Tapdelta CG9035	1	no			
Primary_045	B5	Primary_045_B5	CG9038	UBL3	UBL3	Current	Ubiquitin-like 3 CG9038 MUB Ubl3 HCG-1	2	yes	yes	gene	defective cell-cell aggregation
Primary_045	B6	Primary_045_B6	CG9041	hiw	highwire	Current	Highwire CG32592 Hiw CG9049 CG9041	1	no			
