Replicate,Plate,Well,Gene Identifier %% url=http://www.pombase.org/spombe/result/%s,Strain Name,Gene Symbol,Control Type,Control Comments,Reproducibility of Shape Hits,Reproducibility of microtubule hits,Reproducibility of cell cycle progression hits,Visual Shape Hit,Visual Microtubule Hit,Conservation in S. cerevisiae,Conservation in Vertebrates,Conservation in H. sapiens,Mineotaur Hit Type,Phenotype 1,Ontology Term Name 1a,Term Source Accession 1a,Ontology Term Name 1b,Term Source Accession 1b,Phenotype 2,Ontology Term Name 2a,Term Source Accession 2a,Ontology Term Name 2b,Term Source Accession 2b,Phenotype 3,Ontology Term Name 3a,Term Source Accession 3a,Ontology Term Name 3b,Term Source Accession 3b,Phenotype 4,Ontology Term Name 4a,Term Source Accession 4a,Ontology Term Name 4b,Term Source Accession 4b,Phenotype 5,Ontology Term Name 5a,Term Source Accession 5a,Ontology Term Name 5b,Term Source Accession 5b,Phenotype 6,Ontology Term Name 6a,Term Source Accession 6a,Ontology Term Name 6b,Term Source Accession 6b,Phenotype 7,Ontology Term Name 7a,Term Source Accession 7a,Ontology Term Name 7b,Term Source Accession 7b
1,X_110425_S5,G9,SPAC22H10.13,zym1,zym1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S5,H1,SPAC1782.05,ypa2,ypa2,,,3/8,,,yes,yes,yes,yes,yes,shape hit,viable stubby vegetative cell,stubby cell,CMPO_0000367,,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S5,H10,SPAC23G3.05c,SPAC23G3.05c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S5,H11,SPAC25H1.02,jmj1,jmj1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S5,H4,SPAC18G6.15,mal3,mal3,,,,7/7,5/9,,,yes,,,microtubule hit;cell cycle hit,PAA increased,not available yet,not available yet,,,short cytoplasmic microtubules,shortened cytoplasmic microtubules,CMPO_0000371,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,IP reduced,fewer cells with interphase microtubule arrays,CMPO_0000388,,,,,,,,,,,,,,,,,
1,X_110425_S5,H5,SPAC19B12.07c,SPAC19B12.07c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S5,H6,SPAC1F3.06c,spo15,spo15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S5,H7,SPAC222.15,meu13,meu13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S5,H8,SPAC22F3.12c,rgs1,rgs1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S5,H9,SPAC23A1.04c,mnl1,mnl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,A1,SPAC27E2.03c,SPAC27E2.03c,,,,,2/5,,,,yes,yes,,microtubule hit,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,A10,SPAC821.07c,moc3,moc3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,A11,SPAC890.03,ppk16,ppk16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,A12,SPAC926.07c,dlc2,dlc2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,A2,SPAC30D11.01c,gto2,gto2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,A3,SPAC343.04c,SPAC343.04c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,A4,SPAC3C7.12,tip1,tip1,,,,7/7,,,,yes,yes,yes,microtubule hit,short cytoplasmic microtubules,shortened cytoplasmic microtubules,CMPO_0000371,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,A5,SPAC3H1.05,SPAC3H1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,A7,SPAC56F8.06c,alg10,alg10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,A8,SPAC631.01c,acp2,acp2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,A9,SPAC6B12.04c,SPAC6B12.04c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,B1,SPAC27F1.06c,SPAC27F1.06c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,B10,SPAC823.03,ppk15,ppk15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,B11,SPAC8C9.11,fra2,fra2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,B12,SPAC977.15,SPAC977.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,B2,SPAC31G5.19,abo1,abo1,,,4/6,,,,,yes,yes,,shape hit,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,B3,SPAC3A11.09,sod22,sod22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,B4,SPAC3F10.02c,trk1,trk1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,B5,SPAC3H1.06c,SPAC3H1.06c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,B6,SPAC4F8.11,SPAC4F8.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,B7,SPAC56F8.09,rrp8,rrp8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,B8,SPAC637.07,moe1,moe1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,B9,SPAC6B12.07c,SPAC6B12.07c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,C1,SPAC29A4.02c,SPAC29A4.02c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,C10,SPAC823.13c,SPAC823.13c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,C11,SPAC8C9.12c,SPAC8C9.12c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,C12,SPAC9G1.05,aip1,aip1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,C2,SPAC328.01c,msn5,msn5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,C3,SPAC3A12.03c,meu34,meu34,,,,3/8,,,,yes,yes,yes,microtubule hit,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,C4,SPAC3F10.06c,rit1,rit1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,C5,SPAC3H1.10,pcs2,pcs2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,C6,SPAC4G8.04,SPAC4G8.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,C7,SPAC57A10.03,cyp1,cyp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,C8,SPAC644.14c,rad51,rad51,,,,4/9,,yes,,yes,yes,yes,microtubule hit,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,C9,SPAC6F12.12,par2,par2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,D1,SPAC29A4.13,SPAC29A4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,D10,SPAC823.14,ptf1,ptf1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,D11,SPAC8E11.02c,rad24,rad24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,D12,SPACUNK12.02c,cmk1,cmk1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,D2,SPAC328.04,SPAC328.04,,,,4/9,,,,,yes,yes,,shape hit,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,D3,SPAC3A12.06c,SPAC3A12.06c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,D4,SPAC3F10.11c,abc2,abc2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,D5,SPAC3H1.13,ppk13,ppk13,,,,2/5,,,,yes,yes,,microtubule hit,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,D6,SPAC4G9.02,rnh201,rnh201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,D7,SPAC57A7.05,SPAC57A7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,D8,SPAC664.01c,swi6,swi6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,D9,SPAC6G9.04,spo7,spo7,,,,2/5,,,,yes,yes,yes,microtubule hit,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,E1,SPAC2F7.09c,SPAC2F7.09c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,E10,SPAC824.02,bst1,bst1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,E11,SPAC8E11.03c,dmc1,dmc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,E12,SPACUNK4.11c,mpp6,mpp6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,E2,SPAC328.06,ubp2,ubp2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,E3,SPAC3A12.09c,SPAC3A12.09c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,E4,SPAC3F10.16c,SPAC3F10.16c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,E5,SPAC3H5.07,rpl702,rpl702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,E6,SPAC4G9.14,SPAC4G9.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,E7,SPAC57A7.12,SPAC57A7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,E8,SPAC664.02c,arp8,arp8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,E9,SPAC6G9.05,pcd1,pcd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,F1,SPAC2F7.10,akr1,akr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,F10,SPAC824.04,SPAC824.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,F11,SPAC8F11.03,msh3,msh3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,F12,SPACUNK4.13c,SPACUNK4.13c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,F2,SPAC328.09,SPAC328.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,F3,SPAC3A12.12,atp11,atp11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,F4,SPAC3G6.11,chl1,chl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,F5,SPAC3H5.12c,rpl501,rpl501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,F6,SPAC4G9.20c,SPAC4G9.20c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,F7,SPAC589.09,SPAC589.09,,,,,4/8,,,,yes,yes,yes,microtubule hit,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,F8,SPAC664.15,caf4,caf4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,F9,SPAC7D4.02c,sfp47,sfp47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,G1,SPAC2G11.05c,rim20,rim20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,G10,SPAC824.08,gda1,gda1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,G11,SPAC9.05,fml1,fml1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,G12,SPAP14E8.04,oma1,oma1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,G2,SPAC328.10c,rps502,rps502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,G3,SPAC3C7.04,SPAC3C7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,G4,SPAC3G9.04,ssu72,ssu72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,G5,SPAC3H8.03,img2,img2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,G6,SPAC513.02,SPAC513.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,G7,SPAC630.05,gyp7,gyp7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,G8,SPAC688.14,set13,set13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,G9,SPAC806.08c,mod21,mod21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,H1,SPAC2H10.01,SPAC2H10.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,H10,SPAC869.05c,SPAC869.05c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,H11,SPAC9.10,thi9,thi9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,H4,SPAC3G9.08,png1,png1,,,7/7,2/4,,,,yes,yes,yes,shape hit;microtubule hit,viable elongated vegetative cell,elongated cell,CMPO_0000077,,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,microtubule bundles present in greater numbers,increased number of microtubule bundles,CMPO_0000372,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,
1,X_110425_S6,H5,SPAC4A8.05c,myp2,myp2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,H6,SPAC56E4.06c,ggt2,ggt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,H7,SPAC630.09c,mug58,mug58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,H8,SPAC694.02,SPAC694.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110425_S6,H9,SPAC821.06,spn2,spn2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,A1,SPCC1450.05c,rox3,rox3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,A10,SPAC3C7.10,pex13,pex13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,A11,SPAC25G10.01,SPAC25G10.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,A12,SPBC36B7.08c,SPBC36B7.08c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,A2,SPCC24B10.13,skb5,skb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,A3,SPCC4B3.13,SPCC4B3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,A4,SPCC645.13,SPCC645.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,A5,SPCC895.09c,ucp12,ucp12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,A6,SPBC16E9.13,ksp1,ksp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,A7,SPAC15F9.02,seh1,seh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,A8,SPAC17G6.06,rps2401,rps2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,B1,SPCC1450.11c,cek1,cek1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,B10,SPAC2F7.02c,SPAC2F7.02c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,B11,SPAC12B10.05,icp55,icp55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,B12,SPBC1734.12c,alg12,alg12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,B2,SPCC320.03,SPCC320.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,B3,SPCC4B3.15,mid1,mid1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,B4,SPCC663.04,rpl39,rpl39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,B5,SPCC965.06,osr2,osr2,,,7/14,10/14,,,,yes,,,shape hit;microtubule hit,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,B6,SPBC25B2.02c,mam1,mam1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,B7,SPBC902.04,rmn1,rmn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,B8,SPCC962.04,rps1201,rps1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,B9,SPAC1805.04,nup132,nup132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,C1,SPCC1620.12c,SPCC1620.12c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,C10,SPCC338.06c,SPCC338.06c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,C11,SPAC1F5.09c,shk2,shk2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,C12,SPAC6G9.15c,SPAC6G9.15c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,C2,SPCC330.02,rhp7,rhp7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,C3,SPCC569.07,SPCC569.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,C4,SPCC70.06,SPCC70.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,C5,SPCC965.11c,agp3,agp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,C6,SPAC23A1.06c,cmk2,cmk2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,C7,SPBC428.12c,SPBC428.12c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,C8,SPBC776.17,rrp7,rrp7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,C9,SPBC1271.15c,SPBC1271.15c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,D1,SPCC1840.07c,SPCC1840.07c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,D10,SPAC23C4.06c,SPAC23C4.06c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,D11,SPCC569.05c,SPCC569.05c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,D12,SPAC6C3.08,nas6,nas6,,,,3/8,,,,yes,yes,,microtubule hit,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,D2,SPCC330.07c,SPCC330.07c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,D3,SPCC61.05,SPCC61.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,D4,SPCC736.11,ago1,ago1,,,,2/5,,,,,,,microtubule hit,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,D5,SPCC970.10c,brl2,brl2,,,6/6,,,,,yes,yes,yes,shape hit,viable elongated vegetative cell,elongated cell,CMPO_0000077,,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,S-shaped cell,S-shaped cell,CMPO_0000364,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,D6,SPBC530.11c,SPBC530.11c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,D7,SPBC16A3.18,cip1,cip1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,D8,SPAC3C7.07c,SPAC3C7.07c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,D9,SPBC1734.09,yea4,yea4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,E1,SPCC1840.12,opt3,opt3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,E10,SPCC1906.02c,cue3,cue3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110428_S9,E11,SPAC23C11.14,zhf1,zhf1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
