Replicate,Plate,Well,Well Number,siRNA Identifier,Gene Identifier %% url=http://www.ensembl.org/id/%s,Gene Symbol,Control Type,Control Comments,Quality Control,Median Deviation Fraction - Shorter Prophase,Median Deviation Fraction - Longer Prophase,Phenotype Reproducibility - Shorter Prophase,Phenotype Reproducibility - Longer Prophase,Phenotype 1,Ontology Term Name 1,Term Source Accession 1,Phenotype 2,Ontology Term Name 2,Term Source Accession 2
2,plate2_3_018,E2,50,s26586,ENSG00000025770,NCAPH2,,,pass,0.51,-0.08,3/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate2_3_018,E3,51,s19399,ENSG00000100918,REC8,,,pass,-0.07,0.02,0,0,,,,,,
2,plate2_3_018,E4,52,s22776,ENSG00000100813,ACIN1,,,pass,,,,,,,,,,
2,plate2_3_018,E5,53,s9677,ENSG00000181163,NPM1,,,pass,0.17,-0.03,0,0,,,,,,
2,plate2_3_018,E6,54,s444246,,,negative control,non-targetting siRNA,fail,,,,,,,,,,
2,plate2_3_018,E7,55,s11336,ENSG00000041357,PSMA4,,,fail,0.07,-0.05,0,0,,,,,,
2,plate2_3_018,E8,56,s20351,ENSG00000080986,NDC80,,,fail,-0.22,-0.01,0,1/3,,,,,,
2,plate2_3_018,E9,57,s15755,ENSG00000102030,NAA10,,,fail,0.28,-0.07,2/2,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,longer prophase,increased duration of mitotic prophase,CMPO_0000328
2,plate2_3_018,F1,61,s14305,ENSG00000198900,TOP1,,,pass,0.03,0.07,0,1/2,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate2_3_018,F10,70,s21184,ENSG00000119408,NEK6,,,pass,0.18,-0.04,1/4,0,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate2_3_018,F11,71,s18296,ENSG00000171453,POLR1C,,,fail,-0.06,-0.06,0,0,,,,,,
2,plate2_3_018,F12,72,s17426,ENSG00000108055,SMC3,,,fail,-0.08,-0.01,0,1/3,,,,,,
2,plate2_3_018,F2,62,s19322,ENSG00000066455,GOLGA5,,,fail,,,,,,,,,,
2,plate2_3_018,F3,63,s21185,ENSG00000119408,NEK6,,,pass,-0.11,0.15,1/3,2/3,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate2_3_018,F4,64,s26584,ENSG00000025770,NCAPH2,,,fail,0.49,-0.09,2/2,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate2_3_018,F5,65,s4061,ENSG00000169598,DFFB,,,pass,,,,,,,,,,
2,plate2_3_018,F6,66,s196,ENSG00000087586,AURKA,,,pass,,,,,,,,,,
2,plate2_3_018,F7,67,s12067,ENSG00000121481,RNF2,,,pass,-0.04,0,0,0,,,,,,
2,plate2_3_018,F8,68,s523,ENSG00000139687,RB1,,,pass,-0.02,-0.03,0,0,,,,,,
2,plate2_3_018,F9,69,s21902,ENSG00000138738,PRDM5,,,pass,0,0.01,0,0,,,,,,
2,plate2_3_018,G1,73,s51514,"ENSG00000197448,ENSG00000250907","GSTK1,AC073342.3",,,pass,0.03,0.03,0,0,,,,,,
2,plate2_3_018,G10,82,s444246,,,negative control,non-targetting siRNA,fail,,,,,,,,,,
2,plate2_3_018,G11,83,s39571,ENSG00000042286,AIFM2,,,fail,,,,,,,,,,
2,plate2_3_018,G12,84,s51201,ENSG00000146857,STRA8,,,fail,-0.09,0,0,0,,,,,,
2,plate2_3_018,G2,74,s26184,ENSG00000110107,PRPF19,,,pass,-0.14,0.01,0,0,,,,,,
2,plate2_3_018,G3,75,s7424,ENSG00000149503,INCENP,positive control,late mitotic phenotype,fail,,,,,,,,,,
2,plate2_3_018,G4,76,s37698,ENSG00000101447,FAM83D,,,fail,,,,,,,,,,
2,plate2_3_018,G5,77,s22100,ENSG00000126001,CEP250,,,fail,,,,,,,,,,
2,plate2_3_018,G6,78,s17441,ENSG00000156709,AIFM1,,,fail,,,,,,,,,,
2,plate2_3_018,G7,79,s2748,ENSG00000117399,CDC20,positive control,early mitotic phenotype,fail,,,,,,,,,,
2,plate2_3_018,G8,80,s6954,ENSG00000025156,HSF2,,,fail,not available,not available,0,0,,,,,,
2,plate2_3_018,G9,81,s34515,ENSG00000109805,NCAPG,,,fail,-0.08,0.08,0,0,,,,,,
2,plate2_3_018,H1,85,s6953,ENSG00000025156,HSF2,,,pass,0.08,-0.01,0,0,,,,,,
2,plate2_3_018,H10,94,s4223,ENSG00000088305,DNMT3B,,,fail,-0.25,0.21,0,2/3,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate2_3_018,H11,95,s13770,ENSG00000162367,TAL1,,,fail,-0.01,-0.01,0,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate2_3_018,H12,96,s11726,ENSG00000164754,RAD21,,,pass,0.08,0.11,0,1/4,,,,,,
2,plate2_3_018,H2,86,s23531,ENSG00000151503,NCAPD3,,,pass,0.42,-0.06,2/2,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate2_3_018,H3,87,s12889,ENSG00000113558,SKP1A,,,pass,-0.07,0.02,0,0,,,,,,
2,plate2_3_018,H4,88,s19893,ENSG00000102898,NUTF2,,,pass,-0.1,-0.03,1/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate2_3_018,H5,89,s6411,ENSG00000188486,H2AFX,,,pass,0.28,-0.03,1/3,1/3,,,,,,
2,plate2_3_018,H6,90,s223732,ENSG00000077935,SMC1B,,,pass,-0.02,0.1,1/3,1/3,,,,,,
2,plate2_3_018,H7,91,s17228,ENSG00000144744,UBA3,,,pass,0.05,-0.08,0,1/4,,,,,,
2,plate2_3_018,H8,92,s65,ENSG00000145632,PLK2,,,pass,0.01,-0.03,0,1/4,,,,,,
2,plate2_3_018,H9,93,s23733,ENSG00000121152,NCAPH,,,pass,0.08,-0.05,1/4,0,,,,,,
2,plate3_5_002,A1,1,s2748,ENSG00000117399,CDC20,positive control,early mitotic phenotype,fail,,,,,,,,,,
2,plate3_5_002,A10,10,s37982,ENSG00000143228,NUF2,,,pass,0.05,-0.02,1/2,0,,,,,,
2,plate3_5_002,A11,11,s17425,ENSG00000108055,SMC3,,,pass,0.02,-0.05,0,0,,,,,,
2,plate3_5_002,A12,12,s22098,ENSG00000126001,CEP250,,,pass,,,,,,,,,,
2,plate3_5_002,A2,2,s38366,ENSG00000178093,TSSK6,,,pass,-0.04,-0.05,0,0,,,,,,
2,plate3_5_002,A3,3,s16196,ENSG00000128708,HAT1,,,pass,-0.08,-0.1,0,0,,,,,,
2,plate3_5_002,A4,4,s14701,ENSG00000010256,UQCRC1,,,pass,0.07,-0.05,0,0,,,,,,
2,plate3_5_002,A5,5,s197,ENSG00000087586,AURKA,,,fail,,,,,,,,,,
2,plate3_5_002,A6,6,s19539,ENSG00000113810,SMC4,,,pass,0.47,-0.22,1/2,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate3_5_002,A7,7,s106,ENSG00000077097,TOP2B,,,pass,0.24,-0.14,0,0,,,,,,
2,plate3_5_002,A8,8,s2379,ENSG00000042493,CAPG,,,fail,,,,,,,,,,
2,plate3_5_002,A9,9,s37981,ENSG00000143228,NUF2,,,fail,not available,not available,not available,not available,,,,,,
2,plate3_5_002,B1,13,s14307,ENSG00000131747,TOP2A,,,pass,-0.07,0.02,1/4,0,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate3_5_002,B10,22,s37976,ENSG00000204815,TTC25,,,pass,-0.04,-0.1,0,0,,,,,,
2,plate3_5_002,B11,23,s444246,,,negative control,non-targetting siRNA,pass,,,,,,,,,,
2,plate3_5_002,B12,24,s11767,ENSG00000132341,RAN,,,pass,0.24,-0.16,3/4,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate3_5_002,B2,14,s38367,ENSG00000178093,TSSK6,,,pass,0.07,-0.1,0,0,,,,,,
2,plate3_5_002,B3,15,s9129,ENSG00000136997,MYC,,,fail,0.12,-0.07,0,0,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate3_5_002,B4,16,s31392,ENSG00000072609,CHFR,,,pass,-0.03,-0.03,0,1/3,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate3_5_002,B5,17,s7424,ENSG00000149503,INCENP,positive control,late mitotic phenotype,fail,,,,,,,,,,
2,plate3_5_002,B6,18,s37975,ENSG00000204815,TTC25,,,pass,-0.06,-0.04,1/3,0,,,,,,
2,plate3_5_002,B7,19,s1708,ENSG00000149311,ATM,,,pass,,,,,,,,,,
2,plate3_5_002,B8,20,s23530,ENSG00000151503,NCAPD3,,,pass,0.61,-0.22,2/2,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate3_5_002,B9,21,s225156,ENSG00000171453,POLR1C,,,pass,0.1,-0.15,0,0,,,,,,
2,plate3_5_002,C1,25,s444246,,,negative control,non-targetting siRNA,pass,,,,,,,,,,
2,plate3_5_002,C10,34,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,C11,35,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,C12,36,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,C2,26,s6324,ENSG00000185024,BRF1,,,pass,0.41,-0.1,3/4,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
2,plate3_5_002,C3,27,s11206,ENSG00000175646,PRM1,,,pass,0.14,-0.08,1/3,0,,,,,,
2,plate3_5_002,C4,28,s19233,ENSG00000010292,NCAPD2,,,fail,0.07,-0.03,0,0,,,,,,
2,plate3_5_002,C5,29,s15752,ENSG00000072501,SMC1A,,,fail,0.28,-0.07,1/2,0,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
2,plate3_5_002,C6,30,s51200,ENSG00000146857,STRA8,,,pass,0.2,-0.16,1/4,0,,,,,,
2,plate3_5_002,C7,31,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,C8,32,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,C9,33,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,D1,37,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,D10,46,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,D11,47,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,D12,48,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,D2,38,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,D3,39,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,D4,40,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,D5,41,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,D6,42,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,D7,43,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,D8,44,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,D9,45,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,E1,49,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,E10,58,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,E11,59,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,E12,60,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,E2,50,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,E3,51,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,E4,52,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,E5,53,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,E6,54,s444246,,,negative control,non-targetting siRNA,fail,,,,,,,,,,
2,plate3_5_002,E7,55,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,E8,56,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,E9,57,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,F1,61,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,F10,70,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,F11,71,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,F12,72,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,F2,62,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,F3,63,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,F4,64,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,F5,65,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,F6,66,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,F7,67,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,F8,68,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,F9,69,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,G1,73,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,G10,82,s444246,,,negative control,non-targetting siRNA,fail,,,,,,,,,,
2,plate3_5_002,G11,83,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,G12,84,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,G2,74,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,G3,75,s7424,ENSG00000149503,INCENP,positive control,late mitotic phenotype,fail,,,,,,,,,,
2,plate3_5_002,G4,76,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,G5,77,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,G6,78,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,G7,79,s2748,ENSG00000117399,CDC20,positive control,early mitotic phenotype,fail,,,,,,,,,,
2,plate3_5_002,G8,80,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,G9,81,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,H1,85,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,H10,94,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,H11,95,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,H12,96,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,H2,86,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,H3,87,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,H4,88,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,H5,89,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,H6,90,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,H7,91,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,H8,92,empty,,,empty,,fail,,,,,,,,,,
2,plate3_5_002,H9,93,empty,,,empty,,fail,,,,,,,,,,
3,plate1_3_003,A1,1,s2748,ENSG00000117399,CDC20,positive control,early mitotic phenotype,fail,,,,,,,,,,
3,plate1_3_003,A10,10,s21758,ENSG00000112941,PAPD7,,,pass,-0.07,0.03,1/3,1/3,,,,,,
3,plate1_3_003,A11,11,s9131,ENSG00000136997,MYC,,,pass,-0.05,0.06,0,1/3,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
3,plate1_3_003,A12,12,s31393,ENSG00000072609,CHFR,,,pass,0.33,-0.07,2/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
3,plate1_3_003,A2,2,s20068,ENSG00000105127,AKAP8,,,pass,0.25,-0.07,2/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
3,plate1_3_003,A3,3,s5681,ENSG00000164404,GDF9,,,pass,,,,,,,,,,
3,plate1_3_003,A4,4,s15534,ENSG00000083168,MYST3,,,pass,-0.09,0.02,1/3,0,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
3,plate1_3_003,A5,5,s10143,ENSG00000131165,CHMP1A,,,pass,,,,,,,,,,
3,plate1_3_003,A6,6,s465,ENSG00000170312,CDK1,,,pass,-0.25,0.2,0,2/3,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
3,plate1_3_003,A7,7,s15532,ENSG00000083168,MYST3,,,pass,0.02,0.1,1/3,2/3,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
3,plate1_3_003,A8,8,s34513,ENSG00000109805,NCAPG,,,pass,0,0.07,0,0,,,,,,
3,plate1_3_003,A9,9,s19235,ENSG00000010292,NCAPD2,,,pass,0.16,-0.08,0,0,,,,,,
3,plate1_3_003,B1,13,s1709,ENSG00000149311,ATM,,,fail,,,,,,,,,,
3,plate1_3_003,B10,22,s11209,ENSG00000122304,PRM2,,,pass,-0.01,0.03,0,0,,,,,,
3,plate1_3_003,B11,23,s444246,,,negative control,non-targetting siRNA,pass,,,,,,,,,,
3,plate1_3_003,B12,24,s25158,ENSG00000204104,TRAF3IP1,,,pass,0.17,0.01,2/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
3,plate1_3_003,B2,14,s152,ENSG00000150687,PRSS23,,,pass,0.12,-0.02,0,0,,,,,,
3,plate1_3_003,B3,15,s4221,ENSG00000088305,DNMT3B,,,pass,0.05,0.05,0,1/3,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
3,plate1_3_003,B4,16,s11211,ENSG00000122304,PRM2,,,fail,not available,not available,0,0,,,,,,
3,plate1_3_003,B5,17,s7424,ENSG00000149503,INCENP,positive control,late mitotic phenotype,fail,,,,,,,,,,
3,plate1_3_003,B6,18,s19398,ENSG00000100918,REC8,,,fail,not available,not available,0,0,,,,,,
3,plate1_3_003,B7,19,s2908,ENSG00000115163,CENPA,,,fail,,,,,,,,,,
3,plate1_3_003,B8,20,s23885,ENSG00000094916,CBX5,,,pass,0.26,0.06,2/2,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
3,plate1_3_003,B9,21,s16187,ENSG00000073009,IKBKG,,,pass,not available,not available,0,0,,,,,,
3,plate1_3_003,C1,25,s444246,,,negative control,non-targetting siRNA,pass,,,,,,,,,,
3,plate1_3_003,C10,34,s196071,ENSG00000187166,H1FNT,,,pass,-0.12,0.11,1/4,2/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
3,plate1_3_003,C11,35,s26185,ENSG00000110107,PRPF19,,,pass,0.05,-0.01,0,1/3,,,,,,
3,plate1_3_003,C12,36,s25157,ENSG00000204104,TRAF3IP1,,,pass,0.28,-0.04,3/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
3,plate1_3_003,C2,26,s11769,ENSG00000132341,RAN,,,pass,0.44,-0.07,3/4,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
3,plate1_3_003,C3,27,s25865,ENSG00000077935,SMC1B,,,pass,0.05,-0.01,1/4,0,,,,,,
3,plate1_3_003,C4,28,s195332,ENSG00000178257,PRM3,,,fail,0.1,-0.11,0,1/3,,,,,,
3,plate1_3_003,C5,29,s27674,ENSG00000137804,NUSAP1,,,pass,0.07,0.01,0,0,,,,,,
3,plate1_3_003,C6,30,s20794,ENSG00000136824,SMC2,,,pass,0.42,-0.04,4/4,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
3,plate1_3_003,C7,31,s29693,ENSG00000146918,NCAPG2,,,pass,0.48,-0.07,3/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
3,plate1_3_003,C8,32,s15751,ENSG00000072501,SMC1A,,,pass,0.03,0.07,0,2/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
3,plate1_3_003,C9,33,s12890,ENSG00000113558,SKP1A,,,pass,0.08,-0.05,0,0,,,,,,
3,plate1_3_003,D1,37,s37878,ENSG00000085415,SEH1L,,,pass,-0.01,0,0,0,,,,,,
3,plate1_3_003,D10,46,s224705,ENSG00000162367,TAL1,,,pass,0.35,-0.01,2/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
3,plate1_3_003,D11,47,s39570,ENSG00000042286,AIFM2,,,pass,,,,,,,,,,
3,plate1_3_003,D12,48,s14496,ENSG00000127824,TUBA4A,,,pass,0.19,0.03,0,0,,,,,,
3,plate1_3_003,D2,38,s51519,ENSG00000188662,HILS1,,,pass,-0.05,0.02,0,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
3,plate1_3_003,D3,39,s51520,ENSG00000188662,HILS1,,,pass,0.13,0.01,2/4,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
3,plate1_3_003,D4,40,s25212,ENSG00000164880,INTS1,,,pass,-0.05,0.08,0,2/4,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,longer prophase,increased duration of mitotic prophase,CMPO_0000328
3,plate1_3_003,D5,41,s2380,ENSG00000042493,CAPG,,,fail,,,,,,,,,,
3,plate1_3_003,D6,42,s11338,ENSG00000041357,PSMA4,,,fail,not available,not available,0,1/1,,,,,,
3,plate1_3_003,D7,43,s195331,ENSG00000178257,PRM3,,,fail,not available,not available,1/1,0,,,,,,
3,plate1_3_003,D8,44,s11746,ENSG00000002016,RAD52,,,fail,not available,not available,not available,not available,,,,,,
3,plate1_3_003,D9,45,s43430,ENSG00000137413,TAF8,,,fail,not available,not available,0,0,,,,,,
3,plate1_3_003,E1,49,s27673,ENSG00000137804,NUSAP1,,,pass,0.08,0.07,1/4,0,,,,,,
3,plate1_3_003,E10,58,s20867,ENSG00000186141,POLR3C,,,pass,-0.15,0.11,0,2/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
3,plate1_3_003,E11,59,s11738,ENSG00000108384,RAD51C,,,pass,0.12,-0.04,1/4,1/4,,,,,,
3,plate1_3_003,E12,60,s223193,ENSG00000138738,PRDM5,,,pass,-0.05,0.01,0,1/4,,,,,,
3,plate1_3_003,E2,50,s31701,ENSG00000116539,ASH1L,,,pass,,,,,,,,,,
3,plate1_3_003,E3,51,s34567,ENSG00000181191,PJA1,,,pass,0.02,0,1/4,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
3,plate1_3_003,E4,52,s11747,ENSG00000002016,RAD52,,,pass,0.01,0.04,1/4,1/4,,,,,,
3,plate1_3_003,E5,53,s8180,ENSG00000174405,LIG4,,,pass,0.04,-0.01,0,1/4,,,,,,
3,plate1_3_003,E6,54,s444246,,,negative control,non-targetting siRNA,pass,,,,,,,,,,
3,plate1_3_003,E7,55,s2083,ENSG00000139618,BRCA2,,,pass,-0.09,0.1,0,1/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
3,plate1_3_003,E8,56,s19892,ENSG00000102898,NUTF2,,,pass,0.18,-0.03,2/4,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
3,plate1_3_003,E9,57,s14308,ENSG00000131747,TOP2A,,,pass,-0.1,0.11,0,2/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
3,plate1_3_003,F1,61,s43431,ENSG00000137413,TAF8,,,pass,0.03,0.04,0,1/4,,,,,,
3,plate1_3_003,F10,70,s11207,ENSG00000175646,PRM1,,,pass,0.08,-0.01,1/4,0,,,,,,
3,plate1_3_003,F11,71,s224915,ENSG00000196954,CASP4,,,pass,,,,,,,,,,
3,plate1_3_003,F12,72,s41425,ENSG00000146670,CDCA5,,,fail,0.28,-0.05,1/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
3,plate1_3_003,F2,62,s2744,ENSG00000094804,CDC6,,,pass,,,,,,,,,,
3,plate1_3_003,F3,63,s21308,ENSG00000183207,RUVBL2,,,pass,0.14,-0.01,0,0,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
3,plate1_3_003,F4,64,s21583,ENSG00000168439,STIP1,,,pass,-0.17,0.11,0,1/4,,,,,,
3,plate1_3_003,F5,65,s14700,ENSG00000010256,UQCRC1,,,pass,0.02,0.09,0,1/4,,,,,,
3,plate1_3_003,F6,66,s6323,ENSG00000185024,BRF1,,,pass,0.23,-0.01,3/4,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
3,plate1_3_003,F7,67,s10773,ENSG00000101868,POLA1,,,pass,0.15,0.03,1/4,0,,,,,,
3,plate1_3_003,F8,68,s21759,ENSG00000112941,PAPD7,,,pass,0.11,-0.08,0,0,,,,,,
3,plate1_3_003,F9,69,s21582,ENSG00000168439,STIP1,,,pass,-0.06,-0.01,1/4,0,,,,,,
3,plate1_3_003,G1,73,s20350,ENSG00000080986,NDC80,,,pass,0.14,-0.03,0,0,,,,,,
3,plate1_3_003,G10,82,s444246,,,negative control,non-targetting siRNA,fail,,,,,,,,,,
3,plate1_3_003,G11,83,s16186,ENSG00000073009,IKBKG,,,pass,0.01,0.03,0,1/4,,,,,,
3,plate1_3_003,G12,84,s22007,ENSG00000184489,PTP4A3,,,pass,-0.11,0.12,0,3/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
3,plate1_3_003,G2,74,s31700,ENSG00000116539,ASH1L,,,pass,,,,,,,,,,
3,plate1_3_003,G3,75,s7424,ENSG00000149503,INCENP,positive control,late mitotic phenotype,fail,,,,,,,,,,
3,plate1_3_003,G4,76,s2906,ENSG00000115163,CENPA,,,pass,,,,,,,,,,
3,plate1_3_003,G5,77,s22911,ENSG00000083642,PDS5B,,,pass,0.08,0.03,0,1/4,,,,,,
3,plate1_3_003,G6,78,s23883,ENSG00000094916,CBX5,,,fail,0.28,-0.07,2/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
3,plate1_3_003,G7,79,s2748,ENSG00000117399,CDC20,positive control,early mitotic phenotype,fail,,,,,,,,,,
3,plate1_3_003,G8,80,s34602,ENSG00000121274,PAPD5,,,pass,-0.21,0.18,0,2/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
3,plate1_3_003,G9,81,s14304,ENSG00000198900,TOP1,,,fail,0.19,-0.07,2/3,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
3,plate1_3_003,H1,85,s41424,ENSG00000146670,CDCA5,,,pass,0.31,-0.04,2/4,1/4,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
3,plate1_3_003,H10,94,s791,ENSG00000113522,RAD50,,,pass,0.02,0.01,0,1/4,,,,,,
3,plate1_3_003,H11,95,s524,ENSG00000139687,RB1,,,pass,-0.02,0.02,0,0,,,,,,
3,plate1_3_003,H12,96,s34566,ENSG00000181191,PJA1,,,pass,0.23,-0.06,2/4,0,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
3,plate1_3_003,H2,86,s19030,ENSG00000101003,GINS1,,,pass,-0.03,0.08,0,2/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
3,plate1_3_003,H3,87,s20866,ENSG00000186141,POLR3C,,,pass,0.01,0.03,0,0,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
3,plate1_3_003,H4,88,s21307,ENSG00000183207,RUVBL2,,,pass,0.05,0.15,0,2/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
3,plate1_3_003,H5,89,s37699,ENSG00000101447,FAM83D,,,pass,,,,,,,,,,
3,plate1_3_003,H6,90,s12836,ENSG00000196470,SIAH1,,,pass,-0.09,0.11,0,2/4,longer prophase,increased duration of mitotic prophase,CMPO_0000328,,,
3,plate1_3_003,H7,91,s6412,ENSG00000188486,H2AFX,,,pass,0.09,0.04,0,0,,,,,,
3,plate1_3_003,H8,92,s15754,ENSG00000102030,NAA10,,,pass,-0.06,0.11,0,2/4,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,longer prophase,increased duration of mitotic prophase,CMPO_0000328
3,plate1_3_003,H9,93,s17997,ENSG00000183291,SEP15_HUMAN,,,pass,-0.04,0.1,0,2/3,shorter prophase,decreased duration of mitotic prophase,CMPO_0000329,,,
