Plate	Well Number	Well	Plate_Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Cell Line]	Characteristics Comments	siRNA Pool Identifier	siRNA Library Name	Reagent Design Gene Annotation Build	Gene Identifier	Gene Symbol	Gene Symbol Synonyms	Gene Annotation Comments	RefSeq Locus	RefSeq GI Number	Analysis Gene Annotation Build	Control Type	Control Comments	Quality Control	Quality Control Comments	Channels	Comments
LM2_siGENOME_2A	29	B5	LM2_siGENOME_2A_B5																empty well					
LM2_siGENOME_2A	30	B6	LM2_siGENOME_2A_B6																empty well					
LM2_siGENOME_2A	31	B7	LM2_siGENOME_2A_B7																empty well					
LM2_siGENOME_2A	32	B8	LM2_siGENOME_2A_B8																empty well					
LM2_siGENOME_2A	33	B9	LM2_siGENOME_2A_B9																empty well					
LM2_siGENOME_2A	34	B10	LM2_siGENOME_2A_B10																empty well					
LM2_siGENOME_2A	35	B11	LM2_siGENOME_2A_B11																empty well					
LM2_siGENOME_2A	36	B12	LM2_siGENOME_2A_B12																empty well					
LM2_siGENOME_2A	37	B13	LM2_siGENOME_2A_B13																empty well					
LM2_siGENOME_2A	38	B14	LM2_siGENOME_2A_B14																empty well					
LM2_siGENOME_2A	39	B15	LM2_siGENOME_2A_B15																empty well					
LM2_siGENOME_2A	40	B16	LM2_siGENOME_2A_B16																empty well					
LM2_siGENOME_2A	41	B17	LM2_siGENOME_2A_B17																empty well					
LM2_siGENOME_2A	42	B18	LM2_siGENOME_2A_B18																empty well					
LM2_siGENOME_2A	43	B19	LM2_siGENOME_2A_B19																empty well					
LM2_siGENOME_2A	44	B20	LM2_siGENOME_2A_B20																empty well					
LM2_siGENOME_2A	45	B21	LM2_siGENOME_2A_B21																empty well					
LM2_siGENOME_2A	46	B22	LM2_siGENOME_2A_B22																empty well					
LM2_siGENOME_2A	47	B23	LM2_siGENOME_2A_B23																empty well					
LM2_siGENOME_2A	48	B24	LM2_siGENOME_2A_B24																empty well					
LM2_siGENOME_2A	49	C1	LM2_siGENOME_2A_C1																empty well					
LM2_siGENOME_2A	50	C2	LM2_siGENOME_2A_C2																empty well					
LM2_siGENOME_2A	51	C3	LM2_siGENOME_2A_C3	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-018019-00	Dharmacon siGENOME		55843	ARHGAP15			NM_018460	28466978				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	52	C4	LM2_siGENOME_2A_C4	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-015110-00	Dharmacon siGENOME		93663	ARHGAP18			NM_033515	39932588				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	53	C5	LM2_siGENOME_2A_C5	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010254-00	Dharmacon siGENOME		9754	STARD8			NM_014725	31543658				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	54	C6	LM2_siGENOME_2A_C6	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-015110-00	Dharmacon siGENOME		93663	ARHGAP18			NM_033515	39932588				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	55	C7	LM2_siGENOME_2A_C7	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231		Dharmacon siGENOME									negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	56	C8	LM2_siGENOME_2A_C8	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-023061-01	Dharmacon siGENOME		57636	ARHGAP23			XM_936596	113427393				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	57	C9	LM2_siGENOME_2A_C9	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010254-00	Dharmacon siGENOME		9754	STARD8			NM_014725	31543658				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	58	C10	LM2_siGENOME_2A_C10	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-023061-01	Dharmacon siGENOME		57636	ARHGAP23			XM_936596	113427393				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	59	C11	LM2_siGENOME_2A_C11	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-003021-03	Dharmacon siGENOME		5296	PIK3R2			NM_005027	48976048				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	60	C12	LM2_siGENOME_2A_C12	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009304-01	Dharmacon siGENOME		395	ARHGAP6			NM_006125	95091987				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	61	C13	LM2_siGENOME_2A_C13	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-019080-01	Dharmacon siGENOME		58504	ARHGAP22			NM_021226	34013589				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	62	C14	LM2_siGENOME_2A_C14	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009304-01	Dharmacon siGENOME		395	ARHGAP6			NM_006125	95091987				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	63	C15	LM2_siGENOME_2A_C15	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010026-01	Dharmacon siGENOME		4952	OCRL			NM_000276	21396493				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	64	C16	LM2_siGENOME_2A_C16	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008446-00	Dharmacon siGENOME		158763	ARHGAP36	FLJ30058	Gene symbol updated by IDR curator to be consistent across plates.	NM_144967	40255079				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	65	C17	LM2_siGENOME_2A_C17	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008277-01	Dharmacon siGENOME		9411	ARHGAP29	PARG1	Gene symbol updated by IDR curator to be consistent across plates.	NM_004815	134304852				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	66	C18	LM2_siGENOME_2A_C18	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008446-00	Dharmacon siGENOME		158763	ARHGAP36	FLJ30058	Gene symbol updated by IDR curator to be consistent across plates.	NM_144967	40255079				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	67	C19	LM2_siGENOME_2A_C19	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-021531-02	Dharmacon siGENOME		23380	SRGAP2			NM_001042758	112363095				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	68	C20	LM2_siGENOME_2A_C20	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-026507-01	Dharmacon siGENOME		143872	ARHGAP42	FLJ32810	Gene symbol updated by IDR curator to be consistent across plates.	XM_001127587	113423084				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	69	C21	LM2_siGENOME_2A_C21	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-021125-01	Dharmacon siGENOME		55789	DEPDC1			NM_017779	41282232				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	70	C22	LM2_siGENOME_2A_C22	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-026507-01	Dharmacon siGENOME		143872	ARHGAP42	FLJ32810	Gene symbol updated by IDR curator to be consistent across plates.	XM_001127587	113423084				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	71	C23	LM2_siGENOME_2A_C23																empty well					
LM2_siGENOME_2A	72	C24	LM2_siGENOME_2A_C24																empty well					
LM2_siGENOME_2A	73	D1	LM2_siGENOME_2A_D1																empty well					
LM2_siGENOME_2A	74	D2	LM2_siGENOME_2A_D2																empty well					
LM2_siGENOME_2A	75	D3	LM2_siGENOME_2A_D3	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	76	D4	LM2_siGENOME_2A_D4	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	77	D5	LM2_siGENOME_2A_D5	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	78	D6	LM2_siGENOME_2A_D6	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	bad focus	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	79	D7	LM2_siGENOME_2A_D7	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	80	D8	LM2_siGENOME_2A_D8	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	81	D9	LM2_siGENOME_2A_D9	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	82	D10	LM2_siGENOME_2A_D10	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	83	D11	LM2_siGENOME_2A_D11	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	84	D12	LM2_siGENOME_2A_D12	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	85	D13	LM2_siGENOME_2A_D13	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	86	D14	LM2_siGENOME_2A_D14	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	87	D15	LM2_siGENOME_2A_D15	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	88	D16	LM2_siGENOME_2A_D16	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	89	D17	LM2_siGENOME_2A_D17	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	90	D18	LM2_siGENOME_2A_D18	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	91	D19	LM2_siGENOME_2A_D19	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	92	D20	LM2_siGENOME_2A_D20	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	93	D21	LM2_siGENOME_2A_D21	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	94	D22	LM2_siGENOME_2A_D22	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	95	D23	LM2_siGENOME_2A_D23																empty well					
LM2_siGENOME_2A	96	D24	LM2_siGENOME_2A_D24																empty well					
LM2_siGENOME_2A	97	E1	LM2_siGENOME_2A_E1																empty well					
LM2_siGENOME_2A	98	E2	LM2_siGENOME_2A_E2																empty well					
LM2_siGENOME_2A	99	E3	LM2_siGENOME_2A_E3	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-014713-01	Dharmacon siGENOME		83478	ARHGAP24			NM_001042669	111154089				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	100	E4	LM2_siGENOME_2A_E4	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-027281-00	Dharmacon siGENOME		201176	ARHGAP27	LOC201176	Gene symbol updated by IDR curator to be consistent across plates.	NM_199282	40568321				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	101	E5	LM2_siGENOME_2A_E5	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010047-02	Dharmacon siGENOME		64333	ARHGAP9			NM_001080156	122939148				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	102	E6	LM2_siGENOME_2A_E6	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-027281-00	Dharmacon siGENOME		201176	ARHGAP27	LOC201176	Gene symbol updated by IDR curator to be consistent across plates.	NM_199282	40568321				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	103	E7	LM2_siGENOME_2A_E7	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-013830-00	Dharmacon siGENOME		55789	DEPDC1B			NM_018369	23510330				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	104	E8	LM2_siGENOME_2A_E8	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009130-01	Dharmacon siGENOME		257106	ARHGAP30	LOC257106	Gene symbol updated by IDR curator to be consistent across plates.	NM_181720	71040095				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	105	E9	LM2_siGENOME_2A_E9	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-020738-01	Dharmacon siGENOME		51306	FAM13B	C5ORF5	Gene symbol updated by IDR curator to be consistent across plates.	NM_001101801	156142191				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	106	E10	LM2_siGENOME_2A_E10	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009130-01	Dharmacon siGENOME		257106	ARHGAP30	LOC257106	Gene symbol updated by IDR curator to be consistent across plates.	NM_181720	71040095				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	107	E11	LM2_siGENOME_2A_E11	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010026-01	Dharmacon siGENOME		4952	OCRL			NM_000276	21396493				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	108	E12	LM2_siGENOME_2A_E12	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-024189-01	Dharmacon siGENOME		343578	ARHGAP40	LOC343578	Gene symbol updated by IDR curator to be consistent across plates.	XM_937379	113429016				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	109	E13	LM2_siGENOME_2A_E13	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-003021-03	Dharmacon siGENOME		5296	PIK3R2			NM_005027	48976048				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	110	E14	LM2_siGENOME_2A_E14	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-024189-01	Dharmacon siGENOME		343578	ARHGAP40	LOC343578	Gene symbol updated by IDR curator to be consistent across plates.	XM_937379	113429016				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	111	E15	LM2_siGENOME_2A_E15	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-014713-01	Dharmacon siGENOME		83478	ARHGAP24			NM_001042669	111154089				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	112	E16	LM2_siGENOME_2A_E16	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	113	E17	LM2_siGENOME_2A_E17	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-021617-02	Dharmacon siGENOME		84144	SYDE2	FLJ13815	Gene symbol updated by IDR curator to be consistent across plates.	NM_032184	149274654				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	114	E18	LM2_siGENOME_2A_E18	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231		Dharmacon siGENOME									negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	115	E19	LM2_siGENOME_2A_E19	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-021531-02	Dharmacon siGENOME		23380	SRGAP2			NM_001042758	112363095				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	116	E20	LM2_siGENOME_2A_E20	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231		Dharmacon siGENOME									negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	117	E21	LM2_siGENOME_2A_E21	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010047-02	Dharmacon siGENOME		64333	ARHGAP9			NM_001080156	122939148				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	118	E22	LM2_siGENOME_2A_E22	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231		Dharmacon siGENOME									negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	119	E23	LM2_siGENOME_2A_E23																empty well					
LM2_siGENOME_2A	120	E24	LM2_siGENOME_2A_E24																empty well					
LM2_siGENOME_2A	121	F1	LM2_siGENOME_2A_F1																empty well					
LM2_siGENOME_2A	122	F2	LM2_siGENOME_2A_F2																empty well					
LM2_siGENOME_2A	123	F3	LM2_siGENOME_2A_F3	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	124	F4	LM2_siGENOME_2A_F4	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	125	F5	LM2_siGENOME_2A_F5	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	126	F6	LM2_siGENOME_2A_F6	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	127	F7	LM2_siGENOME_2A_F7	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	unfocused field	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	128	F8	LM2_siGENOME_2A_F8	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	129	F9	LM2_siGENOME_2A_F9	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	130	F10	LM2_siGENOME_2A_F10	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	131	F11	LM2_siGENOME_2A_F11	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	132	F12	LM2_siGENOME_2A_F12	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
