Dataset Name,Image Name,Characteristics [Organism],Characteristics [Strain],Characteristics [Mating Type],Characteristics [Genotype],Experimental Condition [Treatment],Experimental Condition [Experimental Genotype],Comment [Gene Annotation Comments],Comment [Image File Type],Channels,Comment [Gene Symbol 1],Comment [Gene Symbol 2],Comment [Gene Identifier 1],Comment [Gene Identifier 2],Term Source REF,Term Source Accession
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,Pos36,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY;pKAR3-dPSTRR;Histone-CFP,1uM Pheromone at Time 0,pAGA1-dPSTRY;pKAR3-dPSTRR,Saccharomyces genome database,raw,BF: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pKAR3-dPSTR;BF1: Brightfield out of focus,AGA1,KAR3,YNR044W,YPR141C,EFO,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,Pos37,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY;pKAR3-dPSTRR;Histone-CFP,1uM Pheromone at Time 0,pAGA1-dPSTRY;pKAR3-dPSTRR,Saccharomyces genome database,raw,BF: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pKAR3-dPSTR;BF1: Brightfield out of focus,AGA1,KAR3,YNR044W,YPR141C,EFO,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,Pos38,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY;pKAR3-dPSTRR;Histone-CFP,1uM Pheromone at Time 0,pAGA1-dPSTRY;pKAR3-dPSTRR,Saccharomyces genome database,raw,BF: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pKAR3-dPSTR;BF1: Brightfield out of focus,AGA1,KAR3,YNR044W,YPR141C,EFO,EFO_0001275
YDA247_AGA1y_KAR3r_DoseResponsePheromoneTreatment,Pos39,Saccharomyces cerevisiae,YDA247,mating type a,pAGA1-dPSTRY;pKAR3-dPSTRR;Histone-CFP,1uM Pheromone at Time 0,pAGA1-dPSTRY;pKAR3-dPSTRR,Saccharomyces genome database,raw,BF: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pKAR3-dPSTR;BF1: Brightfield out of focus,AGA1,KAR3,YNR044W,YPR141C,EFO,EFO_0001275
YDA189_AGA1y_FUS1r_Mating,Pos7,Saccharomyces cerevisiae,YDA189 X YSP711,mating type a X mating type alpha,YDA189: pAGA1-dPSTRY;pFUS1-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pFUS1-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pFUS1-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,FUS1,YNR044W,YCL027W,EFO,EFO_0001275;EFO_0001270
YDA189_AGA1y_FUS1r_Mating,Pos8,Saccharomyces cerevisiae,YDA189 X YSP711,mating type a X mating type alpha,YDA189: pAGA1-dPSTRY;pFUS1-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pFUS1-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pFUS1-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,FUS1,YNR044W,YCL027W,EFO,EFO_0001275;EFO_0001270
YDA189_AGA1y_FUS1r_Mating,Pos9,Saccharomyces cerevisiae,YDA189 X YSP711,mating type a X mating type alpha,YDA189: pAGA1-dPSTRY;pFUS1-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pFUS1-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pFUS1-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,FUS1,YNR044W,YCL027W,EFO,EFO_0001275;EFO_0001270
YDA189_AGA1y_FUS1r_Mating,Pos10,Saccharomyces cerevisiae,YDA189 X YSP711,mating type a X mating type alpha,YDA189: pAGA1-dPSTRY;pFUS1-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pFUS1-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pFUS1-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,FUS1,YNR044W,YCL027W,EFO,EFO_0001275;EFO_0001270
YDA189_AGA1y_FUS1r_Mating,Pos11,Saccharomyces cerevisiae,YDA189 X YSP711,mating type a X mating type alpha,YDA189: pAGA1-dPSTRY;pFUS1-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pFUS1-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pFUS1-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,FUS1,YNR044W,YCL027W,EFO,EFO_0001275;EFO_0001270
YDA189_AGA1y_FUS1r_Mating,Pos12,Saccharomyces cerevisiae,YDA189 X YSP711,mating type a X mating type alpha,YDA189: pAGA1-dPSTRY;pFUS1-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pFUS1-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pFUS1-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,FUS1,YNR044W,YCL027W,EFO,EFO_0001275;EFO_0001270
YDA189_AGA1y_FUS1r_Mating,Pos13,Saccharomyces cerevisiae,YDA189 X YSP711,mating type a X mating type alpha,YDA189: pAGA1-dPSTRY;pFUS1-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pFUS1-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pFUS1-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,FUS1,YNR044W,YCL027W,EFO,EFO_0001275;EFO_0001270
YDA198_AGA1y_KAR4r_Mating,Pos14,Saccharomyces cerevisiae,YDA198 X YSP711,mating type a X mating type alpha,YDA198: pAGA1-dPSTRY;pKAR4-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pKAR4-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pKAR4-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,KAR4,YNR044W,YCL055W,EFO,EFO_0001275;EFO_0001270
YDA198_AGA1y_KAR4r_Mating,Pos15,Saccharomyces cerevisiae,YDA198 X YSP711,mating type a X mating type alpha,YDA198: pAGA1-dPSTRY;pKAR4-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pKAR4-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pKAR4-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,KAR4,YNR044W,YCL055W,EFO,EFO_0001275;EFO_0001270
YDA198_AGA1y_KAR4r_Mating,Pos16,Saccharomyces cerevisiae,YDA198 X YSP711,mating type a X mating type alpha,YDA198: pAGA1-dPSTRY;pKAR4-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pKAR4-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pKAR4-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,KAR4,YNR044W,YCL055W,EFO,EFO_0001275;EFO_0001270
YDA198_AGA1y_KAR4r_Mating,Pos17,Saccharomyces cerevisiae,YDA198 X YSP711,mating type a X mating type alpha,YDA198: pAGA1-dPSTRY;pKAR4-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pKAR4-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pKAR4-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,KAR4,YNR044W,YCL055W,EFO,EFO_0001275;EFO_0001270
YDA198_AGA1y_KAR4r_Mating,Pos18,Saccharomyces cerevisiae,YDA198 X YSP711,mating type a X mating type alpha,YDA198: pAGA1-dPSTRY;pKAR4-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pKAR4-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pKAR4-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,KAR4,YNR044W,YCL055W,EFO,EFO_0001275;EFO_0001270
YDA198_AGA1y_KAR4r_Mating,Pos19,Saccharomyces cerevisiae,YDA198 X YSP711,mating type a X mating type alpha,YDA198: pAGA1-dPSTRY;pKAR4-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pKAR4-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pKAR4-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,KAR4,YNR044W,YCL055W,EFO,EFO_0001275;EFO_0001270
YDA247_AGA1y_KAR3r_Mating,Pos20,Saccharomyces cerevisiae,YDA247 X YSP711,mating type a X mating type alpha,YDA247: pAGA1-dPSTRY;pKAR3-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pKAR3-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pKAR3-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,KAR3,YNR044W,YPR141C,EFO,EFO_0001275;EFO_0001270
YDA247_AGA1y_KAR3r_Mating,Pos21,Saccharomyces cerevisiae,YDA247 X YSP711,mating type a X mating type alpha,YDA247: pAGA1-dPSTRY;pKAR3-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pKAR3-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pKAR3-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,KAR3,YNR044W,YPR141C,EFO,EFO_0001275;EFO_0001270
YDA247_AGA1y_KAR3r_Mating,Pos22,Saccharomyces cerevisiae,YDA247 X YSP711,mating type a X mating type alpha,YDA247: pAGA1-dPSTRY;pKAR3-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pKAR3-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pKAR3-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,KAR3,YNR044W,YPR141C,EFO,EFO_0001275;EFO_0001270
YDA247_AGA1y_KAR3r_Mating,Pos23,Saccharomyces cerevisiae,YDA247 X YSP711,mating type a X mating type alpha,YDA247: pAGA1-dPSTRY;pKAR3-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pKAR3-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pKAR3-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,KAR3,YNR044W,YPR141C,EFO,EFO_0001275;EFO_0001270
YDA247_AGA1y_KAR3r_Mating,Pos24,Saccharomyces cerevisiae,YDA247 X YSP711,mating type a X mating type alpha,YDA247: pAGA1-dPSTRY;pKAR3-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pKAR3-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pKAR3-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,KAR3,YNR044W,YPR141C,EFO,EFO_0001275;EFO_0001270
YDA247_AGA1y_KAR3r_Mating,Pos25,Saccharomyces cerevisiae,YDA247 X YSP711,mating type a X mating type alpha,YDA247: pAGA1-dPSTRY;pKAR3-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pKAR3-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pKAR3-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,KAR3,YNR044W,YPR141C,EFO,EFO_0001275;EFO_0001270
YDA247_AGA1y_KAR3r_Mating,Pos26,Saccharomyces cerevisiae,YDA247 X YSP711,mating type a X mating type alpha,YDA247: pAGA1-dPSTRY;pKAR3-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pKAR3-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pKAR3-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,KAR3,YNR044W,YPR141C,EFO,EFO_0001275;EFO_0001270
YDA247_AGA1y_KAR3r_Mating,Pos27,Saccharomyces cerevisiae,YDA247 X YSP711,mating type a X mating type alpha,YDA247: pAGA1-dPSTRY;pKAR3-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pKAR3-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pKAR3-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,KAR3,YNR044W,YPR141C,EFO,EFO_0001275;EFO_0001270
YDA247_AGA1y_KAR3r_Mating,Pos28,Saccharomyces cerevisiae,YDA247 X YSP711,mating type a X mating type alpha,YDA247: pAGA1-dPSTRY;pKAR3-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pKAR3-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pKAR3-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,KAR3,YNR044W,YPR141C,EFO,EFO_0001275;EFO_0001270
YDA247_AGA1y_KAR3r_Mating,Pos29,Saccharomyces cerevisiae,YDA247 X YSP711,mating type a X mating type alpha,YDA247: pAGA1-dPSTRY;pKAR3-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pKAR3-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pKAR3-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,KAR3,YNR044W,YPR141C,EFO,EFO_0001275;EFO_0001270
YDA249_AGA1y_PRM3r_Mating,Pos13,Saccharomyces cerevisiae,YDA249 X YSP711,mating type a X mating type alpha,YDA249: pAGA1-dPSTRY;pPRM3-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pPRM3-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pPRM3-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,PRM3,YNR044W,YPL192C,EFO,EFO_0001275;EFO_0001270
YDA249_AGA1y_PRM3r_Mating,Pos14,Saccharomyces cerevisiae,YDA249 X YSP711,mating type a X mating type alpha,YDA249: pAGA1-dPSTRY;pPRM3-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pPRM3-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pPRM3-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,PRM3,YNR044W,YPL192C,EFO,EFO_0001275;EFO_0001270
YDA249_AGA1y_PRM3r_Mating,Pos15,Saccharomyces cerevisiae,YDA249 X YSP711,mating type a X mating type alpha,YDA249: pAGA1-dPSTRY;pPRM3-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pPRM3-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pPRM3-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,PRM3,YNR044W,YPL192C,EFO,EFO_0001275;EFO_0001270
YDA249_AGA1y_PRM3r_Mating,Pos16,Saccharomyces cerevisiae,YDA249 X YSP711,mating type a X mating type alpha,YDA249: pAGA1-dPSTRY;pPRM3-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pPRM3-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pPRM3-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,PRM3,YNR044W,YPL192C,EFO,EFO_0001275;EFO_0001270
YDA249_AGA1y_PRM3r_Mating,Pos17,Saccharomyces cerevisiae,YDA249 X YSP711,mating type a X mating type alpha,YDA249: pAGA1-dPSTRY;pPRM3-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pPRM3-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pPRM3-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,PRM3,YNR044W,YPL192C,EFO,EFO_0001275;EFO_0001270
YDA296_AGA1y_FUS2r_Mating,Pos18,Saccharomyces cerevisiae,YDA296 X YSP711,mating type a X mating type alpha,YDA296: pAGA1-dPSTRY;pFUS2-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pFUS2-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pFUS2-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,FUS2,YNR044W,YMR232W,EFO,EFO_0001275;EFO_0001270
YDA296_AGA1y_FUS2r_Mating,Pos19,Saccharomyces cerevisiae,YDA296 X YSP711,mating type a X mating type alpha,YDA296: pAGA1-dPSTRY;pFUS2-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pFUS2-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pFUS2-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,FUS2,YNR044W,YMR232W,EFO,EFO_0001275;EFO_0001270
YDA296_AGA1y_FUS2r_Mating,Pos20,Saccharomyces cerevisiae,YDA296 X YSP711,mating type a X mating type alpha,YDA296: pAGA1-dPSTRY;pFUS2-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pFUS2-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pFUS2-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,FUS2,YNR044W,YMR232W,EFO,EFO_0001275;EFO_0001270
YDA296_AGA1y_FUS2r_Mating,Pos21,Saccharomyces cerevisiae,YDA296 X YSP711,mating type a X mating type alpha,YDA296: pAGA1-dPSTRY;pFUS2-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pFUS2-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pFUS2-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,FUS2,YNR044W,YMR232W,EFO,EFO_0001275;EFO_0001270
YDA296_AGA1y_FUS2r_Mating,Pos22,Saccharomyces cerevisiae,YDA296 X YSP711,mating type a X mating type alpha,YDA296: pAGA1-dPSTRY;pFUS2-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pFUS2-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pFUS2-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,FUS2,YNR044W,YMR232W,EFO,EFO_0001275;EFO_0001270
YDA296_AGA1y_FUS2r_Mating,Pos23,Saccharomyces cerevisiae,YDA296 X YSP711,mating type a X mating type alpha,YDA296: pAGA1-dPSTRY;pFUS2-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pFUS2-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pFUS2-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,FUS2,YNR044W,YMR232W,EFO,EFO_0001275;EFO_0001270
YDA302_AGA1y_FIG2r_Mating,Pos13,Saccharomyces cerevisiae,YDA302 X YSP711,mating type a X mating type alpha,YDA302: pAGA1-dPSTRY;pFIG2-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pFIG2-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pFIG2-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,FIG2,YNR044W,YCR089W,EFO,EFO_0001275;EFO_0001270
YDA302_AGA1y_FIG2r_Mating,Pos14,Saccharomyces cerevisiae,YDA302 X YSP711,mating type a X mating type alpha,YDA302: pAGA1-dPSTRY;pFIG2-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pFIG2-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pFIG2-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,FIG2,YNR044W,YCR089W,EFO,EFO_0001275;EFO_0001270
YDA302_AGA1y_FIG2r_Mating,Pos15,Saccharomyces cerevisiae,YDA302 X YSP711,mating type a X mating type alpha,YDA302: pAGA1-dPSTRY;pFIG2-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pFIG2-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pFIG2-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,FIG2,YNR044W,YCR089W,EFO,EFO_0001275;EFO_0001270
YDA302_AGA1y_FIG2r_Mating,Pos16,Saccharomyces cerevisiae,YDA302 X YSP711,mating type a X mating type alpha,YDA302: pAGA1-dPSTRY;pFIG2-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pFIG2-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pFIG2-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,FIG2,YNR044W,YCR089W,EFO,EFO_0001275;EFO_0001270
YDA302_AGA1y_FIG2r_Mating,Pos17,Saccharomyces cerevisiae,YDA302 X YSP711,mating type a X mating type alpha,YDA302: pAGA1-dPSTRY;pFIG2-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pFIG2-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pFIG2-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,FIG2,YNR044W,YCR089W,EFO,EFO_0001275;EFO_0001270
YDA302_AGA1y_FIG2r_Mating,Pos18,Saccharomyces cerevisiae,YDA302 X YSP711,mating type a X mating type alpha,YDA302: pAGA1-dPSTRY;pFIG2-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pFIG2-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pFIG2-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,FIG2,YNR044W,YCR089W,EFO,EFO_0001275;EFO_0001270
YDA302_AGA1y_FIG2r_Mating,Pos19,Saccharomyces cerevisiae,YDA302 X YSP711,mating type a X mating type alpha,YDA302: pAGA1-dPSTRY;pFIG2-dPSTRR;Histone-CFP;MATa;YSP711 pGPD-tdiRFP;MATalpha,Mixing of MATa and MATalpha cells,pAGA1-dPSTRY;pFIG2-dPSTRR,Saccharomyces genome database,raw,BF0: Brightfield;CFP:nuclei;YFP: pAGA1-dPSTR;RFP:pFIG2-dPSTR;Cy5p5: tdiRFP Fusion BF1: Brightfield out of focus,AGA1,FIG2,YNR044W,YCR089W,EFO,EFO_0001275;EFO_0001270
