Plate_Well	siRNA Pool Identifier	Gene Identifier	Gene Symbol	Gene Annotation Comments	n	ext	ecc	Ato	Nex	Nin	Nto	AF	BC	C	M	LA	P	Cluster	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8	Phenotype 9	Phenotype 10	Phenotype 11	Phenotype 12	Phenotype 13	Phenotype 14	Phenotype 15	Phenotype 16	Phenotype 17	Phenotype 18
HT37_M9	M-013813-00	55534	MAML3		0	0	0	1	0	0	0	0	0	0	0	0	0	10	yes	multiple reagents										high actin ratio cells								
HT37_N5	M-010579-00	55813	UTP6		0	0	0	0	-0.889	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT37_P11	M-017711-00	55845	C3orf10		0	0	0	0	0	0	0.746	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT37_P18	M-013526-00	56129	PCDHB7		0	-0.631	0	0	0	0	0.999	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT38_B5	M-020263-00	57092;LOC729298;731661;729298;LOC100128989	PCNP;LOC729298;LOC729298;LOC729298;LOC100128989	"siRNA matched to more than one gene (57092;LOC729298;731661;729298;LOC100128989,PCNP;LOC729298;LOC729298;LOC729298;LOC100128989)"	0.978	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT38_B7	M-007030-00	57093;653111;283116;LOC283116;642569;LOC642425;642425	TRIM49;LOC653111;LOC283116;LOC283116;TRIM53;LOC642425;LOC642425	"siRNA matched to more than one gene (57093;653111;283116;LOC283116;642569;LOC642425;642425,TRIM49;LOC653111;LOC283116;LOC283116;TRIM53;LOC642425;LOC642425)"	0	0	-0.995	0	0	0	0	0	0	0	0	0	0	9	yes	multiple reagents									low eccentricity cells									
HT38_C12	M-007323-00	56918	DKFZp547H025		0	0	0	0	0	0	0	0.623	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT38_D14	M-007884-00	57453	DSCAML1		0	0	0	0	0	0	0	0	0	0	0	0	1	4	yes	multiple reagents				cells with protrusions														
HT38_D19	M-020429-00	57127	RHBG		0	0	0	0	1	0	0.934	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT38_F13	M-031226-00	57139	RGL3		0	0	0.579	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT38_G12	M-004914-00	56949	XAB2		0	0	-0.92	0	0	0	0.534	0	0	0	0	0	0	9	yes	multiple reagents									low eccentricity cells									
HT38_H6	M-013937-00	57474	ZNF490		0	0	0	0	0	0	-1	0	0	0	0	0	0	8	yes	multiple reagents								small cells										
HT38_I7	M-012869-00	728492;8293;SERF1A;SERF1B	SERF1B;SERF1A;SERF1A;SERF1B	"siRNA matched to more than one gene (728492;8293;SERF1A;SERF1B,SERF1B;SERF1A;SERF1A;SERF1B)"	0	0	0	0	0.541	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT38_J9	M-008268-00	57176	VARS2		0	-0.84	0	0	0	0	1	0	0	0.839	0	0	0		yes	multiple reagents																		other phenotype
HT38_K10	M-016137-00	56983	KTELC1		0	0	0.686	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT38_M21	M-021215-00	56851	C15orf24		0	0	0	0	-0.74	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT38_N6	M-010725-00	57515	SERINC1		0	-0.859	0	0	-0.942	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT38_P9	M-017962-00	57333	RCN3		0	0	0.986	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT39_A19	M-019270-00	57563	KLHL8		0	-0.749	0	0	0	0	0.501	0	0	0.951	0	0	0		yes	multiple reagents																		other phenotype
HT39_A23	M-022568-00	57567	ZNF319		0	0	0	1	0	0	0	0	0	0	0	0	0	10	yes	multiple reagents										high actin ratio cells								
HT39_C7	M-026514-00	57569	ARHGAP20		-0.586	0	0	-0.728	0	0.998	0	0	0	0	1	0	0	7	yes	multiple reagents							SM phenotype (round cells and many in metaphase)											
HT39_D13	M-016842-00	58515;LOC100129085	SELK;LOC100129085	"siRNA matched to more than one gene (58515;LOC100129085,SELK;LOC100129085)"	0.999	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT39_D21	M-015884-00	58526	MID1IP1		0	0	1	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT39_D22	M-019222-00	63916	ELMO2		0	0	0.977	0	0	0	0	0	0	0	0	0	1	6	yes	multiple reagents						elongated cells with protrusions												
HT39_D7	M-031204-00	58509;C19orf29OS	C19orf29;C19orf29OS	"siRNA matched to more than one gene (58509;C19orf29OS,C19orf29;C19orf29OS)"	0	0	0	0	0	0	0.981	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT39_E6	M-023101-00	57703	KIAA1604		-0.564	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT39_F9	M-031990-00	58531	PRM3		0	0	0	0	0	0	0	0.904	0	0	0	0	0	12	yes	multiple reagents												actin fiber cells						
HT39_G22	M-016344-00	57763	ANKRA2		0	0	0.759	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT39_H8	M-013903-00	63934	ZNF667		0	0	0	-0.878	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT39_H9	M-008082-00	59307	SIGIRR		0	0	0	1	0	0	0	0	0	0	0	1	0	16	yes	multiple reagents																lamellipodia and high actin cells		
HT39_I14	M-017813-00	57819	LSM2		0	0	0	0	0	0	0	0	1	0	0	0	0	13	yes	multiple reagents													big cells					
HT39_I23	M-014129-00	57621	ZBTB2		0	0	0	0	0	0	0	0	0	0	1	0	0	11	yes	multiple reagents											metaphase cells							
HT39_J17	M-009260-00	60481	ELOVL5		0	0	0	0	0	0	0	0	0	0	0	0	0.64		yes	multiple reagents																		other phenotype
HT39_J21	M-013976-00	60484	HAPLN2		0	0	0	0	0	0	0.996	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT39_J9	M-013941-00	60370	AVPI1		0	0	0	0	0	0	0.826	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT39_K6	M-010057-00	57826	RAP2C		0	0	0	0	0	0	0	0	1	0	0	0	0	13	yes	multiple reagents													big cells					
HT39_L12	M-007505-00	64078	SLC28A3		0	0	0.997	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT39_L9	M-015916-00	60490	PPCDC		0	0	1	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT39_M11	M-031354-00	57644	MYH7B		0	-0.824	0	-0.773	0	0	0.715	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT39_M23	M-026179-00	57653	KIAA1529		0	1	0	0	0	0	0	0	1	0	0	0	0		yes	multiple reagents																		other phenotype
HT39_M7	M-024094-00	57642	COL20A1		0	-0.972	0	-0.84	-0.998	0	0.999	0	0	0.917	0	0	0		yes	multiple reagents																		other phenotype
HT39_N11	M-004976-00	60561	RINT1		0	0	0	0	-0.852	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT39_O12	M-005929-00	58489	FAM108C1		0	0	0.782	0	0	0	0	0	0	0	0	0	1	4+6	yes	multiple reagents				cells with protrusions		elongated cells with protrusions												
HT39_O6	M-013781-00	58485	TRAPPC1		-0.561	-0.608	0	-0.859	0	0	0.985	0	0	0.766	0	0	0		yes	multiple reagents																		other phenotype
HT39_P9	M-015854-00	60677	BRUNOL6		0	-0.613	0	0	-0.675	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT40_B16	M-014281-00	79022	TMEM106C		0	0	0	0	0	0	-0.998	0	0	0	0	0	0	8	yes	multiple reagents								small cells										
HT40_C13	M-016467-00	64220	STRA6		0	0.995	0	0	0	0	0	0	0	0	0	0	0	14	yes	multiple reagents														large cells				
HT40_D11	M-013498-00	65005	MRPL9		0	0	0	0	0	0	0	1	0	0	0	0	0	12	yes	multiple reagents												actin fiber cells						
HT40_D14	M-014289-00	79036	C19orf50		0	0	0	0	0	0	0	0	0	0	0.691	0	0		yes	multiple reagents																		other phenotype
HT40_D20	M-014290-00	79041	TMEM38A		0	0	0	0	0	0	0	1	0	0	0	0	0	12	yes	multiple reagents												actin fiber cells						
HT40_D5	M-013574-00	64979	MRPL36		0	0	0	0	0	0	0.987	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT40_E15	M-014091-00	64319	FBRS		0	0	0.953	0	0	0	0	0	0	0	0	0	1	6	yes	multiple reagents						elongated cells with protrusions												
HT40_E22	M-016323-00	64773	FAM113A		0	0	0	0	-0.55	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT40_E7	M-010731-00	64236	PDLIM2		0	0.984	0	0	1	0	0	0.999	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT40_F12	M-014294-00	79065	ATG9A		0	0	0	0	0.88	0	0	0	0	0	0	0	0	3	yes	multiple reagents			large nuclei															
HT40_G10	M-013745-00	64779	MTHFSD		0	0	0	0	0	0	-0.978	1	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT40_G19	M-007051-00	64376	IKZF5		0	0	0.539	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT40_G22	M-017269-00	64787	EPS8L2		0	0	0	0	1	0	0	0	0	0	0	0	0	3	yes	multiple reagents			large nuclei															
HT40_G23	M-018120-00	64388	GREM2		0	0	0	0	0.912	0	0	0	0	0	0	0	0	3	yes	multiple reagents			large nuclei															
HT40_H14	M-014304-00	79080	CCDC86		0	1	0	0	0	0	0	0	0	0	0	0	0	14	yes	multiple reagents														large cells				
HT40_H22	M-007360-00	79085	SLC25A23		0	0	0	0	1	0.978	0	0	1	0	0	0	0	1	yes	multiple reagents	BL phenotype (large cells and bright nuclei)																	
HT40_H9	M-007056-00	65243	ZNF643		0	0	0	0	0	1	0	0	0	0	0	0	0	2	yes	multiple reagents		bright nuclei																
HT40_I21	M-013019-00	64409	WBSCR17		0	0	0	0	1	0	0	0	0	0	0	0	0	3	yes	multiple reagents			large nuclei															
HT40_I8	M-014213-00	64792	RABL5		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT40_J12	M-014309-00	79091	C16orf68		0	1	0	0	0.999	0	0	0	1	0	0	0	0	1	yes	multiple reagents	BL phenotype (large cells and bright nuclei)																	
HT40_J13	M-016474-00	65982	ZSCAN18		0	0	0	0	0	0	0	1	0	0	0	0	0	12	yes	multiple reagents												actin fiber cells						
HT40_J14	M-014310-00	79094	CHAC1		0	0.77	0	0	0	0	0	0	1	0	0	0	0	13	yes	multiple reagents													big cells					
HT40_J20	M-007059-00	79097;LOC399936;642569;LOC642425;TRIM53;642425	TRIM48;LOC399936;TRIM53;LOC642425;TRIM53;LOC642425	"siRNA matched to more than one gene (79097;LOC399936;642569;LOC642425;TRIM53;642425,TRIM48;LOC399936;TRIM53;LOC642425;TRIM53;LOC642425)"	1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT40_J21	M-014254-00	65989	DLK2		0	0	0	0	0	0	0	0	0	0	0.998	0	0	11	yes	multiple reagents											metaphase cells							
HT40_K16	M-007055-00	64844	MARCH7		0	1	0	0	0	0	0	0	1	0	0	0	0		yes	multiple reagents																		other phenotype
HT40_K18	M-018059-00	64847	SPATA20		0	0	0	0	1	1	0	0	1	0	0	0	0	1	yes	multiple reagents	BL phenotype (large cells and bright nuclei)																	
HT40_K19	M-014097-00	64423	INF2		0	-0.6	0	0	-0.998	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT40_L11	M-014261-00	65999	LRRC61		0	0	1	-0.75	0	0	0	0	0	0	0	0	1	6	yes	multiple reagents						elongated cells with protrusions												
HT40_L15	M-009127-00	66002;388514;LOC388514	CYP4F12;LOC388514;LOC388514	"siRNA matched to more than one gene (66002;388514;LOC388514,CYP4F12;LOC388514;LOC388514)"	0	1	0	0	0.825	0	0	0	1	0	0	0	0	1	yes	multiple reagents	BL phenotype (large cells and bright nuclei)																	
HT40_L17	M-007511-00	66035	SLC2A11		0	0.91	0	0	1	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT40_M16	M-014227-00	64864	RFXDC2		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT40_M5	M-014099-00	64427	TTC31		0	0	0	0	0	0	0	0	1	0	0	0	0	13	yes	multiple reagents													big cells					
HT40_M9	M-014101-00	64429	ZDHHC6		0	0	0	0	0	0	0	0	0	0	0	0	0.727		yes	multiple reagents																		other phenotype
HT40_N16	M-014329-00	79157	MFSD11		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT40_N21	M-016297-00	78999	LRFN4		0	0	0	0	1	0	0	0	0	0	0	0	0	3	yes	multiple reagents			large nuclei															
HT40_O13	M-014174-00	64599	GIGYF1		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT40_O7	M-021476-00	64581	CLEC7A		0	0	0	0	0	0	-1	0	0	0	0	0	0	8	yes	multiple reagents								small cells										
HT40_P13	M-014273-00	79005;SCNM1	SCNM1;SCNM1	"siRNA matched to more than one gene (79005;SCNM1,SCNM1;SCNM1)"	0	0	0.773	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT40_P15	M-014274-00	79006	METRN		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT40_P23	M-016475-00		LOC100132341		0	0	0	0	0	0	-1	0	0	0	0	0	0	8	yes	multiple reagents								small cells										
HT40_P7	M-014270-00	79002;LOC100131706	C19orf43;LOC100131706	"siRNA matched to more than one gene (79002;LOC100131706,C19orf43;LOC100131706)"	0	0	0	0	0	0	0	0	1	0	0	0	0	13	yes	multiple reagents													big cells					
HT40_P9	M-014271-00	79003	MIS12		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT41_A11	M-014340-00	79183	C20orf121		0	0	0	0	0	0	-1	0	0	0	0	0	0	8	yes	multiple reagents								small cells										
HT41_A12	M-024948-00	79649	MAP7D3		0	0	0	0	0	0	0	0	1	0	0	0	0	13	yes	multiple reagents													big cells					
HT41_A13	M-005798-01	728352;LOC728352;79184;731346	LOC728352;LOC728352;BRCC3;LOC728352	"siRNA matched to more than one gene (728352;LOC728352;79184;731346,LOC728352;LOC728352;BRCC3;LOC728352)"	0	1	0	0	0	0	-1	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT41_B11	M-014419-00	79760	GEMIN7		0	0	0	0	0	0	0	1	1	0	0	0	0		yes	multiple reagents																		other phenotype
HT41_B12	M-009001-00	79874	RABEP2		0	0	0	0	0	0	0	0	1	0	0	0	0	13	yes	multiple reagents													big cells					
HT41_B6	M-014461-00	79871	RPAP2		0	0	0	0	0	0	0	0	0	0	0	1	0	15	yes	multiple reagents															lamellipodia cells			
HT41_B7	M-014418-00	79758	DHRS12		0	0	0	0	0	0	-1	0	0	0	0	0	0	8	yes	multiple reagents								small cells										
HT41_B8	M-007069-00	79872;LOC100134620;LOC100128737	CBLL1;LOC100134620;LOC100128737	"siRNA matched to more than one gene (79872;LOC100134620;LOC100128737,CBLL1;LOC100134620;LOC100128737)"	0	0	0.996	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT41_C17	M-023561-00	79364	ZXDC		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT41_C8	M-018727-00	79665;LOC100134387;653645;DHX40P	DHX40;LOC100134387;DHX40P;DHX40P	"siRNA matched to more than one gene (79665;LOC100134387;653645;DHX40P,DHX40;LOC100134387;DHX40P;DHX40P)"	0	0	0	0	1	0.998	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT41_D23	M-009772-00	79785	RERGL		-0.506	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT41_E14	M-016338-00	79680	C22orf29		0	0	0	0	0	1	0	0	1	0	0	0	0		yes	multiple reagents																		other phenotype
HT41_E18	M-014392-00	79684	C11orf61		0	0	0	0	1	0.999	0	0.94	1	0	0	0	0		yes	multiple reagents																		other phenotype
HT41_E7	M-014347-00	79413	ZBED2		0	1	0	0	0	0	-1	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT41_E9	M-014348-00	79414	LRFN3		0	0	0	0	0	0.664	0	0.561	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT41_F21	M-016570-00	79802	HHIPL2		-0.631	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT41_F23	M-018929-00	79805	VASH2		0	0	0.901	0	0	0	0	0	0	0	0	0	0.772	5	yes	multiple reagents					elongated cells													
HT41_G15	M-012913-00	79574	EPS8L3		0	0.952	0	0	0	0	0	0	0	0	0	0	0	14	yes	multiple reagents														large cells				
HT41_H12	M-028510-00	79925;LOC100134025	SPEF2;LOC100134025	"siRNA matched to more than one gene (79925;LOC100134025,SPEF2;LOC100134025)"	0	0	0	0	0	0	0	0	0	0	0	0	1	4	yes	multiple reagents				cells with protrusions														
HT41_I15	M-007062-00	79594	C1orf166		0	0	0	0	0	0	0	0	1	0	0	0	0	13	yes	multiple reagents													big cells					
HT41_I8	M-014399-00	79706	PRKRIP1		0	0	0	0	0	0	0	0.886	0	0	0	0	0	12	yes	multiple reagents												actin fiber cells						
HT41_J16	M-014500-00	79946	C10orf95		0	0.93	0	0	0	0	0	0	0	0	0	0	0	14	yes	multiple reagents														large cells				
HT41_J5	M-019275-00	79819	WDR78		0	0	0	0	0	0	-1	0	0	0	0	0	0	8	yes	multiple reagents								small cells										
HT41_L12	M-008054-00	79957	PAQR6		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT41_L14	M-014506-00	79958	DENND1C		0	1	0	0	0	0	0	0	0	0	0	0	0	14	yes	multiple reagents														large cells				
HT41_L20	M-016580-00	79961	DENND2D		0	1	0	0	0	0	-1	0	0	0	0	0	0.998		yes	multiple reagents																		other phenotype
HT41_L21	M-014447-00	79844;ZDHHC11B;653082;LOC100133425	ZDHHC11;ZDHHC11B;ZDHHC11B;LOC100133425	"siRNA matched to more than one gene (79844;ZDHHC11B;653082;LOC100133425,ZDHHC11;ZDHHC11B;ZDHHC11B;LOC100133425)"	0	0	0	0	0	0	0	0	0	0	0	1	0	15	yes	multiple reagents															lamellipodia cells			
HT41_M10	M-015892-00	79731	RS2		0	0	0	0	0	0	-1	0	0	0	0	0	0	8	yes	multiple reagents								small cells										
HT41_M11	M-014372-00	79624	C6orf211		0	0	0	0	0	0	0	0	0	0	0	0.749	0		yes	multiple reagents																		other phenotype
HT41_N16	M-014513-00	79973	ZNF442		0	1	0	0	0	0.868	0	0.752	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT41_N8	M-008416-00	79966	SCD5		0	0	0	1	0	0	0	0	0	0	0	0	0	10	yes	multiple reagents										high actin ratio cells								
HT41_O14	M-018412-00	79746	ECHDC3		0	0	0	1	0	0	0	0	0	0	0	0	0	10	yes	multiple reagents										high actin ratio cells								
HT41_O22	M-009638-00	79752	ZFAND1		0	0	0	0	0	0	0	0	0	0	0	0	1	4	yes	multiple reagents				cells with protrusions														
HT41_P18	M-016208-00	79991	OBFC1		0	0	0	0	0	0	0	0	0	0	0	0	1	4	yes	multiple reagents				cells with protrusions														
HT41_P21	M-014460-00	79870	BAALC		0	0	0	1	0	0	0	0	0	0	0	0	0	10	yes	multiple reagents										high actin ratio cells								
HT42_A19	M-014526-00	80008	TMEM156		0	0	0.988	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT42_A6	M-014594-00	80194	TMEM134		0	0	0	0	0	0	0	0	0	0	0.961	0	0	11	yes	multiple reagents											metaphase cells							
HT42_D21	M-016618-00	80758	PRR7		0	0	0	1	0	0	0	0	0	0	0	0	0	10	yes	multiple reagents										high actin ratio cells								
HT42_E22	M-014602-00	80243	DEPDC2		0	0	0	0	0	0.535	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT42_E6	M-014599-00	80227	PAAF1		0	0	0	0	0	0.991	0	0	0	0	0	0	0	2	yes	multiple reagents		bright nuclei																
HT42_F22	M-019046-00	81623	DEFB126		-0.754	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT42_F5	M-016148-00	80760	ITIH5		0	0	0	0	0	0.943	0	0	0	0	0	0	0	2	yes	multiple reagents		bright nuclei																
HT42_G18	M-009536-00	80270	HSD3B7		0	0.982	0	0	0	0	-1	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT42_I19	M-009028-00	80117	ARL14		0	0	0.984	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT42_J11	M-023449-00	80852	GRIP2		0	0	0.875	0	0	0	0	0	0	0	0	0	1	6	yes	multiple reagents						elongated cells with protrusions												
HT42_J5	M-013432-00	80830	APOL6		0	0	0	-0.945	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT42_J9	M-014642-00	80851	SH3BP5L		0	0	0	0	0	0	0	0.994	0	0	0	0	0	12	yes	multiple reagents												actin fiber cells						
HT42_K10	M-008812-00	80319	CXXC4		0	0	0	0	0	0	0	0	0	0	0	0	1	4	yes	multiple reagents				cells with protrusions														
HT42_K12	M-032231-00	80320	SP6		0	0	0.547	0	0	0	0	0	0	0	0	0	1	4	yes	multiple reagents				cells with protrusions														
HT42_K23	M-021342-00	80142	PTGES2		0	0	0	0	0	0	0	0	0	0	0	1	0	15	yes	multiple reagents															lamellipodia cells			
HT42_L15	M-013240-00	81035	COLEC12		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT42_L16	M-013622-00	81851;728946;730743;728952;728255	KRTAP1-1;LOC728946;LOC730743;LOC728952;LOC728255	"siRNA matched to more than one gene (81851;728946;730743;728952;728255,KRTAP1-1;LOC728946;LOC730743;LOC728952;LOC728255)"	0	0	0	0	0	0	0	0.714	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT42_L19	M-008959-00	81490	PTDSS2		0	0	0.988	0	0	0	0	0	0	0	0	0	1	6	yes	multiple reagents						elongated cells with protrusions												
HT42_L23	M-014652-00	81493	SYNC1		0	0	0.944	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT42_M21	M-017136-00	80153	EDC3		0	0	1	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT42_M22	M-016343-00	80346	REEP4		0	0	0	-0.841	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT42_N18	M-007081-00	81890	QTRT1		0	0	0	0	0	0	-1	0	0	0	0	0	0	8	yes	multiple reagents								small cells										
HT42_N9	M-005896-01	81502	HM13		0	0	0	0	0	0	0	0	0	0	0	0.754	0		yes	multiple reagents																		other phenotype
HT42_O13	M-027137-00	80177	MYCT1		0	0	0	-0.846	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT42_O17	M-017137-00	80179	MYO19		0	0	0	-0.517	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT42_O20	M-014578-00	LOC729353;LOC100132703;388161;LOC100132366	LOC729353;LOC100132703;LOC388161;LOC100132366	"siRNA matched to more than one gene (LOC729353;LOC100132703;388161;LOC100132366,LOC729353;LOC100132703;LOC388161;LOC100132366)"	0	-0.514	0	0	-0.742	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT42_O6	M-004741-00	80351	TNKS2		0	0	0	1	0	0	0	0	0	0	0	0	0	10	yes	multiple reagents										high actin ratio cells								
HT42_P11	M-014656-00	81553	FAM49A		0	0	0	0	-0.962	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT42_P14	M-014704-00	10867	TSPAN9		0	-0.717	0	0	-0.998	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT43_A10	M-006259-00	83795	KCNK16		0	1	0	0	1	0.979	0	0	0	0	0	0	0	1	yes	multiple reagents	BL phenotype (large cells and bright nuclei)																	
HT43_A13	M-007082-00	LOC100132503;727800	LOC100132503;RNF208	"siRNA matched to more than one gene (LOC100132503;727800,LOC100132503;RNF208)"	0	0	0.973	0	0	0	0	0	0	0	0	0	1	6	yes	multiple reagents						elongated cells with protrusions												
HT43_A15	M-014711-00	83460	TMEM93		0	0	0.572	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT43_A17	M-016149-00	83461	CDCA3		-0.575	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT43_A22	M-016838-00	83857	TMTC1		0	0	0	1	0	0	0	0.996	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT43_A7	M-014709-00	83448	PUS7L		0	0	0	-0.771	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT43_B22	M-014843-00	84260	TCHP		0	0.799	0	0	0	0	-1	0	0	0	0	0	0	8	yes	multiple reagents								small cells										
HT43_C12	M-014755-00	83863	TTTY5		0	0	0	0	0	0	0	0.803	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT43_D17	M-014794-00	84127	RUNDC2A		0	0.998	0	0	0	1	0	0	1	0	0	0	0	1	yes	multiple reagents	BL phenotype (large cells and bright nuclei)																	
HT43_E21	M-019017-00	83595	SOX7		0	0	0	0	0	0	0	0	1	0	0	0	0	13	yes	multiple reagents													big cells					
HT43_E23	M-017207-00	83596	BCL2L12		-0.575	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT43_F15	M-022697-00	84140	FLJ13305		0	0	0.672	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT43_F18	M-017963-00	84280	BTBD10		0	0.744	0	0	0.689	0.846	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT43_F20	M-014854-00	84281	MGC13057		0	0	0	1	0	0	0	0	0	0	0	1	0	16	yes	multiple reagents																lamellipodia and high actin cells		
HT43_F22	M-007087-00	84282	RNF135		-0.569	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT43_F23	M-007085-00	84146	ZNF644		0	0	1	0	0	0	-1	0	0	0	0	0	1		yes	multiple reagents																		other phenotype
HT43_F5	M-010747-00	84133	ZNRF3		0	0	0	0	0	0	0	0.607	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT43_F6	M-014851-00	84273	C4orf14		0	0	0	0	0	0.999	0	0	0	0	0	0	0	2	yes	multiple reagents		bright nuclei																
HT43_H5	M-014800-00	84148	MYST1		0	0	0	0	0	0	0	0	0	0	0	1	0	15	yes	multiple reagents															lamellipodia cells			
HT43_I12	M-014767-00	83940;LOC728737	TATDN1;LOC728737	"siRNA matched to more than one gene (83940;LOC728737,TATDN1;LOC728737)"	0	0	0.923	0	0	0	-1	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT43_I21	M-012921-00	83659	TEKT1		0	0	0	0	0	0.99	0	0	0	0	0	0	0	2	yes	multiple reagents		bright nuclei																
HT43_I22	M-006842-00				0	0	0	0	1	1	0	0	0	0	0	0.999	0		yes	multiple reagents																		other phenotype
