Plate	Well Number	Well	Plate_Well	Quality Control	siRNA Identifier	Gene Identifier	Gene Symbol	Gene Annotation Comments	Control Type	Score - nuclei stay close together (manual)	Score - strange nuclear shape (manual)	Score - segregation problems/chromatin bridges/lagging chromosomes/multiple DNA masses (manual)	Score - cell migration (manual)	Score - metaphase delay/arrest (manual)	Score - cell death (manual)	Score - metaphase alignment problems/including no metaphase (manual)	Score - pulsating nuclei (manual)	Score - small nucleus (manual)	Score - prometaphase delay/arrest (manual)	Score - condensation without mitosis/collapse of nucleus (manual)	Score - large nucleus (manual)	Score - failure in decondensation (manual)	Score - condensation followed by decondensation without completion of mitosis (manual)	Score - reduced mitotic index (manual)	Score - other (manual)	Score - no phenotype (manual)	Score - cell death (automatic)	Score - binuclear (automatic)	Score - polylobed (automatic)	Score - large (automatic)	Score - dynamic changes (automatic)	Score - mitotic delay/arrest (automatic)	Score - grape (automatic)	Score - migration (speed) (automatic)	Score - migration (distance) (automatic)	Score - increased proliferation (automatic)	siRNA phenotype reproducibility - nuclei stay close together (manual)	siRNA phenotype reproducibility - strange nuclear shape (manual)	siRNA phenotype reproducibility - segregation problems/chromatin bridges/lagging chromosomes/multiple DNA masses (manual)	siRNA phenotype reproducibility - cell migration (manual)	siRNA phenotype reproducibility - metaphase delay/arrest (manual)	siRNA phenotype reproducibility - cell death (manual)	siRNA phenotype reproducibility - metaphase alignment problems/including no metaphase (manual)	siRNA phenotype reproducibility - pulsating nuclei (manual)	siRNA phenotype reproducibility - small nucleus (manual)	siRNA phenotype reproducibility - prometaphase delay/arrest (manual)	siRNA phenotype reproducibility - condensation followed by decondensation without completion of mitosis (manual)	siRNA phenotype reproducibility - large nucleus (manual)	siRNA phenotype reproducibility - failure in decondensation (manual)	siRNA phenotype reproducibility - condensation without mitosis/collapse of nucleus (manual)	siRNA phenotype reproducibility - cell death (automatic)	siRNA phenotype reproducibility - binuclear (automatic)	siRNA phenotype reproducibility - polylobed (automatic)	siRNA phenotype reproducibility - large (automatic)	siRNA phenotype reproducibility - dynamic changes (automatic)	siRNA phenotype reproducibility - mitotic delay/arrest (automatic)	siRNA phenotype reproducibility - grape (automatic)	siRNA phenotype reproducibility - migration (speed) (automatic)	siRNA phenotype reproducibility - migration (distance) (automatic)	siRNA phenotype reproducibility - increased proliferation (automatic)	Potential Mitotic Hit At Gene Level	Validated Mitotic Hit At Gene Level	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8	Phenotype 9
LTValidMitosisSon384Plate03_05	377	P17	LTValidMitosisSon384Plate03_05_P17	TRUE	s25128	ENSG00000119977	TCTN3																				0.005388	0.017189	0.030128	0.045703	0.02616	0.010489	-0.000236	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/4	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate03_05	378	P18	LTValidMitosisSon384Plate03_05_P18	TRUE	s8293	ENSG00000162337	LRP5																				0.010761	0.012228	0.076774	0.035317	0.135113	0.013613	0.003114	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate03_05	379	P19	LTValidMitosisSon384Plate03_05_P19	TRUE	s15749	ENSG00000126012	JARID1C																				0.002265	0.019246	0.017604	0.013857	-0.008643	0.001153	-0.00009	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate03_05	380	P20	LTValidMitosisSon384Plate03_05_P20	TRUE	s229174			no perfect match to a gene transcript in Ensembl 53																			0.028429	0.063692	0.028365	0.061099	0.002526	0.014147	0.00823	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
LTValidMitosisSon384Plate03_05	381	P21	LTValidMitosisSon384Plate03_05_P21	TRUE	s33947	ENSG00000129925	TMEM8																				0.054294	0.024339	0.012991	0.017907	0.022781	0.00352	0.000994	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	yes												
LTValidMitosisSon384Plate03_05	382	P22	LTValidMitosisSon384Plate03_05_P22	TRUE	s38769	ENSG00000129197	RPAIN																				0.011586	0.039444	0.143192	0.013797	0.013961	0.001106	0.000281	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/4	0	0	0	1/4	0	0	0	yes	yes											
LTValidMitosisSon384Plate03_05	383	P23	LTValidMitosisSon384Plate03_05_P23	TRUE					empty well																		0.012563	0.033973	0.009369	0.009523	-0.005754	0.001269	-0.000477	NA	NA	NA																																					
LTValidMitosisSon384Plate03_05	384	P24	LTValidMitosisSon384Plate03_05_P24	TRUE	s21911	ENSG00000122966	CIT																				0.011637	0.079671	0.500375	0.017945	0.146311	0.004506	0.012398	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4/4	3/4	0	0	0	0	0	0	0	yes	yes	yes	multiple replicates of reagent						binuclear (automatic)	polylobed (automatic)		
LTValidMitosisSon384Plate04_02	1	A1	LTValidMitosisSon384Plate04_02_A1	TRUE	s7424	ENSG00000149503	INCENP		positive control																		0.016983	0.074158	0.457109	0.034481	0.038622	0.084532	0.313288	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	2	A2	LTValidMitosisSon384Plate04_02_A2	TRUE	s46539	ENSG00000183066	WBP2NL																				0.00579	0.010714	0.108972	0.033546	0.009069	0.003609	0.008488	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	3	A3	LTValidMitosisSon384Plate04_02_A3	TRUE	s10022	ENSG00000180370	PAK2																				0.036144	0.005589	0.02608	0.08086	0.008248	-0.001717	0.00117	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	5	A5	LTValidMitosisSon384Plate04_02_A5	TRUE	s46252	ENSG00000139914	NP_981947.1																				0.005893	-0.004638	-0.002248	0.034716	-0.008594	0.005112	0.002823	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	6	A6	LTValidMitosisSon384Plate04_02_A6	TRUE	s26294	ENSG00000183978	CCDC56																				0.006199	-0.001179	0.011798	0.089251	0.002789	0.002633	0.00015	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	8	A8	LTValidMitosisSon384Plate04_02_A8	TRUE	s16732	ENSG00000076344	RGS11																			x	0.041547	0.023698	0.044936	0.04021	-0.003351	0.013471	0.001006	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	10	A10	LTValidMitosisSon384Plate04_02_A10	TRUE	s26752	ENSG00000160447	PKN3																				0.052918	0.030301	0.063978	0.050764	0.015836	0.015609	0.018564	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	11	A11	LTValidMitosisSon384Plate04_02_A11	TRUE	s9232	ENSG00000122180	MYOG																				0.030004	0.004662	0.017714	0.074414	0.004377	0.022839	0.000513	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	12	A12	LTValidMitosisSon384Plate04_02_A12	TRUE	s27010	ENSG00000140279	DUOX2																				0.025684	0.051883	-0.005818	0.003544	-0.002542	0.021072	0.004828	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	13	A13	LTValidMitosisSon384Plate04_02_A13	TRUE	s4211	ENSG00000135720	DYNC1LI2																				0.03395	0.016058	0.035917	0.018709	0.004145	0.003147	0.003637	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	14	A14	LTValidMitosisSon384Plate04_02_A14	TRUE	s16795	ENSG00000115604	IL18R1																				0.04377	-0.001927	0.001924	-0.004095	0.004775	0.008376	0.001728	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	15	A15	LTValidMitosisSon384Plate04_02_A15	TRUE	s20275	ENSG00000006116	CACNG3																				0.009465	-0.001855	-0.009301	0.054321	0.004682	0.000862	0.000858	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	16	A16	LTValidMitosisSon384Plate04_02_A16	TRUE	s24472	ENSG00000152689	RASGRP3																				0.002698	0.121373	0.04308	0.133697	0.013785	0.014113	0.023725	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	17	A17	LTValidMitosisSon384Plate04_02_A17	TRUE	s229174			no perfect match to a gene transcript in Ensembl 53																			0.010188	0.063313	0.037239	0.003949	0.04707	0.002635	0.000448	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
LTValidMitosisSon384Plate04_02	18	A18	LTValidMitosisSon384Plate04_02_A18	TRUE	s29344	ENSG00000124549	BTN2A3																			x	0.011221	0.059814	0.049609	0.033422	0.009821	0.020449	0.004396	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	19	A19	LTValidMitosisSon384Plate04_02_A19	TRUE	s35641	ENSG00000168884	TNIP2			x	x	x															0.000541	0.10869	0.065276	0.045153	0.007994	0.019468	0.01358	NA	NA	NA	3/4	4/4	4/4	0	1/4	0	0	0	0	0	0	0	0	0	0	1/4	1/4	0	0	0	0	0	0	0	yes	yes	yes	multiple replicates of reagent	nuclei stay close together (manual)	strange nuclear shape (manual)	segregation problems/chromatin bridges/lagging chromosomes/multiple DNA masses (manual)						
LTValidMitosisSon384Plate04_02	20	A20	LTValidMitosisSon384Plate04_02_A20	TRUE	s195454	ENSG00000172922	RNASEH2C																				0.026161	0.010264	0.0415	-0.009852	0.030002	0.011574	0.007004	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	21	A21	LTValidMitosisSon384Plate04_02_A21	TRUE	s41091	ENSG00000171469	ZNF561				x	x			x												0.01556	0.046924	0.086466	0.047164	0.003914	0.003645	0.000136	NA	NA	NA	0	4/4	4/4	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	1/4	0	0	0	0	yes	yes	yes	multiple replicates of reagent		strange nuclear shape (manual)	segregation problems/chromatin bridges/lagging chromosomes/multiple DNA masses (manual)						
LTValidMitosisSon384Plate04_02	22	A22	LTValidMitosisSon384Plate04_02_A22	TRUE	s23213	ENSG00000115687	PASK																				0.13345	0.003832	0.092427	0.022515	0.021439	0.028112	0.039351	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	2/4	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	23	A23	LTValidMitosisSon384Plate04_02_A23	TRUE	s14413	ENSG00000138741	TRPC3							x													0.016266	0.06748	0.080327	0.021974	0.013533	0.006627	0.003943	NA	NA	NA	0	1/4	1/4	0	2/4	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	1/4	1/4	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	24	A24	LTValidMitosisSon384Plate04_02_A24	TRUE	s46145	ENSG00000185753	CXORF38																				0.003153	0.005962	-0.002035	0.049709	0.006781	0.001609	0.001809	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	25	B1	LTValidMitosisSon384Plate04_02_B1	TRUE	s20303	ENSG00000188229	TUBB2C																				0.024931	0.078759	0.118863	0.146401	0.073316	0.111992	0.055728	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	3/4	1/4	0	0	0	yes	yes	yes	multiple replicates of reagent								mitotic delay/arrest (automatic)	
LTValidMitosisSon384Plate04_02	26	B2	LTValidMitosisSon384Plate04_02_B2	TRUE	s9919	ENSG00000099985	OSM																				0.015547	0.091847	0.061486	-0.016199	0.000469	0.005775	0.002218	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	28	B4	LTValidMitosisSon384Plate04_02_B4	TRUE	s4315	ENSG00000171587	DSCAM																				0.008662	0.002499	0.034183	-0.003466	0.024174	-0.00369	0.000436	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	30	B6	LTValidMitosisSon384Plate04_02_B6	TRUE	s46605	ENSG00000163637	PRICKLE2			x				x	x	x											0.03008	0.076525	0.102289	0.0367	0.029709	0.03002	0.002683	NA	NA	NA	3/4	1/4	1/4	0	4/4	0	4/4	0	0	0	0	0	0	0	0	1/4	1/4	0	0	1/4	0	0	0	0	yes	yes	yes	multiple replicates of reagent	nuclei stay close together (manual)			metaphase delay/arrest (manual)	metaphase alignment problems/including no metaphase (manual)				
LTValidMitosisSon384Plate04_02	31	B7	LTValidMitosisSon384Plate04_02_B7	TRUE	s44163	ENSG00000165509	MAGEC3																				-0.000615	0.019203	0.005713	0.074782	-0.005561	-0.002629	0.001732	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	32	B8	LTValidMitosisSon384Plate04_02_B8	TRUE	s21044	ENSG00000077514	POLD3																				0.025334	0.098128	-0.015526	0.05252	0.014859	0.009288	0.000108	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	34	B10	LTValidMitosisSon384Plate04_02_B10	TRUE	s52945			"siRNA match to multiple genes (ENSG00000198128;ENSG00000196936,OR2L3;OR2L8)"																			-0.004458	0.020408	0.065275	0.016899	-0.001684	0.00077	0.00015	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
LTValidMitosisSon384Plate04_02	35	B11	LTValidMitosisSon384Plate04_02_B11	TRUE	s50044	ENSG00000188056	TREML4																				0.014785	0.026709	0.002123	0.021425	0.009068	0.002876	0.001126	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	1/4	0	0	0	1/4	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	36	B12	LTValidMitosisSon384Plate04_02_B12	TRUE	s21911	ENSG00000122966	CIT																				0.029131	0.100116	0.306619	0.035713	0.015223	0.015326	0.007737	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4/4	3/4	0	0	0	0	0	0	0	yes	yes	yes	multiple replicates of reagent						binuclear (automatic)	polylobed (automatic)		
LTValidMitosisSon384Plate04_02	37	B13	LTValidMitosisSon384Plate04_02_B13	TRUE	s22698	ENSG00000086475	SEPHS1																				0.062603	-0.000949	-0.000128	0.037156	0.001916	0.002008	0.002815	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	38	B14	LTValidMitosisSon384Plate04_02_B14	TRUE	s32670	ENSG00000169857	AVEN																			x	0.03468	0.010781	0.029637	0.019871	-0.003236	0.010823	0.004445	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	39	B15	LTValidMitosisSon384Plate04_02_B15	TRUE	s229174			no perfect match to a gene transcript in Ensembl 53																			0.010602	-0.000351	0.024907	0.0132	0.010737	0.009836	0.016558	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
LTValidMitosisSon384Plate04_02	40	B16	LTValidMitosisSon384Plate04_02_B16	TRUE	s36040	ENSG00000169087	HSPBAP1			x				x	x	x											0.011915	0.046574	0.113944	0.097127	0.004589	0.009279	0.007057	NA	NA	NA	4/4	1/4	0	0	2/4	0	3/4	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	0	0	0	yes	yes	yes	multiple replicates of reagent	nuclei stay close together (manual)				metaphase alignment problems/including no metaphase (manual)				
LTValidMitosisSon384Plate04_02	41	B17	LTValidMitosisSon384Plate04_02_B17	TRUE	s28929	ENSG00000112494	UNC93A																				0.000984	0.028146	0.028632	0.015476	-0.0045	0.006713	0.000827	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	42	B18	LTValidMitosisSon384Plate04_02_B18	TRUE	s32822	ENSG00000124201	ZNFX1																				0.001503	0.084024	0.040085	0.033119	0.0016	0.0145	0.000694	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	43	B19	LTValidMitosisSon384Plate04_02_B19	TRUE	s22117	ENSG00000109511	ANXA10																				-0.004188	0.002037	0.058153	0.027044	-0.002731	0.004341	0.002996	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	45	B21	LTValidMitosisSon384Plate04_02_B21	TRUE	s13240	ENSG00000139343	SNRPF																				0.069439	0.0517	0.037073	0.231723	0.015029	0.03934	0.030618	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/4	3/4	0	0	0	yes	yes	yes	multiple replicates of reagent									grape (automatic)
LTValidMitosisSon384Plate04_02	46	B22	LTValidMitosisSon384Plate04_02_B22	TRUE	s38408	ENSG00000102781	KATNAL1																				-0.000878	0.026121	0.06648	0.154735	-0.005482	0.003256	0.003209	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	48	B24	LTValidMitosisSon384Plate04_02_B24	TRUE	s3153	ENSG00000184908	CLCNKB																				-0.006154	-0.005076	-0.005888	0.04283	0.005399	0.001558	0.000916	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	49	C1	LTValidMitosisSon384Plate04_02_C1	TRUE	s27758	ENSG00000159596	TMEM69																				0.009678	0.075668	0.018427	0.059417	0.020164	0.004607	0.006773	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	50	C2	LTValidMitosisSon384Plate04_02_C2	TRUE	s12428	ENSG00000197747	S100A10																				0.011053	0.020487	0.022574	0.030817	0.004702	0.005381	0.001061	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	51	C3	LTValidMitosisSon384Plate04_02_C3	TRUE	s18102	ENSG00000172071	EIF2AK3																				0.007486	0.046065	0.005116	0.029694	-0.002218	-0.001139	0.000566	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	52	C4	LTValidMitosisSon384Plate04_02_C4	TRUE	s47408	ENSG00000163683	C4ORF34																				0.005092	-0.000547	0.045003	-0.017506	0.010738	0.003949	0.0053	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	53	C5	LTValidMitosisSon384Plate04_02_C5	TRUE	s229174			no perfect match to a gene transcript in Ensembl 53																			-0.004244	0.041835	0.030852	0.029679	0.001852	0.012801	0.001546	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
LTValidMitosisSon384Plate04_02	54	C6	LTValidMitosisSon384Plate04_02_C6	TRUE	s17760	ENSG00000135898	GPR55																				0.01053	0.018689	0.068979	0.047476	0.06047	0.005387	0.009802	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	55	C7	LTValidMitosisSon384Plate04_02_C7	TRUE	s6385	ENSG00000145649	GZMA																				0.022882	0.017435	-0.01403	0.021749	-0.00888	0.004148	0.00045	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	56	C8	LTValidMitosisSon384Plate04_02_C8	TRUE	s31456	ENSG00000163913	IFT122																				0.007392	0.031474	0.020737	0.042291	0.006349	0.008855	0.00015	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	57	C9	LTValidMitosisSon384Plate04_02_C9	TRUE	s36205	ENSG00000179299	NSUN7																				-0.001466	0.032742	0.025385	0.030716	0.003311	0.0034	0.000506	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	58	C10	LTValidMitosisSon384Plate04_02_C10	TRUE	s5697	ENSG00000164949	GEM																				0.085655	-0.004353	0.067166	0.051453	0.021324	0.036236	0.026294	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	59	C11	LTValidMitosisSon384Plate04_02_C11	TRUE	s44633	ENSG00000178882	FAM101A																				-0.003551	-0.001279	0.018672	0.018986	-0.001985	0.005072	0.00015	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	60	C12	LTValidMitosisSon384Plate04_02_C12	TRUE	s15093	ENSG00000099326	MZF1																				0.01872	0.021964	0.04804	-0.007459	0.020095	0.015931	0.00744	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	61	C13	LTValidMitosisSon384Plate04_02_C13	TRUE	s48934	ENSG00000066279	ASPM																				0.013968	0.007866	-0.000144	0.056339	-0.000825	0.015524	0.005106	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	62	C14	LTValidMitosisSon384Plate04_02_C14	TRUE	s24265	ENSG00000038358	EDC4																				0.006116	0.00599	0.047015	-0.01258	0.021943	0.002393	0.002753	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	63	C15	LTValidMitosisSon384Plate04_02_C15	TRUE	s8294	ENSG00000162337	LRP5																				0.014456	-0.004445	0.009274	0.066525	0.002082	0.006001	0.005589	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	64	C16	LTValidMitosisSon384Plate04_02_C16	TRUE	s23757	ENSG00000103187	COTL1							x										x			-0.001388	0.00961	0.017089	0.150229	0.002324	0.017364	0.00015	NA	NA	NA	0	0	0	0	3/4	0	1/4	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	yes	yes	yes	multiple replicates of reagent				metaphase delay/arrest (manual)					
LTValidMitosisSon384Plate04_02	65	C17	LTValidMitosisSon384Plate04_02_C17	TRUE	s229174			no perfect match to a gene transcript in Ensembl 53																			0.002893	0.013069	-0.006507	0.052377	0.013086	0.002197	0.000147	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
LTValidMitosisSon384Plate04_02	66	C18	LTValidMitosisSon384Plate04_02_C18	TRUE	s54160	ENSG00000188761	C1ORF178										x										0.01049	-0.004876	0.016912	0.05676	0.191236	0.001738	0.00894	NA	NA	NA	0	0	0	0	0	0	1/4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	67	C19	LTValidMitosisSon384Plate04_02_C19	TRUE	s194937	ENSG00000128310	GALR3																			x	0.0097	0.022161	0.07421	0.092779	0.008797	0.000867	0.003787	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	69	C21	LTValidMitosisSon384Plate04_02_C21	TRUE	s8622	ENSG00000146701	MDH2																				-0.004999	0.002251	0.013602	0.095588	0.015369	0.013763	0.001756	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	70	C22	LTValidMitosisSon384Plate04_02_C22	TRUE	s29000	ENSG00000205352	PRR13																				0.026313	0.016	0.052462	0.026067	0.005039	0.002513	0.016793	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	73	D1	LTValidMitosisSon384Plate04_02_D1	TRUE	s22280	ENSG00000161013	MGAT4B																				-0.002578	-0.001981	-0.008312	0.00688	-0.000416	0.002897	0.00015	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate04_02	74	D2	LTValidMitosisSon384Plate04_02_D2	TRUE	s37060	ENSG00000120685	C13ORF23																				0.057896	-0.000683	0.02686	0.024873	0.007447	0.007444	0.019878	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate04_02	75	D3	LTValidMitosisSon384Plate04_02_D3	TRUE	s22622	ENSG00000105483	CARD8																				0.015942	0.026623	0.015715	0.060283	0.001395	-0.003862	0.00015	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
