Replicate,Plate,Well,Gene Identifier %% url=http://www.pombase.org/spombe/result/%s,Gene Identifier Source Database,Strain Name,Gene Symbol,Control Type,Control Comments,Reproducibility of Shape Hits,Reproducibility of microtubule hits,Reproducibility of cell cycle progression hits,Visual Shape Hit,Visual Microtubule Hit,Conservation in S. cerevisiae,Conservation in Vertebrates,Conservation in H. sapiens,Phenotype 1,Ontology Term Name 1a,Term Source Accession 1a,Ontology Term Name 1b,Term Source Accession 1b,Phenotype 2,Ontology Term Name 2a,Term Source Accession 2a,Ontology Term Name 2b,Term Source Accession 2b,Phenotype 3,Ontology Term Name 3a,Term Source Accession 3a,Ontology Term Name 3b,Term Source Accession 3b,Phenotype 4,Ontology Term Name 4a,Term Source Accession 4a,Ontology Term Name 4b,Term Source Accession 4b,Phenotype 5,Ontology Term Name 5a,Term Source Accession 5a,Ontology Term Name 5b,Term Source Accession 5b,Phenotype 6,Ontology Term Name 6a,Term Source Accession 6a,Ontology Term Name 6b,Term Source Accession 6b,Phenotype 7,Ontology Term Name 7a,Term Source Accession 7a,Ontology Term Name 7b,Term Source Accession 7b
1,X_110503_S8,A9,SPBP22H7.05c,Pombase,abo2,abo2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,B1,SPBC31F10.16,Pombase,SPBC31F10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,B10,SPBPB2B2.10c,Pombase,gal7,gal7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,B11,SPCC11E10.07c,Pombase,SPCC11E10.07c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,B12,SPCC126.12,Pombase,SPCC126.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,B2,SPBC336.14c,Pombase,ppk26,ppk26,,,4/6,,,,,yes,,,viable stubby vegetative cell,stubby cell,CMPO_0000367,,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,B3,SPBC359.06,Pombase,mug14,mug14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,B4,SPBC4B4.04,Pombase,SPBC4B4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,B5,SPBC577.03c,Pombase,SPBC577.03c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,B6,SPBC660.12c,Pombase,egt2,egt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,B7,SPBC83.05,Pombase,SPBC83.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,B8,SPBC9B6.03,Pombase,SPBC9B6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,B9,SPBP35G2.06c,Pombase,nup131,nup131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,C1,SPBC32C12.03c,Pombase,ppk25,ppk25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,C10,SPBPB2B2.11,Pombase,SPBPB2B2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,C11,SPCC11E10.08,Pombase,rik1,rik1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,C12,SPCC132.02,Pombase,hst2,hst2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,C2,SPBC337.03,Pombase,rhn1,rhn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,C3,SPBC36.07,Pombase,elp1,elp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,C4,SPBC4B4.10c,Pombase,atg5,atg5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,C5,SPBC577.13,Pombase,syj2,syj2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,C6,SPBC685.06,Pombase,rps001,rps001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,C7,SPBC83.17,Pombase,SPBC83.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,C8,SPBC9B6.07,Pombase,nop52,nop52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,C9,SPBP35G2.10,Pombase,mit1,mit1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,D1,SPBC32F12.02,Pombase,rec14,rec14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,D10,SPBPB2B2.12c,Pombase,gal10,gal10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,D11,SPCC1223.05c,Pombase,rpl3702,rpl3702,,,,4/10,,,,yes,yes,yes,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,D12,SPCC132.04c,Pombase,gdh2,gdh2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,D2,SPBC337.04,Pombase,ppk27,ppk27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,D3,SPBC365.01,Pombase,SPBC365.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,D4,SPBC4C3.04c,Pombase,SPBC4C3.04c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,D5,SPBC582.09,Pombase,pex11,pex11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,D6,SPBC685.07c,Pombase,rpl2701,rpl2701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,D7,SPBC839.07,Pombase,ibp1,ibp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,D8,SPBC9B6.09c,Pombase,mdl1,mdl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,D9,SPBP4H10.16c,Pombase,SPBP4H10.16c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,E1,SPBC32H8.06,Pombase,mug93,mug93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,E10,SPBPJ4664.03,Pombase,mfm3,mfm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,E11,SPCC1223.06,Pombase,tea1,tea1,,,3/8,3/6,,,,yes,yes,yes,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,E12,SPCC1322.08,Pombase,srk1,srk1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,E2,SPBC342.05,Pombase,crb2,crb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,E3,SPBC365.10,Pombase,arp5,arp5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,E4,SPBC4F6.12,Pombase,pxl1,pxl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,E5,SPBC609.02,Pombase,ptn1,ptn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,E6,SPBC6B1.02,Pombase,ppk30,ppk30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,E7,SPBC887.10,Pombase,mcs4,mcs4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,E8,SPBP16F5.03c,Pombase,tra1,tra1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,E9,SPBP8B7.06,Pombase,rpp201,rpp201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,F1,SPBC32H8.08c,Pombase,omh5,omh5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,F10,SPCC1020.07,Pombase,SPCC1020.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,F11,SPCC1223.13,Pombase,cbf12,cbf12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,F12,SPCC1322.15,Pombase,rpl3402,rpl3402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,F2,SPBC342.06c,Pombase,rtt109,rtt109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,F3,SPBC3E7.05c,Pombase,SPBC3E7.05c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,F4,SPBC543.02c,Pombase,SPBC543.02c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,F5,SPBC609.03,Pombase,iqw1,iqw1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,F6,SPBC713.11c,Pombase,pmp3,pmp3,,,,,2/5,,,yes,yes,,IP increased,more cells with interphase microtubule arrays,CMPO_0000383,,,IP2 increased,more cells with interphase microtubule arrays,CMPO_0000383,,,PAA reduced,not available yet,not available yet,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,F7,SPBC8D2.01,Pombase,gsk31,gsk31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,F8,SPBP16F5.05c,Pombase,SPBP16F5.05c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,F9,SPBP8B7.23,Pombase,rnf10,rnf10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,G1,SPBC32H8.11,Pombase,mei4,mei4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,G10,SPCC1020.12c,Pombase,xap5,xap5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,G11,SPCC1235.05c,Pombase,fft2,fft2,,,,3/8,,,,yes,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,G12,SPCC1442.14c,Pombase,hnt1,hnt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,G2,SPBC354.13,Pombase,rga6,rga6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,G3,SPBC3H7.13,Pombase,far10,far10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,G4,SPBC543.05c,Pombase,SPBC543.05c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,G5,SPBC646.13,Pombase,sds23,sds23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,G6,SPBC725.01,Pombase,SPBC725.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,G7,SPBC8D2.19,Pombase,mde3,mde3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,G8,SPBP16F5.08c,Pombase,SPBP16F5.08c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,G9,SPBP8B7.25,Pombase,cyp4,cyp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,H1,SPBC336.01,Pombase,fbh1,fbh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,H10,SPCC1183.02,Pombase,SPCC1183.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,H11,SPCC1259.03,Pombase,rpa12,rpa12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,H12,,,empty,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,H2,SPAC18G6.15,Pombase,mal3,mal3,negative control,negative control (mal3),,7/7,5/9,,,yes,,,PAA increased,not available yet,not available yet,,,short cytoplasmic microtubules,shortened cytoplasmic microtubules,CMPO_0000371,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,IP reduced,fewer cells with interphase microtubule arrays,CMPO_0000388,,,,,,,,,,,,,,,,,
1,X_110503_S8,H3,,,MS1404,,positive control,positive control (wild-type),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,H4,SPBC543.10,Pombase,get1,get1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,H5,SPBC651.02,Pombase,SPBC651.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,H6,SPBC776.01,Pombase,rpl29,rpl29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,H7,SPBC902.02c,Pombase,ctf18,ctf18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,H8,SPBP19A11.02c,Pombase,SPBP19A11.02c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110503_S8,H9,SPBP8B7.30c,Pombase,thi5,thi5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,A1,SPAC22E12.03c,Pombase,hsp3106,hsp3106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,A10,SPAPJ691.02,Pombase,SPAPJ691.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,A11,SPAPJ698.02c,Pombase,rps002,rps002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,A12,SPAC23A1.16c,Pombase,rtr1,rtr1,,,4/4,,,,,yes,yes,yes,viable elongated vegetative cell,elongated cell,CMPO_0000077,,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,S-shaped cell,S-shaped cell,CMPO_0000364,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,A2,SPBC106.01,Pombase,mph1,mph1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,A3,SPBC31F10.15c,Pombase,atp15,atp15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,A4,SPCC622.01c,Pombase,SPCC622.01c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,A5,SPAC3G6.01,Pombase,hrp3,hrp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,A6,SPAC26A3.17c,Pombase,SPAC26A3.17c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,A7,SPAC186.06,Pombase,SPAC186.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,A8,SPAP7G5.05,Pombase,rpl1002,rpl1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,A9,SPBC651.04,Pombase,SPBC651.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,B1,SPAC23C11.02c,Pombase,rps23,rps23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,B10,SPAC56E4.07,Pombase,SPAC56E4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,B11,SPCC23B6.05c,Pombase,ssb3,ssb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,B12,SPAC30D11.04c,Pombase,nup124,nup124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,B2,SPBC13E7.08c,Pombase,leo1,leo1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,B3,SPBC36B7.06c,Pombase,mug20,mug20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,B4,SPCC63.06,Pombase,SPCC63.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,B5,SPAC630.10,Pombase,SPAC630.10,,,,3/7,6/6,,,,yes,,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,B6,SPAC27D7.08c,Pombase,SPAC27D7.08c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,B7,SPAC25H1.06,Pombase,pcf3,pcf3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,B8,SPAPB8E5.10,Pombase,SPAPB8E5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,B9,SPBC8D2.04,Pombase,hht2,hht2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,C1,SPAC29B12.12,Pombase,SPAC29B12.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,C10,SPAC57A10.08c,Pombase,SPAC57A10.08c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,C11,SPCC338.02,Pombase,mug112,mug112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,C12,SPAC31G5.03,Pombase,rps1101,rps1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,C2,SPBC1604.16c,Pombase,SPBC1604.16c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,C3,,,DarkMal3,,technical control,dark control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,C4,SPCC63.13,Pombase,SPCC63.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,C5,SPAC922.07c,Pombase,atd2,atd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,C6,SPAC3H1.08c,Pombase,SPAC3H1.08c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,C7,SPAC4A8.07c,Pombase,SPAC4A8.07c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,C8,SPBC115.03,Pombase,SPBC115.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,C9,SPCC11E10.06c,Pombase,elp4,elp4,,,5/5,4/4,,yes,,yes,yes,yes,long cytoplasmic microtubules,elongated cytoplasmic microtubules,CMPO_0000370,,,viable elongated vegetative cell,elongated cell,CMPO_0000077,,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,
1,X_110505_S27,D1,SPAC513.04,Pombase,SPAC513.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,D10,SPBC4F6.10,Pombase,vps901,vps901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,D11,SPCC4B3.11c,Pombase,fra3,fra3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,D12,SPAC3H5.10,Pombase,rpl3202,rpl3202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,D2,SPBC1683.06c,Pombase,SPBC1683.06c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,D3,SPCC1020.09,Pombase,gnr1,gnr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,D4,SPCC645.07,Pombase,rgf1,rgf1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,D5,SPBC409.17c,Pombase,SPBC409.17c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,D6,SPAC6C3.05,Pombase,SPAC6C3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,D7,SPAC6G9.01c,Pombase,SPAC6G9.01c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,D8,SPBC21C3.06,Pombase,SPBC21C3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,D9,SPCC1795.10c,Pombase,SPCC1795.10c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,E1,SPAC6B12.14c,Pombase,SPAC6B12.14c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,E10,SPBC660.05,Pombase,SPBC660.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,E11,SPAC11D3.02c,Pombase,SPAC11D3.02c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,E12,SPAC4D7.06c,Pombase,SPAC4D7.06c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,E2,SPBC2D10.09,Pombase,snr1,snr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,E3,SPCC1223.10c,Pombase,eaf1,eaf1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,E4,SPAC1002.01,Pombase,SPAC1002.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,E5,SPBC1921.01c,Pombase,rpl35b,rpl35b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,E6,SPBC1539.07c,Pombase,fmd1,fmd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,E7,SPAC869.09,Pombase,SPAC869.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,E8,SPBC23G7.07c,Pombase,cms1,cms1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,E9,SPCC285.14,Pombase,trs130,trs130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,F1,SPAC6C3.02c,Pombase,SPAC6C3.02c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,F10,SPAC29B12.13,Pombase,SPAC29B12.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,F11,SPAC17A2.07c,Pombase,SPAC17A2.07c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,F12,SPAC4F10.19c,Pombase,SPAC4F10.19c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,F2,SPBC2F12.05c,Pombase,SPBC2F12.05c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,F3,SPCC126.15c,Pombase,sec65,sec65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,F4,SPAC6C3.07,Pombase,mug68,mug68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
