Plate,Well Number,Well,siRNA Identifier,siRNA Pool Name,siRNA Catalog Number,Gene Identifier %% http://www.ncbi.nlm.nih.gov/nuccore/accession/%s,Ensembl 56 Gene Symbol,Control Type,Control Comments,Comments,Final Well Hit status Actinome 1,Final Well Hit Status Actinome 2,Overall Hit Gene Consensus,Has Phenotypes,Phenotype 1,Term Source Accession 1,Ontology Term Name 1,Phenotype 2,Term Source Accession 2,Ontology Term Name 2,Phenotype 3,Term Source Accession 3,Ontology Term Name 3,Phenotype 4,Term Source Accession 4,Ontology Term Name 4,Phenotype 5,Term Source Accession 5,Ontology Term Name 5,Phenotype 6,Term Source Accession 6,Ontology Term Name 6,Phenotype 7,Term Source Accession 7,Ontology Term Name 7,Phenotype 8,Term Source Accession 8,Ontology Term Name 8,Phenotype 9,Term Source Accession 9,Ontology Term Name 9,Phenotype 10,Term Source Accession 10,Ontology Term Name 10,Phenotype 11,Term Source Accession 11,Ontology Term Name 11,Phenotype 12,Term Source Accession 12,Ontology Term Name 12,Phenotype 13,Term Source Accession 13,Ontology Term Name 13,Phenotype 14,Term Source Accession 14,Ontology Term Name 14,Phenotype 15,Term Source Accession 15,Ontology Term Name 15,Phenotype 16,Term Source Accession 16,Ontology Term Name 16,Phenotype 17,Term Source Accession 17,Ontology Term Name 17,Phenotype 18,Term Source Accession 18,Ontology Term Name 18,Phenotype 19,Term Source Accession 19,Ontology Term Name 19,Phenotype 20,Term Source Accession 20,Ontology Term Name 20,Phenotype 21,Term Source Accession 21,Ontology Term Name 21,Phenotype 22,Term Source Accession 22,Ontology Term Name 22,Phenotype 23,Term Source Accession 23,Ontology Term Name 23,Phenotype 24,Term Source Accession 24,Ontology Term Name 24,Phenotype 25,Term Source Accession 25,Ontology Term Name 25,Phenotype 26,Term Source Accession 26,Ontology Term Name 26,Phenotype 27,Term Source Accession 27,Ontology Term Name 27,Phenotype 28,Term Source Accession 28,Ontology Term Name 28,Phenotype 29,Term Source Accession 29,Ontology Term Name 29,Phenotype 30,Term Source Accession 30,Ontology Term Name 30,Phenotype 31,Term Source Accession 31,Ontology Term Name 31,Phenotype 32,Term Source Accession 32,Ontology Term Name 32,Phenotype 33,Term Source Accession 33,Ontology Term Name 33,Phenotype 34,Term Source Accession 34,Ontology Term Name 34,Phenotype 35,Term Source Accession 35,Ontology Term Name 35,Phenotype 36,Term Source Accession 36,Ontology Term Name 36,Phenotype 37,Term Source Accession 37,Ontology Term Name 37,Phenotype 38,Term Source Accession 38,Ontology Term Name 38,Phenotype 39,Term Source Accession 39,Ontology Term Name 39,Phenotype 40,Term Source Accession 40,Ontology Term Name 40
Plate1_Actinome2,106,E10,EPB41L4A pool,EPB41L4A,,NM_022140,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,107,E11,ACTR3 pool,ACTR3,,NM_005721,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,108,E12,EPB41L4B pool,EPB41L4B,,NM_018424,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,109,E13,ACTR5 pool,ACTR5,,NM_024855,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,110,E14,EPB41L5 pool,EPB41L5,,NM_020909,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,111,E15,ACTR5 pool,ACTR5,,NM_024855,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,112,E16,EPB49 pool,EPB49,,NM_001978,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,113,E17,ACTR8 pool,ACTR8,,NM_022899,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,114,E18,EPRS pool,EPRS,,NM_004446,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,115,E19,ADD1 pool,ADD1,,NM_001119,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,116,E20,EPS8 pool,EPS8,,NM_004447,,,,,yes,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,117,E21,ADD2 pool,ADD2,,NM_001617,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,118,E22,ESPN pool,ESPN,,NM_031475,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,119,E23,ADD3 pool,ADD3,,NM_016824,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,120,E24,EVL pool,EVL,,NM_016337,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,121,F1,,,,,,,,annotation not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,122,F2,,,,,,,,annotation not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,123,F3,KIF11 pool,KIF11,,NM_004523,,positive control,gives a strong and distinctive phenotype,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,124,F4,KIF11 pool,KIF11,,NM_004523,,positive control,gives a strong and distinctive phenotype,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,125,F5,SEC24D pool,SEC24D,,NM_014822,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,126,F6,MYCBP2 pool,MYCBP2,,NM_015057,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,127,F7,SH3MD2 pool,SH3MD2,,NM_020870,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,128,F8,MYH1 pool,MYH1,,NM_005963,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,129,F9,SI pool,SI,,NM_001041,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,130,F10,MYH10 pool,MYH10,,NM_005964,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,131,F11,F11 pool,F11,,NM_007159,SLMAP,,,,yes,yes,yes,yes,,,,increased peripheral actin,CMPO_0000272,increased cortical actin cytoskeleton mass,,,,increased actin over nucleus,CMPO_0000294,increased actin localised to the nucleus,increased number of filopodia,CMPO_0000076,increased number of filopodia,increased width of lamellae,CMPO_0000276,increased lamellipodia width phenotype,,,,,,,,,,nuclear actin ring,CMPO_0000302,actin nuclear ring phenotype,,,,,,,,,,increased number of cortical actin stress fibres,CMPO_0000297,increased amount of stress fibers located in the cell cortex,increased number of zigzag actin stress fibres,CMPO_0000299,increased amount of zig-zag stress fibers,disorganised peripheral actin,CMPO_0000274,disorganised cortical actin cytoskeleton,increased cell size,CMPO_0000128,increased cell size phenotype,,,,,,,,,,,,,,,,,,,cell shape variable,CMPO_0000270,increased variability of cell shape in population,decreased cell number,CMPO_0000052,decreased cell numbers,,,,increased number of multinucleate cells,CMPO_0000300,more multinucleate cells,,,,,,,misshapen DNA,CMPO_0000177,misshapen DNA,apoptotic DNA,CMPO_0000262,apoptotic DNA,,,,,,,,,,,,,,,,,,,,,,loss of cell monolayer,CMPO_0000293,loss of cell monolayer,motile lamellae,CMPO_0000278,fan-shaped lamellipodia
Plate1_Actinome2,132,F12,MYH11 pool,MYH11,,NM_002474,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,133,F13,F13 pool,F13,,NM_006306,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,134,F14,MYH13 pool,MYH13,,NM_003802,,,,,no,no,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,135,F15,F15 pool,F15,,NM_006932,SMTN,,,,no,yes,yes,yes,,,,increased peripheral actin,CMPO_0000272,increased cortical actin cytoskeleton mass,,,,,,,,,,increased width of lamellae,CMPO_0000276,increased lamellipodia width phenotype,,,,,,,,,,,,,increased number of actin puncta or dots,CMPO_0000291,increased amount of punctate actin foci,,,,,,,increased number of cortical actin stress fibres,CMPO_0000297,increased amount of stress fibers located in the cell cortex,,,,disorganised peripheral actin,CMPO_0000274,disorganised cortical actin cytoskeleton,,,,,,,variable cell size,CMPO_0000269,increased variability of cell size in population,,,,cell shape processes or spiky or stretchy,CMPO_0000267,star shaped cell,cell shape bipolar or elongated,CMPO_0000077,elongated cell,,,,,,,decreased cell number,CMPO_0000052,decreased cell numbers,,,,increased number of multinucleate cells,CMPO_0000300,more multinucleate cells,,,,,,,,,,apoptotic DNA,CMPO_0000262,apoptotic DNA,,,,,,,microtubule processes,CMPO_0000351,increased microtubule-based processes phenotype,,,,,,,,,,,,,loss of cell monolayer,CMPO_0000293,loss of cell monolayer,motile lamellae,CMPO_0000278,fan-shaped lamellipodia
Plate1_Actinome2,136,F16,MYH14 pool,MYH14,,NM_024729,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,137,F17,F17 pool,F17,,NM_006939,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,138,F18,KIAA1000 pool,KIAA1000,,XM_036988,MYH15,,,,yes,yes,yes,yes,,,,increased peripheral actin,CMPO_0000272,increased cortical actin cytoskeleton mass,,,,increased actin over nucleus,CMPO_0000294,increased actin localised to the nucleus,increased number of filopodia,CMPO_0000076,increased number of filopodia,increased width of lamellae,CMPO_0000276,increased lamellipodia width phenotype,,,,,,,decreased width of lamellae,CMPO_0000277,decreased lamellipodia width phenotype,nuclear actin ring,CMPO_0000302,actin nuclear ring phenotype,increased number of actin puncta or dots,CMPO_0000291,increased amount of punctate actin foci,,,,increased number of transverse actin stress fibres,CMPO_0000298,increased amount of transverse stress fibers,increased number of cortical actin stress fibres,CMPO_0000297,increased amount of stress fibers located in the cell cortex,increased number of zigzag actin stress fibres,CMPO_0000299,increased amount of zig-zag stress fibers,disorganised peripheral actin,CMPO_0000274,disorganised cortical actin cytoskeleton,,,,,,,variable cell size,CMPO_0000269,increased variability of cell size in population,cell shape round or non-adherent,CMPO_0000118,round cell,,,,cell shape bipolar or elongated,CMPO_0000077,elongated cell,cell shape geometric,CMPO_0000261,geometric cell,cell shape variable,CMPO_0000270,increased variability of cell shape in population,decreased cell number,CMPO_0000052,decreased cell numbers,,,,,,,,,,decreased DNA area,CMPO_0000141,decreased nucleus size,,,,,,,,,,,,,,,,,,,microtubule nuclear ring,CMPO_0000288,microtubules nuclear ring phenotype,microtubule nuclear bracket,CMPO_0000287,microtubules nuclear bracket phenotype,,,,loss of cell monolayer,CMPO_0000293,loss of cell monolayer,,,
Plate1_Actinome2,139,F19,F19 pool,F19,,NM_152594,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,140,F20,MYH16 pool,MYH16,,XM_376656,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,141,F21,F21 pool,F21,,NM_181784,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,142,F22,MYH2 pool,MYH2,,NM_017534,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,143,F23,F23 pool,F23,,NM_003128,SPTBN1,,,,yes,yes,yes,yes,,,,increased peripheral actin,CMPO_0000272,increased cortical actin cytoskeleton mass,increased cytoplasmic actin,CMPO_0000296,increased actin localised to the cytoplasm,,,,,,,increased width of lamellae,CMPO_0000276,increased lamellipodia width phenotype,,,,,,,,,,,,,increased number of actin puncta or dots,CMPO_0000291,increased amount of punctate actin foci,,,,,,,increased number of cortical actin stress fibres,CMPO_0000297,increased amount of stress fibers located in the cell cortex,increased number of zigzag actin stress fibres,CMPO_0000299,increased amount of zig-zag stress fibers,disorganised peripheral actin,CMPO_0000274,disorganised cortical actin cytoskeleton,increased cell size,CMPO_0000128,increased cell size phenotype,,,,,,,,,,cell shape processes or spiky or stretchy,CMPO_0000267,star shaped cell,cell shape bipolar or elongated,CMPO_0000077,elongated cell,,,,cell shape variable,CMPO_0000270,increased variability of cell shape in population,decreased cell number,CMPO_0000052,decreased cell numbers,,,,increased number of multinucleate cells,CMPO_0000300,more multinucleate cells,,,,,,,misshapen DNA,CMPO_0000177,misshapen DNA,,,,,,,microtubules disorganised,CMPO_0000147,disorganized microtubules phenotype,microtubule processes,CMPO_0000351,increased microtubule-based processes phenotype,,,,microtubule nuclear ring,CMPO_0000288,microtubules nuclear ring phenotype,,,,,,,loss of cell monolayer,CMPO_0000293,loss of cell monolayer,motile lamellae,CMPO_0000278,fan-shaped lamellipodia
Plate1_Actinome2,144,F24,MYH3 pool,MYH3,,NM_002470,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,145,G1,,,,,,,,annotation not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,146,G2,,,,,,,,annotation not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,147,G3,INCENP pool,INCENP,,NM_020238,,positive control,gives a strong and distinct phenotype,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,148,G4,INCENP pool,INCENP,,NM_020238,,positive control,gives a strong and distinct phenotype,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,149,G5,AFAP pool,AFAP,,NM_021638,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,150,G6,EXOC7 pool,EXOC7,,NM_015219,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,151,G7,ANLN pool,ANLN,,NM_018685,ANLN,,,,yes,yes,yes,yes,,,,,,,,,,,,,increased number of filopodia,CMPO_0000076,increased number of filopodia,increased width of lamellae,CMPO_0000276,increased lamellipodia width phenotype,,,,,,,,,,,,,increased number of actin puncta or dots,CMPO_0000291,increased amount of punctate actin foci,,,,,,,,,,,,,,,,increased cell size,CMPO_0000128,increased cell size phenotype,,,,,,,,,,,,,cell shape bipolar or elongated,CMPO_0000077,elongated cell,,,,,,,decreased cell number,CMPO_0000052,decreased cell numbers,,,,increased number of multinucleate cells,CMPO_0000300,more multinucleate cells,increased DNA area,CMPO_0000140,increased nucleus size,,,,misshapen DNA,CMPO_0000177,misshapen DNA,,,,,,,,,,,,,microtubule clumps,CMPO_0000286,aggregated microtubules phenotype,,,,,,,increased level of microtubules,CMPO_0000097,increased number of microtubules,,,,motile lamellae,CMPO_0000278,fan-shaped lamellipodia
Plate1_Actinome2,152,G8,FARP2 pool,FARP2,,NM_014808,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,153,G9,ANXA2 pool,ANXA2,,NM_004039,ANXA2,,,,no,yes,yes,yes,,,,,,,,,,,,,increased number of filopodia,CMPO_0000076,increased number of filopodia,increased width of lamellae,CMPO_0000276,increased lamellipodia width phenotype,,,,,,,,,,,,,,,,increased number of actin stress fibres,CMPO_0000291,increased amount of punctate actin foci,,,,,,,,,,disorganised peripheral actin,CMPO_0000274,disorganised cortical actin cytoskeleton,,,,,,,,,,,,,cell shape processes or spiky or stretchy,CMPO_0000267,star shaped cell,cell shape bipolar or elongated,CMPO_0000077,elongated cell,,,,,,,decreased cell number,CMPO_0000052,decreased cell numbers,,,,,,,,,,,,,misshapen DNA,CMPO_0000177,misshapen DNA,,,,,,,,,,microtubule processes,CMPO_0000351,increased microtubule-based processes phenotype,,,,microtubule nuclear ring,CMPO_0000288,microtubules nuclear ring phenotype,,,,,,,loss of cell monolayer,CMPO_0000293,loss of cell monolayer,motile lamellae,CMPO_0000278,fan-shaped lamellipodia
Plate1_Actinome2,154,G10,FGD4 pool,FGD4,,NM_139241,,,,,no,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,155,G11,ARPC1B pool,ARPC1B,,NM_005720,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,156,G12,FHOD1 pool,FHOD1,,NM_013241,,,,,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,157,G13,ARPC2 pool,ARPC2,,NM_005731,ARPC2,,,,no,yes,yes,yes,,,,,,,,,,,,,,,,increased width of lamellae,CMPO_0000276,increased lamellipodia width phenotype,,,,,,,,,,,,,,,,increased number of actin stress fibres,CMPO_0000291,increased amount of punctate actin foci,increased number of transverse actin stress fibres,CMPO_0000298,increased amount of transverse stress fibers,,,,increased number of zigzag actin stress fibres,CMPO_0000299,increased amount of zig-zag stress fibers,disorganised peripheral actin,CMPO_0000274,disorganised cortical actin cytoskeleton,increased cell size,CMPO_0000128,increased cell size phenotype,,,,,,,,,,,,,,,,cell shape geometric,CMPO_0000261,geometric cell,,,,decreased cell number,CMPO_0000052,decreased cell numbers,,,,increased number of multinucleate cells,CMPO_0000300,more multinucleate cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate1_Actinome2,158,G14,FHOD3 pool,FHOD3,,XM_371114,FHOD3,,,,no,no,yes,yes,,,,,,,,,,,,,increased number of filopodia,CMPO_0000076,increased number of filopodia,increased width of lamellae,CMPO_0000276,increased lamellipodia width phenotype,,,,,,,,,,,,,,,,,,,,,,increased number of cortical actin stress fibres,CMPO_0000297,increased amount of stress fibers located in the cell cortex,,,,disorganised peripheral actin,CMPO_0000274,disorganised cortical actin cytoskeleton,increased cell size,CMPO_0000128,increased cell size phenotype,,,,,,,,,,cell shape processes or spiky or stretchy,CMPO_0000267,star shaped cell,cell shape bipolar or elongated,CMPO_0000077,elongated cell,,,,,,,decreased cell number,CMPO_0000052,decreased cell numbers,,,,increased number of multinucleate cells,CMPO_0000300,more multinucleate cells,,,,,,,misshapen DNA,CMPO_0000177,misshapen DNA,,,,,,,microtubules disorganised,CMPO_0000147,disorganized microtubules phenotype,,,,,,,microtubule nuclear ring,CMPO_0000288,microtubules nuclear ring phenotype,,,,,,,,,,motile lamellae,CMPO_0000278,fan-shaped lamellipodia
Plate1_Actinome2,159,G15,ARPC3 pool,ARPC3,,NM_005719,,,,,yes,yes,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
