Plate,Well Number,Well,Gene Identifier %% url=http://www.ensembl.org/id/%s,Gene Symbol,Gene Symbol Alias,Description,Control Type,Control Comments,Quality Control,Quality Control Comments,Comments,Experimental Condition[genotype],Changed in allR,Observation,Phenotype
smt3allR_plate2,208,I16,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,209,I17,YMR111C,YMR111C,,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YMR111C is not an essential gene,,,,,,smt3allR,yes,more foci,the smt3allR mutant population displays an increased number of cells with foci
smt3allR_plate2,210,I18,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,211,I19,YKL108W,SLD2,DRC1,"Protein required for DNA replication, phosphorylated in S phase by S-phase cyclin-dependent kinases (Cdks), phosphorylation is essential for DNA replication and for complex formation with Dpb11p; potential Cdc28p substrate",,,,,,smt3allR,no,,
smt3allR_plate2,212,I20,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,213,I21,YDL161W,ENT1,,Epsin-like protein involved in endocytosis and actin patch assembly and functionally redundant with Ent2p; binds clathrin via a clathrin-binding domain motif at C-terminus,,,,,,smt3allR,no,,
smt3allR_plate2,214,I22,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,215,I23,YDL084W,SUB2,,Component of the TREX complex required for nuclear mRNA export; member of the DEAD-box RNA helicase superfamily and is involved in early and late steps of spliceosome assembly; homolog of the human splicing factor hUAP56,,,,,,smt3allR,no,,
smt3allR_plate2,216,I24,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,217,J1,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,218,J2,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,219,J3,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,220,J4,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,221,J5,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,222,J6,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,223,J7,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,224,J8,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,225,J9,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,226,J10,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,227,J11,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,228,J12,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,229,J13,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,230,J14,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,231,J15,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,232,J16,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,233,J17,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,234,J18,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,235,J19,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,236,J20,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,237,J21,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,238,J22,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,239,J23,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,240,J24,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,241,K1,YGL194C,HOS2,RTL1,"Histone deacetylase required for gene activation via specific deacetylation of lysines in H3 and H4 histone tails; subunit of the Set3 complex, a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity",,,,,,smt3allR,no,,
smt3allR_plate2,242,K2,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,243,K3,YDR170W-A,YDR170W-A,,Retrotransposon TYA Gag gene; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag; YDR170W-A is part of a mutant retrotransposon,,,,,,smt3allR,yes,more foci,the smt3allR mutant population displays an increased number of cells with foci
smt3allR_plate2,244,K4,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,245,K5,YLR080W,EMP46,,"Integral membrane component of endoplasmic reticulum-derived COPII-coated vesicles, which function in ER to Golgi transport",,,,,,smt3allR,no,,
smt3allR_plate2,246,K6,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,247,K7,YGL090W,LIF1,,,,,,,,smt3allR,no,,
smt3allR_plate2,248,K8,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,249,K9,YOR264W,DSE3,,"Daughter cell-specific protein, may help establish daughter fate",,,,,,smt3allR,yes,odd shaped cells,the smt3allR mutant population contains odd shaped cells
smt3allR_plate2,250,K10,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,251,K11,YDL155W,CLB3,,"B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the G2/M transition; may be involved in DNA replication and spindle assembly; accumulates during S phase and G2, then targeted for ubiquitin-mediated degradation",,,,,,smt3allR,no,,
smt3allR_plate2,252,K12,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,253,K13,YGR122W,YGR122W,,"Probable ortholog of A. nidulans PalC, which is involved in pH regulation and binds to the ESCRT-III complex; null mutant does not properly process Rim101p and has decreased resistance to rapamycin; GFP-fusion protein is cytoplasmic",,,,,,smt3allR,no,,
smt3allR_plate2,254,K14,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,255,K15,YER095W,RAD51,,,,,,,,smt3allR,no,,
smt3allR_plate2,256,K16,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,257,K17,YGR234W,YHB1,YHB4,"Nitric oxide oxidoreductase, flavohemoglobin involved in nitric oxide detoxification; plays a role in the oxidative and nitrosative stress responses",,,,,,smt3allR,no,,
smt3allR_plate2,258,K18,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,259,K19,YNL175C,NOP13,,Nucleolar protein found in preribosomal complexes; contains an RNA recognition motif (RRM,,,,,,smt3allR,yes,brighter,"the smt3allR mutant cells display a more intense GFP signal, with localization similar to WT"
smt3allR_plate2,260,K20,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,261,K21,YDR465C,RMT2,,Arginine N5 methyltransferase; methylates ribosomal protein Rpl12 (L12) on Arg67,,,,,,smt3allR,yes,more diffuse,the smt3allR GFP signal is more diffuse than WT
smt3allR_plate2,262,K22,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,263,K23,YBR234C,ARC40,,"Subunit of the ARP2/3 complex, which is required for the motility and integrity of cortical actin patches",,,,,,smt3allR,no,,
smt3allR_plate2,264,K24,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,265,L1,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,266,L2,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,267,L3,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,268,L4,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,269,L5,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,270,L6,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,271,L7,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,272,L8,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,273,L9,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,274,L10,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,275,L11,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,276,L12,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,277,L13,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,278,L14,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,279,L15,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,280,L16,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,281,L17,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,282,L18,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,283,L19,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,284,L20,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,285,L21,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,286,L22,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,287,L23,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,288,L24,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,289,M1,YDL204W,RTN2,,Protein of unknown function; has similarity to mammalian reticulon proteins; member of the RTNLA (reticulon-like A) subfamily,,,,,,smt3allR,no,,
smt3allR_plate2,290,M2,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,291,M3,YGR187C,HGH1,,Nonessential protein of unknown function; predicted to be involved in ribosome biogenesis; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; similar to mammalian BRP16 (Brain protein 16,,,,,,smt3allR,yes,more nuclear,the smt3allR GFP signal seems more nuclear than WT
smt3allR_plate2,292,M4,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,293,M5,YML027W,YOX1,,"Homeodomain-containing transcriptional repressor, binds to Mcm1p and to early cell cycle boxes (ECBs) in the promoters of cell cycle-regulated genes expressed in M/G1 phase; expression is cell cycle-regulated; potential Cdc28p substrate",,,,,,smt3allR,no,,
smt3allR_plate2,294,M6,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,295,M7,YOL116W,MSN1,PHD2|MSS10|HRB382|FUP1,"Transcriptional activator involved in regulation of invertase and glucoamylase expression, invasive growth and pseudohyphal differentiation, iron uptake, chromium accumulation, and response to osmotic stress; localizes to the nucleus",,,,,,smt3allR,no,,
smt3allR_plate2,296,M8,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,297,M9,YKL042W,SPC42,,"Central plaque component of spindle pole body (SPB); involved in SPB duplication, may facilitate attachment of the SPB to the nuclear membrane",,,,,,smt3allR,no,,
smt3allR_plate2,298,M10,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,299,M11,YKR076W,ECM4,GTO2,Omega class glutathione transferase; not essential; similar to Ygr154cp; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm,,,,,,smt3allR,no,,
smt3allR_plate2,300,M12,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,301,M13,YDR191W,HST4,,"Member of the Sir2 family of NAD(+)-dependent protein deacetylases; involved along with Hst3p in silencing at telomeres, cell cycle progression, radiation resistance, genomic stability and short-chain fatty acid metabolism",,,,,,smt3allR,yes,more diffuse,the smt3allR GFP signal is more diffuse than WT
smt3allR_plate2,302,M14,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,303,M15,YPL209C,IPL1,PAC15,"Aurora kinase subunit of the conserved chromosomal passenger complex (CPC; Ipl1p-Sli15p-Bir1p-Nbl1p), involved in regulating kinetochore-microtubule attachments; helps maintain condensed chromosomes during anaphase and early telophase",,,,,,smt3allR,yes,fish hook,the smt3allR mutant displays spindles with fish hook morphology1
smt3allR_plate2,304,M16,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,305,M17,YKR066C,CCP1,,"Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria, involved in the response to oxidative stress",,,,,,smt3allR,no,,
smt3allR_plate2,306,M18,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,307,M19,YBR249C,ARO4,,"3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase, catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by tyrosine or high concentrations of phenylalanine or tryptophan",,,,,,smt3allR,no,,
smt3allR_plate2,308,M20,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,309,M21,YDR171W,HSP42,,Small heat shock protein (sHSP) with chaperone activity; forms barrel-shaped oligomers that suppress unfolded protein aggregation; involved in cytoskeleton reorganization after heat shock,,,,,,smt3allR,yes,brighter foci,the smt3allR mutant displays brighter foci than WT
smt3allR_plate2,310,M22,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,311,M23,YDL134C,PPH21,PPH1,"Catalytic subunit of protein phosphatase 2A (PP2A), functionally redundant with Pph22p; methylated at C terminus; forms alternate complexes with several regulatory subunits; involved in signal transduction and regulation of mitosis",,,,,,smt3allR,yes,some foci,the smt3allR mutant displays GFP foci not detected in WT cells
smt3allR_plate2,312,M24,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,313,N1,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,314,N2,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,315,N3,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,316,N4,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,317,N5,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,318,N6,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,319,N7,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,320,N8,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,321,N9,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,322,N10,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,323,N11,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,324,N12,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,325,N13,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,326,N14,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,327,N15,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,328,N16,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,329,N17,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,330,N18,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,331,N19,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,332,N20,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,333,N21,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,334,N22,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,335,N23,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,336,N24,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,337,O1,YPR035W,GLN1,,"Glutamine synthetase (GS), synthesizes glutamine from glutamate and ammonia; with Glt1p, forms the secondary pathway for glutamate biosynthesis from ammonia; expression regulated by nitrogen source and by amino acid limitation",,,,,,smt3allR,yes,some foci,the smt3allR mutant displays GFP foci not detected in WT cells
smt3allR_plate2,338,O2,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,339,O3,YKR011C,YKR011C,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus,,,,,,smt3allR,yes,more nuclear,the smt3allR GFP signal seems more nuclear than WT
smt3allR_plate2,340,O4,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,341,O5,YIL106W,MOB1,,Component of the mitotic exit network; associates with and is required for the activation and Cdc15p-dependent phosphorylation of the Dbf2p kinase; required for cytokinesis and cell separation; component of the CCR4 transcriptional complex,,,,,,smt3allR,no,,
smt3allR_plate2,342,O6,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,343,O7,YGL175C,SAE2,,,,,,,,smt3allR,yes,some foci,the smt3allR mutant displays GFP foci not detected in WT cells
smt3allR_plate2,344,O8,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,345,O9,YJR139C,HOM6,,"Homoserine dehydrogenase (L-homoserine:NADP oxidoreductase), dimeric enzyme that catalyzes the third step in the common pathway for methionine and threonine biosynthesis; enzyme has nucleotide-binding, dimerization and catalytic regions",,,,,,smt3allR,yes,brighter foci,the smt3allR mutant displays brighter foci than WT
smt3allR_plate2,346,O10,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,347,O11,YDR439W,Lrs4,,,,,,,,smt3allR,no,,
smt3allR_plate2,348,O12,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,349,O13,YDR214W,AHA1,,Co-chaperone that binds to Hsp82p and activates its ATPase activity; similar to Hch1p; expression is regulated by stresses such as heat shock,,,,,,smt3allR,yes,brighter,"the smt3allR mutant cells display a more intense GFP signal, with localization similar to WT"
smt3allR_plate2,350,O14,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,351,O15,YJR068W,RFC2,,"Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon",,,,,,smt3allR,yes,brighter,"the smt3allR mutant cells display a more intense GFP signal, with localization similar to WT"
smt3allR_plate2,352,O16,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,353,O17,YPR075C,OPY2,,Integral membrane protein that functions in the signaling branch of the high-osmolarity glycerol (HOG) pathway; interacts with Ste50p; overproduction blocks cell cycle arrest in the presence of mating pheromone,,,,,,smt3allR,yes,punctate PM,the smt3allR mutant shows a more punctate GFP localization at the plasma membrane
smt3allR_plate2,354,O18,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,355,O19,YOR007C,SGT2,,"Glutamine-rich cytoplasmic protein of unknown function; contains tetratricopeptide (TPR) repeats, which often mediate protein-protein interactions; has similarity to human SGT, which is a cochaperone that negatively regulates Hsp70",,,,,,smt3allR,yes,some foci,the smt3allR mutant displays GFP foci not detected in WT cells
smt3allR_plate2,356,O20,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,357,O21,YNL231C,PDR16,SFH3,"Phosphatidylinositol transfer protein (PITP) controlled by the multiple drug resistance regulator Pdr1p, localizes to lipid particles and microsomes, controls levels of various lipids, may regulate lipid synthesis, homologous to Pdr17p",,,,,,smt3allR,no,,
smt3allR_plate2,358,O22,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,359,O23,YGR180C,RNR4,PSO3|CRT3,"Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits",,,,,,smt3allR,yes,more diffuse,the smt3allR GFP signal is more diffuse than WT
smt3allR_plate2,360,O24,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,361,P1,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,362,P2,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,363,P3,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,364,P4,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,365,P5,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,366,P6,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,367,P7,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,368,P8,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,369,P9,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,370,P10,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,371,P11,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,372,P12,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,373,P13,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,374,P14,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,375,P15,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,376,P16,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,377,P17,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,378,P18,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,379,P19,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,380,P20,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,381,P21,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,382,P22,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,383,P23,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate2,384,P24,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,1,A1,YJR060W,CBF1,CPF1|CEP1,"Helix-loop-helix protein that binds the motif CACRTG, which is present at several sites including MET gene promoters and centromere DNA element I (CDEI); required for nucleosome positioning at this motif; targets Isw1p to DNA",,,,,,smt3allR,no,,
smt3allR_plate3,2,A2,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,3,A3,YGR086C,PIL1,,"Primary component of eisosomes, which are large immobile cell cortex structures associated with endocytosis; null mutants show activation of Pkc1p/Ypk1p stress resistance pathways; detected in phosphorylated state in mitochondria",,,,,,smt3allR,yes,cytoplasmic structures or localization,the smt3allR mutant cells display either cytoplasmic structures or brighter cytoplasmic signal than WT
smt3allR_plate3,4,A4,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,5,A5,YOL151W,GRE2,,"3-methylbutanal reductase and NADPH-dependent methylglyoxal reductase (D-lactaldehyde dehydrogenase); stress induced (osmotic, ionic, oxidative, heat shock and heavy metals); regulated by the HOG pathway",,,,,,smt3allR,no,,
smt3allR_plate3,6,A6,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,7,A7,YOL007C,CSI2,,Protein of unknown function; green fluorescent protein (GFP)- fusion protein localizes to the mother side of the bud neck and the vacuole; YOL007C is not an essential gene,,,,,,smt3allR,no,,
smt3allR_plate3,8,A8,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,9,A9,YLR265C,NEJ1,,,,,,,,smt3allR,no,,
smt3allR_plate3,10,A10,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,11,A11,,,,,,,,,no annotation available,,,,
smt3allR_plate3,12,A12,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,13,A13,YOR342C,YOR342C,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus,,,,,,smt3allR,no,,
smt3allR_plate3,14,A14,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,15,A15,YBR211C,AME1,ARP100,"Essential kinetochore protein associated with microtubules and spindle pole bodies; component of the kinetochore sub-complex COMA (Ctf19p, Okp1p, Mcm21p, Ame1p); involved in spindle checkpoint maintenance",,,,,,smt3allR,no,,
smt3allR_plate3,16,A16,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,17,A17,YOR006C,TSR3,,Protein required for correct processing of the 20S pre-rRNA at site D to generate mature 18S rRNA; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus,,,,,,smt3allR,no,,
smt3allR_plate3,18,A18,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,19,A19,YNL058C,YNL058C,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; YNL058C is not an essential gene,,,,,,smt3allR,no,,
smt3allR_plate3,20,A20,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,21,A21,YDR090C,YDR090C,,Putative protein of unknown function,,,,,,smt3allR,yes,some foci,the smt3allR mutant displays GFP foci not detected in WT cells
smt3allR_plate3,22,A22,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,23,A23,YHR061C,GIC1,,"Protein of unknown function involved in initiation of budding and cellular polarization, interacts with Cdc42p via the Cdc42/Rac-interactive binding (CRIB) domain",,,,,,smt3allR,no,,
smt3allR_plate3,24,A24,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,25,B1,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,26,B2,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,27,B3,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,28,B4,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,29,B5,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,30,B6,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,31,B7,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,32,B8,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,33,B9,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,34,B10,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,35,B11,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,36,B12,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,37,B13,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,38,B14,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,39,B15,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,40,B16,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,41,B17,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,42,B18,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,43,B19,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,44,B20,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,45,B21,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,46,B22,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,47,B23,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,48,B24,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,49,C1,YMR267W,PPA2,IPP2,"Mitochondrial inorganic pyrophosphatase, required for mitochondrial function and possibly involved in energy generation from inorganic pyrophosphate",,,,,,smt3allR,no,,
smt3allR_plate3,50,C2,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,51,C3,YJL145W,SFH5,,"Non-classical phosphatidylinositol transfer protein (PITP); exhibits PI- but not PC-transfer activity; localizes to the peripheral endoplasmic reticulum, cytosol and microsomes; similar to Sec14p",,,,,,smt3allR,no,,
smt3allR_plate3,52,C4,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,53,C5,YGR044C,RME1,CSP1,Zinc finger protein involved in control of meiosis; prevents meiosis by repressing IME1 expression and promotes mitosis by activating CLN2 expression; directly repressed by a1-alpha2 regulator; mediates cell type control of sporulation,,,,,,smt3allR,no,,
smt3allR_plate3,54,C6,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,55,C7,YGL162W,SUT1,,Transcription factor of the Zn[II]2Cys6 family involved in sterol uptake; involved in induction of hypoxic gene expression,,,,,,smt3allR,no,,
smt3allR_plate3,56,C8,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,57,C9,YMR055C,BUB2,PAC7,"Mitotic exit network regulator, forms GTPase-activating Bfa1p-Bub2p complex that binds Tem1p and spindle pole bodies, blocks cell cycle progression before anaphase in response to spindle and kinetochore damage",,,,,,smt3allR,no,,
smt3allR_plate3,58,C10,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,59,C11,YNL312W,RFA2,RPA2|BUF1,"Subunit of heterotrimeric Replication Protein A (RPA), which is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination",,,,,,smt3allR,no,no cells,
smt3allR_plate3,60,C12,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,61,C13,YDR288W,NSE3,,Essential subunit of the Mms21-Smc5-Smc6 complex; protein of unknown function; required for DNA repair and growth,,,,,,smt3allR,no,,
smt3allR_plate3,62,C14,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,63,C15,YDR184C,ATC1,LIC4,"Nuclear protein, possibly involved in regulation of cation stress responses and/or in the establishment of bipolar budding pattern",,,,,,smt3allR,yes,more nuclear,the smt3allR GFP signal seems more nuclear than WT
smt3allR_plate3,64,C16,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,65,C17,YDR429C,TIF35,,"eIF3g subunit of the core complex of translation initiation factor 3 (eIF3), which is essential for translation",,,,,,smt3allR,no,,
smt3allR_plate3,66,C18,,,,,,,,,no annotation available; no image available,,,,
