Plate	Well Number	Well	Experimental Condition [cell line]	"Cell Type/Genetic Subtype (Neve et al., Cancer Cell 2006)"	Experimental Condition [media]	Experimental Condition [compound]	Experimental Condition [dose]	Experimental Condition[time]	Control Type	Control Comment	Comments
22_lines_TNF_5h_200145427	141	F21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	142	F22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	143	F23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	144	F24							empty well		no images
22_lines_TNF_5h_200145427	145	G1							empty well		no images
22_lines_TNF_5h_200145427	146	G2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	147	G3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	148	G4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	149	G5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	150	G6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	151	G7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	152	G8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	153	G9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	154	G10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	155	G11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	156	G12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	157	G13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	158	G14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	159	G15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	160	G16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	161	G17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	162	G18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	163	G19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	164	G20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	165	G21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	166	G22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	167	G23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	168	G24							empty well		no images
22_lines_TNF_5h_200145427	169	H1							empty well		no images
22_lines_TNF_5h_200145427	170	H2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	171	H3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	172	H4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	173	H5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	174	H6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	175	H7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	176	H8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	177	H9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	178	H10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	179	H11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	180	H12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	181	H13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	182	H14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	183	H15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	184	H16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	185	H17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	186	H18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	187	H19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	188	H20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	189	H21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	190	H22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	191	H23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	192	H24							empty well		no images
22_lines_TNF_5h_200145427	193	I1							empty well		no images
22_lines_TNF_5h_200145427	194	I2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	195	I3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	196	I4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	197	I5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	198	I6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	199	I7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	200	I8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	201	I9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	202	I10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	203	I11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	204	I12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	205	I13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	206	I14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	207	I15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	208	I16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	209	I17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	210	I18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	211	I19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	212	I20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	213	I21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	214	I22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	215	I23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	216	I24							empty well		no images
22_lines_TNF_5h_200145427	217	J1							empty well		no images
22_lines_TNF_5h_200145427	218	J2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	219	J3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	220	J4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	221	J5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	222	J6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	223	J7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	224	J8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	225	J9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	226	J10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	227	J11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	228	J12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	229	J13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	230	J14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	231	J15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	232	J16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	233	J17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	234	J18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	235	J19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	236	J20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	237	J21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	238	J22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	239	J23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	240	J24							empty well		no images
22_lines_TNF_5h_200145427	241	K1							empty well		no images
22_lines_TNF_5h_200145427	242	K2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	243	K3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	244	K4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	245	K5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	246	K6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	247	K7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	248	K8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	249	K9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	250	K10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	251	K11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	252	K12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	253	K13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	254	K14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	255	K15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	256	K16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	257	K17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	258	K18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	259	K19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	260	K20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	261	K21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	262	K22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	263	K23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	264	K24							empty well		no images
22_lines_TNF_5h_200145427	265	L1							empty well		no images
22_lines_TNF_5h_200145427	266	L2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	267	L3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	268	L4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	269	L5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	270	L6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	271	L7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	272	L8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	273	L9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	274	L10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	275	L11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	276	L12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	277	L13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	278	L14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	279	L15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	280	L16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	281	L17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	282	L18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	283	L19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	284	L20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	285	L21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	286	L22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	287	L23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	288	L24							empty well		no images
22_lines_TNF_5h_200145427	289	M1							empty well		no images
22_lines_TNF_5h_200145427	290	M2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	291	M3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	292	M4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	293	M5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	294	M6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	295	M7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	296	M8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	297	M9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	298	M10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	299	M11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	300	M12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	301	M13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	302	M14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	303	M15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	304	M16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	305	M17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	306	M18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	307	M19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	308	M20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	309	M21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	310	M22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	311	M23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	312	M24							empty well		no images
22_lines_TNF_5h_200145427	313	N1							empty well		no images
22_lines_TNF_5h_200145427	314	N2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	315	N3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	316	N4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	317	N5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	318	N6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	319	N7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	320	N8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	321	N9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	322	N10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	323	N11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	324	N12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
