Plate	Well	Plate_Well	siRNA Identifier	siRNA Pool Name	Gene Identifier	Ensembl 56 Gene Symbol	Final Well Hit Status Actinome 1	Final Well Hit status Actinome 2	Overall Hit Gene Consensus	Has phenotypes	Phenotype 1	Term Source Accession 1	Ontology Term Name 1	Phenotype 2	Term Source Accession 2	Ontology Term Name 2	Phenotype 3	Term Source Accession 3	Ontology Term Name 3	Phenotype 4	Term Source Accession 4	Ontology Term Name 4	Phenotype 5	Term Source Accession 5	Ontology Term Name 5	Phenotype 6	Term Source Accession 6	Ontology Term Name 6	Phenotype 7	Term Source Accession 7	Ontology Term Name 7	Phenotype 8	Term Source Accession 8	Ontology Term Name 8	Phenotype 9	Term Source Accession 9	Ontology Term Name 9	Phenotype 10	Term Source Accession 10	Ontology Term Name 10	Phenotype 11	Term Source Accession 11	Ontology Term Name 11	Phenotype 12	Term Source Accession 12	Ontology Term Name 12	Phenotype 13	Term Source Accession 13	Ontology Term Name 13	Phenotype 14	Term Source Accession 14	Ontology Term Name 14	Phenotype 15	Term Source Accession 15	Ontology Term Name 15	Phenotype 16	Term Source Accession 16	Ontology Term Name 16	Phenotype 17	Term Source Accession 17	Ontology Term Name 17	Phenotype 18	Term Source Accession 18	Ontology Term Name 18	Phenotype 19	Term Source Accession 19	Ontology Term Name 19	Phenotype 20	Term Source Accession 20	Ontology Term Name 20	Phenotype 21	Term Source Accession 21	Ontology Term Name 21	Phenotype 22	Term Source Accession 22	Ontology Term Name 22	Phenotype 23	Term Source Accession 23	Ontology Term Name 23	Phenotype 24	Term Source Accession 24	Ontology Term Name 24	Phenotype 25	Term Source Accession 25	Ontology Term Name 25	Phenotype 26	Term Source Accession 26	Ontology Term Name 26	Phenotype 27	Term Source Accession 27	Ontology Term Name 27	Phenotype 28	Term Source Accession 28	Ontology Term Name 28	Phenotype 29	Term Source Accession 29	Ontology Term Name 29	Phenotype 30	Term Source Accession 30	Ontology Term Name 30	Phenotype 31	Term Source Accession 31	Ontology Term Name 31	Phenotype 32	Term Source Accession 32	Ontology Term Name 32	Phenotype 33	Term Source Accession 33	Ontology Term Name 33	Phenotype 34	Term Source Accession 34	Ontology Term Name 34	Phenotype 35	Term Source Accession 35	Ontology Term Name 35	Phenotype 36	Term Source Accession 36	Ontology Term Name 36	Phenotype 37	Term Source Accession 37	Ontology Term Name 37	Phenotype 38	Term Source Accession 38	Ontology Term Name 38	Phenotype 39	Term Source Accession 39	Ontology Term Name 39	Phenotype 40	Term Source Accession 40	Ontology Term Name 40
Plate3_Actinome1	P18	Plate3_Actinome1_P18	CEACAM8-01	CEACAM8	NM_001816		yes	yes	no	no																																																																																																																								
Plate3_Actinome1	P19	Plate3_Actinome1_P19	CYFIP1-02	CYFIP1	NM_014608		yes	yes	yes	yes													increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci	increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci	increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers	increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex	increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype										cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell	cell shape geometric	CMPO_0000261	geometric cell				decreased cell number	CMPO_0000052	decreased cell numbers																									microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype													loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate3_Actinome1	P2	Plate3_Actinome1_P2	KIF11-08	KIF11	NM_004523		no	no	no	no																																																																																																																								
Plate3_Actinome1	P20	Plate3_Actinome1_P20	CEACAM8-02	CEACAM8	NM_001816		no	yes	no	no																																																																																																																								
Plate3_Actinome1	P21	Plate3_Actinome1_P21	CYFIP1-03	CYFIP1	NM_014608		no	yes	yes	yes													increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci	increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci	increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers	increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex	increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype										cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell	cell shape geometric	CMPO_0000261	geometric cell				decreased cell number	CMPO_0000052	decreased cell numbers																									microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype													loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate3_Actinome1	P22	Plate3_Actinome1_P22	CEACAM8-03	CEACAM8	NM_001816		yes	yes	no	no																																																																																																																								
Plate3_Actinome1	P23	Plate3_Actinome1_P23	CYFIP1-04	CYFIP1	NM_014608		no	no	yes	yes													increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci	increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci	increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers	increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex	increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype										cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell	cell shape geometric	CMPO_0000261	geometric cell				decreased cell number	CMPO_0000052	decreased cell numbers																									microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype													loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate3_Actinome1	P24	Plate3_Actinome1_P24	CEACAM8-04	CEACAM8	NM_001816		yes	yes	no	no																																																																																																																								
Plate3_Actinome1	P5	Plate3_Actinome1_P5	CTNNA3-03	CTNNA3	NM_013266		yes	yes	yes	yes													increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype										nuclear actin ring	CMPO_0000302	actin nuclear ring phenotype	increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci				increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers	increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex				disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype													cell shape bipolar or elongated	CMPO_0000077	elongated cell				cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells													increased mitotic index	CMPO_0000056	more cells in M phase				microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype													loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate3_Actinome1	P6	Plate3_Actinome1_P6	CEACAM6-04	CEACAM6	NM_002483		no	yes	no	no																																																																																																																								
Plate3_Actinome1	P7	Plate3_Actinome1_P7	CTNNA3-04	CTNNA3	NM_013266		no	yes	yes	yes													increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype										nuclear actin ring	CMPO_0000302	actin nuclear ring phenotype	increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci				increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers	increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex				disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype													cell shape bipolar or elongated	CMPO_0000077	elongated cell				cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells													increased mitotic index	CMPO_0000056	more cells in M phase				microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype													loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate3_Actinome1	P8	Plate3_Actinome1_P8	CEACAM6-01	CEACAM6	NM_002483		yes	no	no	no																																																																																																																								
Plate3_Actinome1	P9	Plate3_Actinome1_P9	CTNNAL1-01	CTNNAL1	NM_003798		no	no	no	no																																																																																																																								
Plate4_Actinome1	A1	Plate4_Actinome1_A1	INCENP-01	INCENP	NM_020238		no	no	no	no																																																																																																																								
Plate4_Actinome1	A10	Plate4_Actinome1_A10	EPB41L2-03	EPB41L2	NM_001431		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	A11	Plate4_Actinome1_A11	CYFIP2-04	CYFIP2	NM_014376		no	yes	no	no																																																																																																																								
Plate4_Actinome1	A13	Plate4_Actinome1_A13	DAAM1-01	DAAM1	NM_014992		no	no	no	no																																																																																																																								
Plate4_Actinome1	A14	Plate4_Actinome1_A14	EPB41L3-01	EPB41L3	NM_012307		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	A15	Plate4_Actinome1_A15	DAAM1-02	DAAM1	NM_014992		yes	no	no	no																																																																																																																								
Plate4_Actinome1	A16	Plate4_Actinome1_A16	EPB41L3-02	EPB41L3	NM_012307		no	yes	no	no																																																																																																																								
Plate4_Actinome1	A17	Plate4_Actinome1_A17	DAAM1-03	DAAM1	NM_014992		yes	no	no	no																																																																																																																								
Plate4_Actinome1	A18	Plate4_Actinome1_A18	EPB41L3-03	EPB41L3	NM_012307		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	A2	Plate4_Actinome1_A2	INCENP-01	INCENP	NM_020238		no	no	no	no																																																																																																																								
Plate4_Actinome1	A20	Plate4_Actinome1_A20	EPB41L3-04	EPB41L3	NM_012307		no	yes	no	no																																																																																																																								
Plate4_Actinome1	A22	Plate4_Actinome1_A22	EPB41L4A-01	EPB41L4A	NM_022140		no	no	no	no																																																																																																																								
Plate4_Actinome1	A23	Plate4_Actinome1_A23	DAAM2-02	DAAM2	NM_015345		no	no	no	no																																																																																																																								
Plate4_Actinome1	A3	Plate4_Actinome1_A3	siCONTROL	siCONTROL			no	no	no	no																																																																																																																								
Plate4_Actinome1	A4	Plate4_Actinome1_A4	siCONTROL	siCONTROL			no	no	no	no																																																																																																																								
Plate4_Actinome1	A5	Plate4_Actinome1_A5	CYFIP2-01	CYFIP2	NM_014376		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	A7	Plate4_Actinome1_A7	CYFIP2-02	CYFIP2	NM_014376		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	A8	Plate4_Actinome1_A8	EPB41L2-02	EPB41L2	NM_001431		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	B1	Plate4_Actinome1_B1	INCENP-01	INCENP	NM_020238		no	no	no	no																																																																																																																								
Plate4_Actinome1	B10	Plate4_Actinome1_B10	FMNL1-03	FMNL1	NM_005892		no	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass				increased actin over nucleus	CMPO_0000294	increased actin localised to the nucleus	increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci	increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci				increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex	increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton													cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell	cell shape geometric	CMPO_0000261	geometric cell	cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers																									microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype													loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate4_Actinome1	B11	Plate4_Actinome1_B11	GOPC-01	GOPC	NM_020399		no	no	no	no																																																																																																																								
Plate4_Actinome1	B12	Plate4_Actinome1_B12	FMNL1-04	FMNL1	NM_005892		no	no	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass				increased actin over nucleus	CMPO_0000294	increased actin localised to the nucleus	increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci	increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci				increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex	increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton													cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell	cell shape geometric	CMPO_0000261	geometric cell	cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers																									microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype													loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate4_Actinome1	B13	Plate4_Actinome1_B13	GSN-05	GSN	NM_000177		yes	no	no	no																																																																																																																								
Plate4_Actinome1	B14	Plate4_Actinome1_B14	FMNL2-01	FMNL2	NM_052905		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	B15	Plate4_Actinome1_B15	GSN-01	GSN	NM_000177		no	yes	no	no																																																																																																																								
Plate4_Actinome1	B16	Plate4_Actinome1_B16	FMNL2-02	FMNL2	NM_052905		no	no	no	no																																																																																																																								
Plate4_Actinome1	B17	Plate4_Actinome1_B17	GSN-02	GSN	NM_000177		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	B18	Plate4_Actinome1_B18	FMNL2-03	FMNL2	NM_052905		yes	no	no	no																																																																																																																								
Plate4_Actinome1	B19	Plate4_Actinome1_B19	GSN-03	GSN	NM_000177		no	yes	no	no																																																																																																																								
Plate4_Actinome1	B2	Plate4_Actinome1_B2	INCENP-01	INCENP	NM_020238		no	no	no	no																																																																																																																								
Plate4_Actinome1	B20	Plate4_Actinome1_B20	FMNL2-04	FMNL2	NM_052905		no	yes	no	no																																																																																																																								
Plate4_Actinome1	B21	Plate4_Actinome1_B21	HIP1-05	HIP1	NM_005338		no	no	no	no																																																																																																																								
Plate4_Actinome1	B22	Plate4_Actinome1_B22	FMNL3-01	FMNL3	NM_175736		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	B23	Plate4_Actinome1_B23	HIP1-06	HIP1	NM_005338		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	B24	Plate4_Actinome1_B24	FMNL3-02	FMNL3	NM_175736		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	B3	Plate4_Actinome1_B3	siCONTROL	siCONTROL			no	no	no	no																																																																																																																								
Plate4_Actinome1	B4	Plate4_Actinome1_B4	siCONTROL	siCONTROL			no	no	no	no																																																																																																																								
Plate4_Actinome1	B5	Plate4_Actinome1_B5	GOPC-02	GOPC	NM_020399		no	yes	no	no																																																																																																																								
Plate4_Actinome1	B6	Plate4_Actinome1_B6	FMNL1-01	FMNL1	NM_005892		yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass				increased actin over nucleus	CMPO_0000294	increased actin localised to the nucleus	increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci	increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci				increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex	increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton													cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell	cell shape geometric	CMPO_0000261	geometric cell	cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers																									microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype													loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate4_Actinome1	B7	Plate4_Actinome1_B7	GOPC-03	GOPC	NM_020399		no	no	no	no																																																																																																																								
Plate4_Actinome1	B8	Plate4_Actinome1_B8	FMNL1-02	FMNL1	NM_005892		yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass				increased actin over nucleus	CMPO_0000294	increased actin localised to the nucleus	increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci	increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci				increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex	increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton													cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell	cell shape geometric	CMPO_0000261	geometric cell	cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers																									microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype													loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate4_Actinome1	B9	Plate4_Actinome1_B9	GOPC-04	GOPC	NM_020399		no	no	no	no																																																																																																																								
Plate4_Actinome1	C1	Plate4_Actinome1_C1	INCENP-02	INCENP	NM_020238		no	no	no	no																																																																																																																								
Plate4_Actinome1	C10	Plate4_Actinome1_C10	EPB41L4B-01	EPB41L4B	NM_018424		no	no	no	no																																																																																																																								
Plate4_Actinome1	C11	Plate4_Actinome1_C11	DAB2-02	DAB2	NM_001343		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	C12	Plate4_Actinome1_C12	EPB41L4B-02	EPB41L4B	NM_018424		no	no	no	no																																																																																																																								
Plate4_Actinome1	C13	Plate4_Actinome1_C13	DAB2-03	DAB2	NM_001343		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	C14	Plate4_Actinome1_C14	EPB41L4B-03	EPB41L4B	NM_018424		no	yes	no	no																																																																																																																								
Plate4_Actinome1	C15	Plate4_Actinome1_C15	DAB2-04	DAB2	NM_001343		yes	no	no	no																																																																																																																								
Plate4_Actinome1	C16	Plate4_Actinome1_C16	EPB41L4B-04	EPB41L4B	NM_018424		no	yes	no	no																																																																																																																								
Plate4_Actinome1	C17	Plate4_Actinome1_C17	DBN1-01	DBN1	NM_004395		no	no	no	no																																																																																																																								
Plate4_Actinome1	C18	Plate4_Actinome1_C18	EPB41L5-01	EPB41L5	NM_020909		no	yes	no	no																																																																																																																								
Plate4_Actinome1	C19	Plate4_Actinome1_C19	DBN1-02	DBN1	NM_004395		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	C2	Plate4_Actinome1_C2	INCENP-02	INCENP	NM_020238		no	no	no	no																																																																																																																								
Plate4_Actinome1	C20	Plate4_Actinome1_C20	EPB41L5-02	EPB41L5	NM_020909		no	no	no	no																																																																																																																								
Plate4_Actinome1	C21	Plate4_Actinome1_C21	DBN1-03	DBN1	NM_004395		no	no	no	no																																																																																																																								
Plate4_Actinome1	C22	Plate4_Actinome1_C22	EPB41L5-03	EPB41L5	NM_020909		yes	no	no	no																																																																																																																								
Plate4_Actinome1	C23	Plate4_Actinome1_C23	DBN1-04	DBN1	NM_004395		yes	no	no	no																																																																																																																								
Plate4_Actinome1	C24	Plate4_Actinome1_C24	EPB41L5-04	EPB41L5	NM_020909		yes	no	no	no																																																																																																																								
Plate4_Actinome1	C3	Plate4_Actinome1_C3	siTOX	siTOX			no	no	no	no																																																																																																																								
Plate4_Actinome1	C4	Plate4_Actinome1_C4	siTOX	siTOX			yes	no	no	no																																																																																																																								
Plate4_Actinome1	C5	Plate4_Actinome1_C5	DAAM2-03	DAAM2	NM_015345		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	C6	Plate4_Actinome1_C6	EPB41L4A-03	EPB41L4A	NM_022140		no	yes	no	no																																																																																																																								
Plate4_Actinome1	C7	Plate4_Actinome1_C7	DAAM2-04	DAAM2	NM_015345		no	no	no	no																																																																																																																								
Plate4_Actinome1	C8	Plate4_Actinome1_C8	EPB41L4A-04	EPB41L4A	NM_022140		no	yes	no	no																																																																																																																								
Plate4_Actinome1	C9	Plate4_Actinome1_C9	DAB2-01	DAB2	NM_001343		no	no	no	no																																																																																																																								
Plate4_Actinome1	D1	Plate4_Actinome1_D1	INCENP-02	INCENP	NM_020238		no	no	no	no																																																																																																																								
Plate4_Actinome1	D10	Plate4_Actinome1_D10	TOCA1-01	TOCA1	NM_017737		no	yes	no	no																																																																																																																								
Plate4_Actinome1	D11	Plate4_Actinome1_D11	HIP1R-02	HIP1R	NM_003959		no	no	no	no																																																																																																																								
Plate4_Actinome1	D12	Plate4_Actinome1_D12	TOCA1-02	TOCA1	NM_017737		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	D13	Plate4_Actinome1_D13	HIP1R-03	HIP1R	NM_003959		no	no	no	no																																																																																																																								
Plate4_Actinome1	D14	Plate4_Actinome1_D14	TOCA1-03	TOCA1	NM_017737		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	D15	Plate4_Actinome1_D15	HIP1R-04	HIP1R	NM_003959		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	D16	Plate4_Actinome1_D16	TOCA1-04	TOCA1	NM_017737		no	no	no	no																																																																																																																								
Plate4_Actinome1	D17	Plate4_Actinome1_D17	HOMER1-01	HOMER1	NM_004272		no	no	no	no																																																																																																																								
Plate4_Actinome1	D18	Plate4_Actinome1_D18	FRG1-01	FRG1	NM_004477		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	D19	Plate4_Actinome1_D19	HOMER1-02	HOMER1	NM_004272		no	no	no	no																																																																																																																								
Plate4_Actinome1	D2	Plate4_Actinome1_D2	INCENP-02	INCENP	NM_020238		no	no	no	no																																																																																																																								
Plate4_Actinome1	D20	Plate4_Actinome1_D20	FRG1-02	FRG1	NM_004477		no	yes	no	no																																																																																																																								
Plate4_Actinome1	D21	Plate4_Actinome1_D21	HOMER1-03	HOMER1	NM_004272		yes	no	no	no																																																																																																																								
Plate4_Actinome1	D22	Plate4_Actinome1_D22	FRG1-03	FRG1	NM_004477		no	no	no	no																																																																																																																								
Plate4_Actinome1	D23	Plate4_Actinome1_D23	HOMER1-04	HOMER1	NM_004272		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	D24	Plate4_Actinome1_D24	FRG1-04	FRG1	NM_004477		no	yes	no	no																																																																																																																								
Plate4_Actinome1	D3	Plate4_Actinome1_D3	siTOX	siTOX			no	no	no	no																																																																																																																								
Plate4_Actinome1	D4	Plate4_Actinome1_D4	siTOX	siTOX			no	no	no	no																																																																																																																								
Plate4_Actinome1	D5	Plate4_Actinome1_D5	HIP1-01	HIP1	NM_005338		no	no	no	no																																																																																																																								
Plate4_Actinome1	D6	Plate4_Actinome1_D6	FMNL3-03	FMNL3	NM_175736		no	yes	no	no																																																																																																																								
Plate4_Actinome1	D7	Plate4_Actinome1_D7	HIP1-04	HIP1	NM_005338		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	D8	Plate4_Actinome1_D8	FMNL3-04	FMNL3	NM_175736		no	yes	no	no																																																																																																																								
Plate4_Actinome1	D9	Plate4_Actinome1_D9	HIP1R-01	HIP1R	NM_003959		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	E1	Plate4_Actinome1_E1	INCENP-03	INCENP	NM_020238		no	no	no	no																																																																																																																								
Plate4_Actinome1	E10	Plate4_Actinome1_E10	EPB49-03	EPB49	NM_001978		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	E11	Plate4_Actinome1_E11	HIP-55-04	HIP-55	NM_014063		yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass																												increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci	increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers	increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex	increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers																						cell shape geometric	CMPO_0000261	geometric cell				decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells							misshapen DNA	CMPO_0000177	misshapen DNA				increased mitotic index	CMPO_0000056	more cells in M phase													microtubule nuclear bracket	CMPO_0000287	microtubules nuclear bracket phenotype	increased level of microtubules	CMPO_0000097	increased number of microtubules						
Plate4_Actinome1	E12	Plate4_Actinome1_E12	EPB49-04	EPB49	NM_001978		no	no	no	no																																																																																																																								
Plate4_Actinome1	E13	Plate4_Actinome1_E13	DCTN1-01	DCTN1	NM_004082		yes	no	no	no																																																																																																																								
Plate4_Actinome1	E14	Plate4_Actinome1_E14	EPRS-01	EPRS	NM_004446		no	no	no	no																																																																																																																								
Plate4_Actinome1	E15	Plate4_Actinome1_E15	DCTN1-02	DCTN1	NM_004082		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	E16	Plate4_Actinome1_E16	EPRS-02	EPRS	NM_004446		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	E17	Plate4_Actinome1_E17	DCTN1-03	DCTN1	NM_004082		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	E18	Plate4_Actinome1_E18	EPRS-03	EPRS	NM_004446		no	yes	no	no																																																																																																																								
Plate4_Actinome1	E19	Plate4_Actinome1_E19	DCTN1-04	DCTN1	NM_004082		no	no	no	no																																																																																																																								
Plate4_Actinome1	E2	Plate4_Actinome1_E2	INCENP-03	INCENP	NM_020238		no	no	no	no																																																																																																																								
Plate4_Actinome1	E20	Plate4_Actinome1_E20	EPRS-04	EPRS	NM_004446		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	E21	Plate4_Actinome1_E21	DEF6-01	DEF6	NM_022047		no	yes	no	no																																																																																																																								
Plate4_Actinome1	E22	Plate4_Actinome1_E22	EPS8-01	EPS8	NM_004447		yes	no	no	no																																																																																																																								
Plate4_Actinome1	E23	Plate4_Actinome1_E23	DEF6-02	DEF6	NM_022047		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	E24	Plate4_Actinome1_E24	EPS8-02	EPS8	NM_004447		yes	yes	no	no																																																																																																																								
