Plate	Well	Plate_Well	siRNA Pool Identifier	Gene Identifier	Gene Symbol	Z-score (Spindly)	"Z-score (Large, spread)"	Z-score (Triangular)	Z-score (Fan)	"Z-score (Round, small)"	Z-score (High nuclear YAP/TAZ)	Z-score (Low nuclear YAP/TAZ)	Z-score (High total YAP/TAZ)	Z-score (Low total YAP/TAZ)	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8	Phenotype 9
MDA-MB-231_siGENOME_1B	K22	MDA-MB-231_siGENOME_1B_K22	M-009237-01	9855	FARP2			3.33724065						-2.805676905	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	M10	MDA-MB-231_siGENOME_1A_M10	M-009237-01	9855	FARP2				1.656520985		1.606791161				yes	well				Fan		High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1B	M10	MDA-MB-231_siGENOME_1B_M10	M-009237-01	9855	FARP2						1.675320726				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1A	K22	MDA-MB-231_siGENOME_1A_K22	M-009237-01	9855	FARP2				2.026128888	1.563927412					yes	well				Fan	"Round, small"				
MDA-MB-231_siGENOME_1A	M18	MDA-MB-231_siGENOME_1A_M18	M-009612-01	2245	FGD1		4.475133216	3.323698249						-3.581596099	yes	well		"Large, spread"	Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	M18	MDA-MB-231_siGENOME_1B_M18	M-009612-01	2245	FGD1			4.510014273						-3.145751565	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	K8	MDA-MB-231_siGENOME_1A_K8	M-009612-01	2245	FGD1			2.814635845						-2.736300403	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	K8	MDA-MB-231_siGENOME_1B_K8	M-009612-01	2245	FGD1			2.689128911						-2.387994289	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	G14	MDA-MB-231_siGENOME_1B_G14	M-008431-00	221472	FGD2				3.311424348		2.116698358				yes	well				Fan		High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1A	M22	MDA-MB-231_siGENOME_1A_M22	M-008431-00	221472	FGD2				4.36697894		2.293286172				yes	well				Fan		High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1B	M22	MDA-MB-231_siGENOME_1B_M22	M-008431-00	221472	FGD2				3.189407027		2.749135778				yes	well				Fan		High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1A	G14	MDA-MB-231_siGENOME_1A_G14	M-008431-00	221472	FGD2				3.750965769						yes	well				Fan					
MDA-MB-231_siGENOME_1B	E22	MDA-MB-231_siGENOME_1B_E22	M-010371-01	89846	FGD3	4.02139448		2.473091664				-3.938378545		-1.720679354	yes	well	Spindly		Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	G18	MDA-MB-231_siGENOME_1A_G18	M-010371-01	89846	FGD3	4.061697436		1.555376214				-4.614129495			yes	well	Spindly		Triangular				Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1B	G18	MDA-MB-231_siGENOME_1B_G18	M-010371-01	89846	FGD3	4.478267062		1.732392534				-4.29540307			yes	well	Spindly		Triangular				Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1A	E22	MDA-MB-231_siGENOME_1A_E22	M-010371-01	89846	FGD3	1.863883048						-3.353374361			yes	well	Spindly						Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1B	M20	MDA-MB-231_siGENOME_1B_M20	M-007123-00	121512	FGD4		1.902469198		2.579320425					-2.17714407	yes	well		"Large, spread"		Fan					Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	K14	MDA-MB-231_siGENOME_1B_K14	M-007123-00	121512	FGD4				2.579320425						yes	well				Fan					
MDA-MB-231_siGENOME_1A	M20	MDA-MB-231_siGENOME_1A_M20	M-007123-00	121512	FGD4				4.736586843						yes	well				Fan					
MDA-MB-231_siGENOME_1A	K14	MDA-MB-231_siGENOME_1A_K14	M-007123-00	121512	FGD4				5.968613187						yes	well				Fan					
MDA-MB-231_siGENOME_1B	E18	MDA-MB-231_siGENOME_1B_E18	M-028077-01	152273	FGD5			9.046796447						-5.181794228	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	E18	MDA-MB-231_siGENOME_1A_E18	M-028077-01	152273	FGD5			5.118813042						-4.899587221	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	I14	MDA-MB-231_siGENOME_1A_I14	M-028077-01	152273	FGD5			6.083352334						-4.785782267	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	I14	MDA-MB-231_siGENOME_1B_I14	M-028077-01	152273	FGD5			7.750572969						-4.782878606	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	G12	MDA-MB-231_siGENOME_1B_G12	M-026895-01	55785	FGD6	2.955358454									yes	well	Spindly								
MDA-MB-231_siGENOME_1A	G12	MDA-MB-231_siGENOME_1A_G12	M-026895-01	55785	FGD6	2.962790242									yes	well	Spindly								
MDA-MB-231_siGENOME_1B	E12	MDA-MB-231_siGENOME_1B_E12	M-026895-01	55785	FGD6	3.488376467									yes	well	Spindly								
MDA-MB-231_siGENOME_1B	H22	MDA-MB-231_siGENOME_1B_H22	M-030269-01	55701	FLJ10357	3.640667328					2.236339182				yes	well	Spindly					High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1A	H22	MDA-MB-231_siGENOME_1A_H22	M-030269-01	55701	FLJ10357	4.501260313					2.500643903				yes	well	Spindly					High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1B	N8	MDA-MB-231_siGENOME_1B_N8	M-030269-01	55701	FLJ10357	5.392012227	2.487119853								yes	well	Spindly	"Large, spread"							
MDA-MB-231_siGENOME_1A	N8	MDA-MB-231_siGENOME_1A_N8	M-030269-01	55701	FLJ10357	3.988436956									yes	well	Spindly								
MDA-MB-231_siGENOME_1A	M7	MDA-MB-231_siGENOME_1A_M7	M-017096-01	55160	FLJ10521							-1.923008656	1.920137882		yes	well							Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_1B	M7	MDA-MB-231_siGENOME_1B_M7	M-017096-01	55160	FLJ10521					2.346849545		-1.744635409	2.302515272		yes	well					"Round, small"		Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_1A	C13	MDA-MB-231_siGENOME_1A_C13	M-017096-01	55160	FLJ10521				2.518939425			-2.129674355			yes	well				Fan			Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1B	C13	MDA-MB-231_siGENOME_1B_C13	M-017096-01	55160	FLJ10521							-1.837564415			yes	well							Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1B	D15	MDA-MB-231_siGENOME_1B_D15	M-020318-01	55200	FLJ10665			2.812578766						-2.747274212	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	H17	MDA-MB-231_siGENOME_1B_H17	M-020318-01	55200	FLJ10665									-2.277917978	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	D15	MDA-MB-231_siGENOME_1A_D15	M-020318-01	55200	FLJ10665			2.948599635						-2.204512413	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	H17	MDA-MB-231_siGENOME_1A_H17	M-020318-01	55200	FLJ10665									-2.180895707	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2B	E17	MDA-MB-231_siGENOME_2B_E17	M-021617-02	84144	FLJ13815	9.031991312		3.712209123				-6.191550865		-2.852260018	yes	well	Spindly		Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2A	E17	MDA-MB-231_siGENOME_2A_E17	M-021617-02	84144	FLJ13815	9.485442035		2.878103306				-5.379436561		-2.805818822	yes	well	Spindly		Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2B	M17	MDA-MB-231_siGENOME_2B_M17	M-021617-02	84144	FLJ13815	10.09751543		2.073222293				-6.006578512		-1.87657014	yes	well	Spindly		Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2A	M17	MDA-MB-231_siGENOME_2A_M17	M-021617-02	84144	FLJ13815	10.88297328		2.728563854				-5.988057651		-1.681558014	yes	well	Spindly		Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	F6	MDA-MB-231_siGENOME_1B_F6	M-020676-00	56848	FLJ20184		3.656421162	4.448289346						-5.481274095	yes	well		"Large, spread"	Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	H14	MDA-MB-231_siGENOME_1B_H14	M-020676-00	56848	FLJ20184		1.902469198							-2.020664991	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	H14	MDA-MB-231_siGENOME_1A_H14	M-020676-00	56848	FLJ20184			2.466329989						-1.993652923	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2A	C16	MDA-MB-231_siGENOME_2A_C16	M-008446-00	158763	FLJ30058	4.920173305	3.566212459	5.56981344						-4.036923445	yes	well	Spindly	"Large, spread"	Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2B	C18	MDA-MB-231_siGENOME_2B_C18	M-008446-00	158763	FLJ30058	6.664159926	2.832114329	4.076428419						-3.869526647	yes	well	Spindly	"Large, spread"	Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2B	C16	MDA-MB-231_siGENOME_2B_C16	M-008446-00	158763	FLJ30058	7.492900911		4.310569395						-3.737737063	yes	well	Spindly		Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2A	C18	MDA-MB-231_siGENOME_2A_C18	M-008446-00	158763	FLJ30058	7.715235793	1.731413846	6.167971248						-3.448154427	yes	well	Spindly	"Large, spread"	Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2B	C22	MDA-MB-231_siGENOME_2B_C22	M-026507-01	143872	FLJ32810						4.102232395			-2.432281405	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2B	C20	MDA-MB-231_siGENOME_2B_C20	M-026507-01	143872	FLJ32810						3.501702301			-1.823344107	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2A	C20	MDA-MB-231_siGENOME_2A_C20	M-026507-01	143872	FLJ32810		1.731413846				3.069523904				yes	well		"Large, spread"				High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_2A	C22	MDA-MB-231_siGENOME_2A_C22	M-026507-01	143872	FLJ32810				1.907384158		3.821103077				yes	well				Fan		High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1A	F11	MDA-MB-231_siGENOME_1A_F11	M-032927-01	389337	FLJ41603							-1.857643157			yes	well							Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1B	F11	MDA-MB-231_siGENOME_1B_F11	M-032927-01	389337	FLJ41603		1.902469198								yes	well		"Large, spread"							
MDA-MB-231_siGENOME_1A	M3	MDA-MB-231_siGENOME_1A_M3	M-032365-01	445328	FLJ43692/ARHGEF35		2.2767663	2.921806877	2.518939425					-3.327897624	yes	well		"Large, spread"	Triangular	Fan					Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	M3	MDA-MB-231_siGENOME_1B_M3	M-032365-01	445328	FLJ43692/ARHGEF35	1.584740707		2.596541519	2.579320425					-2.628009676	yes	well	Spindly		Triangular	Fan					Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	M9	MDA-MB-231_siGENOME_1A_M9	M-032365-01	445328	FLJ43692/ARHGEF35				4.736586843					-2.186697486	yes	well				Fan					Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	M9	MDA-MB-231_siGENOME_1B_M9	M-032365-01	445328	FLJ43692/ARHGEF35				1.847216502					-1.55629716	yes	well				Fan					Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	J21	MDA-MB-231_siGENOME_1B_J21	M-032389-00	440107	FLJ46688			5.405025722			2.574946612			-4.489137807	yes	well			Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	D13	MDA-MB-231_siGENOME_1A_D13	M-032389-00	440107	FLJ46688			4.315030299			2.14217171			-4.28865987	yes	well			Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	J21	MDA-MB-231_siGENOME_1A_J21	M-032389-00	440107	FLJ46688			3.02897791			3.890871795			-4.121808694	yes	well			Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	D13	MDA-MB-231_siGENOME_1B_D13	M-032389-00	440107	FLJ46688			5.281575867			2.751666371			-4.025833937	yes	well			Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	I22	MDA-MB-231_siGENOME_1A_I22	M-004121-01	115557	GEFT								2.13188167		yes	well								High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_1A	M6	MDA-MB-231_siGENOME_1A_M6	M-004121-01	115557	GEFT								2.546589486		yes	well								High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_1B	M6	MDA-MB-231_siGENOME_1B_M6	M-004121-01	115557	GEFT					3.147541728			2.906964994		yes	well					"Round, small"			High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_2A	I19	MDA-MB-231_siGENOME_2A_I19	M-021160-01	51291	GMIP		1.731413846		3.320794333	2.50955433			3.381521142		yes	well		"Large, spread"		Fan	"Round, small"			High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_2B	I19	MDA-MB-231_siGENOME_2B_I19	M-021160-01	51291	GMIP		2.061534648			2.076125527					yes	well		"Large, spread"			"Round, small"				
MDA-MB-231_siGENOME_1B	F4	MDA-MB-231_siGENOME_1B_F4	M-004158-02	2909	GRLF1			3.182928331				-4.922990186		-2.870977771	yes	well			Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	F4	MDA-MB-231_siGENOME_1A_F4	M-004158-02	2909	GRLF1	2.523227365		1.662547246				-2.920603175			yes	well	Spindly		Triangular				Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1A	J12	MDA-MB-231_siGENOME_1A_J12	M-004158-02	2909	GRLF1	3.32909264						-2.752942874			yes	well	Spindly						Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1B	J12	MDA-MB-231_siGENOME_1B_J12	M-004158-02	2909	GRLF1	5.315866797						-2.627531262			yes	well	Spindly						Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_2B	G13	MDA-MB-231_siGENOME_2B_G13	M-021811-02	3633	INPP5B						3.125134693				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_2A	G13	MDA-MB-231_siGENOME_2A_G13	M-021811-02	3633	INPP5B						3.15923338				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_2A	K13	MDA-MB-231_siGENOME_2A_K13	M-021811-02	3633	INPP5B				1.624702123		3.316946312				yes	well				Fan		High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_2B	K13	MDA-MB-231_siGENOME_2B_K13	M-021811-02	3633	INPP5B				3.128957325		4.407515901				yes	well				Fan		High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1A	E13	MDA-MB-231_siGENOME_1A_E13	M-008365-01	6453	ITSN1						1.560236331				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1B	E13	MDA-MB-231_siGENOME_1B_E13	M-008365-01	6453	ITSN1						1.59560704				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1A	C7	MDA-MB-231_siGENOME_1A_C7	M-008365-01	6453	ITSN1			1.903682069			2.054849947				yes	well			Triangular			High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1B	C7	MDA-MB-231_siGENOME_1B_C7	M-008365-01	6453	ITSN1						3.182359277				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1B	M17	MDA-MB-231_siGENOME_1B_M17	M-009841-00	50618	ITSN2							-2.463886235	1.694882757		yes	well							Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_1A	M19	MDA-MB-231_siGENOME_1A_M19	M-009841-00	50618	ITSN2							-2.99597167	1.784982666		yes	well							Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_1A	M17	MDA-MB-231_siGENOME_1A_M17	M-009841-00	50618	ITSN2							-3.270456433			yes	well							Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1B	M19	MDA-MB-231_siGENOME_1B_M19	M-009841-00	50618	ITSN2							-2.523284881			yes	well							Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1B	L6	MDA-MB-231_siGENOME_1B_L6	M-009238-00	9912	KIAA0672	2.270049581						-2.13891589	2.469076888		yes	well	Spindly						Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_1B	L14	MDA-MB-231_siGENOME_1B_L14	M-009238-00	9912	KIAA0672	2.879213024						-2.130199402			yes	well	Spindly						Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1A	L6	MDA-MB-231_siGENOME_1A_L6	M-009238-00	9912	KIAA0672	1.790622569						-2.100357394			yes	well	Spindly						Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1A	L14	MDA-MB-231_siGENOME_1A_L14	M-009238-01	9913	KIAA0672	2.010404008						-1.949809139			yes	well	Spindly						Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1B	G20	MDA-MB-231_siGENOME_1B_G20	M-013873-01	57449	KIAA0720						1.798687145				yes	well						High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1A	G20	MDA-MB-231_siGENOME_1A_G20	M-013873-01	57449	KIAA0720				2.272534157		1.904742075				yes	well				Fan		High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1B	G16	MDA-MB-231_siGENOME_1B_G16	M-013873-01	57449	KIAA0720				1.969233823		2.749838721				yes	well				Fan		High nuclear YAP/TAZ			
MDA-MB-231_siGENOME_1A	G16	MDA-MB-231_siGENOME_1A_G16	M-013873-01	57449	KIAA0720				1.656520985						yes	well				Fan					
MDA-MB-231_siGENOME_1B	L22	MDA-MB-231_siGENOME_1B_L22	M-013854-01	57221	KIAA1244			3.429828041			1.894357627			-2.583418717	yes	well			Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	L22	MDA-MB-231_siGENOME_1A_L22	M-013854-01	57221	KIAA1244			2.412744473						-2.017870313	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	J10	MDA-MB-231_siGENOME_1A_J10	M-013854-01	57221	KIAA1244									-1.503230626	yes	well									Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	J10	MDA-MB-231_siGENOME_1B_J10	M-013854-01	57221	KIAA1244				1.725199182						yes	well				Fan					
MDA-MB-231_siGENOME_1B	G22	MDA-MB-231_siGENOME_1B_G22	M-031878-01	153478	KIAA1909		4.241071817	3.83104007						-3.495669343	yes	well		"Large, spread"	Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	E8	MDA-MB-231_siGENOME_1B_E8	M-031878-01	153478	KIAA1909							-1.695007664			yes	well							Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1A	L23	MDA-MB-231_siGENOME_1A_L23	M-003865-02	9113	LATS1						4.921369255			-2.574165876	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2A	M23	MDA-MB-231_siGENOME_2A_M23	M-003865-02	9113	LATS1						7.533750744			-2.477971762	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	M23	MDA-MB-231_siGENOME_1A_M23	M-003865-02	9113	LATS1						6.021887697			-2.293725988	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2A	L23	MDA-MB-231_siGENOME_2A_L23	M-003865-02	9113	LATS1						5.384657936			-1.982754983	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2A	O23	MDA-MB-231_siGENOME_2A_O23	M-004632-00	26524	LATS2						7.654609345			-5.36890412	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2A	N23	MDA-MB-231_siGENOME_2A_N23	M-004632-00	26524	LATS2						11.42489929			-5.076595068	yes	well						High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	N23	MDA-MB-231_siGENOME_1A_N23	M-004632-00	26524	LATS2			2.761050329			9.010644891			-4.265930591	yes	well			Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	O23	MDA-MB-231_siGENOME_1A_O23	M-004632-00	26524	LATS2			2.493122748			6.91316105			-3.942012847	yes	well			Triangular			High nuclear YAP/TAZ			Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2A	E6	MDA-MB-231_siGENOME_2A_E6	M-027281-00	201176	LOC201176			4.313682044						-4.453035573	yes	well			Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2A	E4	MDA-MB-231_siGENOME_2A_E4	M-027281-00	201176	LOC201176		2.648813152	3.745432127				-2.278354396		-4.150788241	yes	well		"Large, spread"	Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2B	E6	MDA-MB-231_siGENOME_2B_E6	M-027281-00	201176	LOC201176		5.143853371	3.269942836						-3.808882237	yes	well		"Large, spread"	Triangular						Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2B	E4	MDA-MB-231_siGENOME_2B_E4	M-027281-00	201176	LOC201176			2.983770532				-3.257832783		-3.534573917	yes	well			Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2A	E10	MDA-MB-231_siGENOME_2A_E10	M-009130-01	257106	LOC257106			2.758471744				-3.226664877		-3.091228893	yes	well			Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2A	E8	MDA-MB-231_siGENOME_2A_E8	M-009130-01	257106	LOC257106	2.404617066		3.296813771				-3.209614831		-2.790559737	yes	well	Spindly		Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2B	E10	MDA-MB-231_siGENOME_2B_E10	M-009130-01	257106	LOC257106	2.638846571						-3.795137615		-2.480187285	yes	well	Spindly						Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2B	E8	MDA-MB-231_siGENOME_2B_E8	M-009130-01	257106	LOC257106	2.638846571		2.489472917				-2.435757856		-2.436576756	yes	well	Spindly		Triangular				Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2B	E14	MDA-MB-231_siGENOME_2B_E14	M-024189-01	343578	LOC343578							-2.9244166		-2.09397086	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2A	E14	MDA-MB-231_siGENOME_2A_E14	M-024189-01	343578	LOC343578		1.731413846					-1.639239953		-1.834804161	yes	well		"Large, spread"					Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_2B	E12	MDA-MB-231_siGENOME_2B_E12	M-024189-01	343578	LOC343578							-2.137800568		-1.674975213	yes	well							Low nuclear YAP/TAZ		Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1A	L3	MDA-MB-231_siGENOME_1A_L3	M-024733-01	345930	LOC345930		11.07023396							-2.276981782	yes	well		"Large, spread"							Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	L3	MDA-MB-231_siGENOME_1B_L3	M-024733-01	345930	LOC345930	2.650776733			1.725199182					-1.507656237	yes	well	Spindly			Fan					Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area
MDA-MB-231_siGENOME_1B	D9	MDA-MB-231_siGENOME_1B_D9	M-024733-01	345930	LOC345930							-2.306286513			yes	well							Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1A	D9	MDA-MB-231_siGENOME_1A_D9	M-024733-01	345930	LOC345930	2.669748324			1.533318351			-1.730309405			yes	well	Spindly			Fan			Low nuclear YAP/TAZ		
MDA-MB-231_siGENOME_1B	E10	MDA-MB-231_siGENOME_1B_E10	M-010098-01	23263	MCF2L							-4.510152022	1.548947108		yes	well							Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
MDA-MB-231_siGENOME_1A	K18	MDA-MB-231_siGENOME_1A_K18	M-010098-01	23263	MCF2L							-3.160612199	1.620247215		yes	well							Low nuclear YAP/TAZ	High total YAP/TAZ in nuclear and ring regions normalised to nuclear area	
